Gene = Xpo6
index = 1193
Annotated 5SS: [  510 26251 29379 31280 39548 43685 47583 51175 59844 69383 70861 72182
 76037 80052 84601 86752 87657 90495 91623 91957 93338 95308 95705]
Annotated 3SS: [26159 29265 31081 39387 43606 47128 51047 59733 69273 70770 72111 75876
 79958 84455 86604 87466 90338 91507 91784 93175 95208 95473 98017]
SMsplice 5SS: [  510  9869 18878 26251 29379 31280 39548 43706 47210 48092 51175 59844
 62412 69383 70254 70861 72182 76037 80052 84123 84601 86752 87657 90495
 91623 91957 93338 95308 95705 97330]
SMsplice 3SS: [ 9768 18576 26159 29265 31081 39387 43606 47128 47870 51047 59733 62196
 69305 70135 70767 72111 75876 79958 83935 84455 86604 87466 90338 91507
 91784 93175 95208 95473 97217 98017]
top_k =  500
Partition function (log Z): -57.53633352605927

Sorted 5' Splice Sites (High to Low Probability):
Position 510: 0.9663010176731466
Position 9869: 0.880472752590711
Position 18878: 0.7462146085586986
Position 7609: 0.3572178999723383
Position 11430: 0.13127387208738545
Position 1999: 0.10221455590115738
Position 11219: 0.055483474856326376
Position 376: 0.023942826224263688
Position 3532: 0.019731831525891527
Position 359: 0.00849463391240129
Position 223: 0.00693251730418687
Position 6956: 0.006530374957706848
Position 3514: 0.0056325070644873765
Position 3683: 0.005018248598402119
Position 5989: 0.004511935909018591
Position 62: 0.003998449517238022
Position 10061: 0.003165220239568994
Position 248: 0.0020341962390606995
Position 293: 0.000996174601455967
Position 282: 0.0009374239595228013
Position 899: 0.0007646082100917761
Position 4515: 0.0007620707497125204
Position 816: 0.00047356227999062613
Position 990: 0.0003165830214203259
Position 143: 0.0002771592868778022
Position 189: 0.0002568789976158601
Position 159: 0.000136613832200714
Position 303: 3.8322553239945775e-05
Position 514: 2.7958367407656032e-05
Position 8153: 2.6570549366666217e-05
Position 19: 2.2682848518995407e-05
Position 1948: 2.215657853204073e-05
Position 2598: 1.726393453718717e-05
Position 761: 1.2822295992890688e-05
Position 647: 1.2403643641107925e-05
Position 2895: 1.0659026323762752e-05
Position 2584: 8.163441508509195e-06
Position 917: 8.135001571820779e-06
Position 1375: 7.930706555382324e-06
Position 2509: 7.740101794829104e-06
Position 1318: 6.083948229598608e-06
Position 615: 5.876747157127967e-06
Position 633: 4.737212477689791e-06
Position 2114: 2.5299028973672624e-06
Position 748: 1.748316646997863e-06
Position 246: 7.106886068302095e-07
Position 1769: 5.966516659396761e-07
Position 387: 2.8413301313675264e-07
Position 326: 2.4566777369436973e-07
Position 2511: 1.9367666337601708e-07
Position 2481: 1.907841149692883e-07
Position 443: 1.5415802250671475e-07
Position 751: 1.5197544557077332e-07
Position 2177: 1.5082735723458435e-07
Position 342: 1.3797837317501696e-07
Position 692: 1.3570332565317622e-07
Position 788: 1.1312254119196092e-07
Position 809: 1.0664756831332386e-07
Position 1323: 8.758947754660395e-08
Position 1960: 6.837714425530776e-08
Position 1152: 6.072665060798516e-08
Position 344: 4.8829284085786165e-08
Position 531: 7.31690636456229e-09
Position 518: 2.9074087728087605e-09
Position 600: 9.032643085772175e-10
Position 390: 3.112122658912139e-10
Position 724: 2.467884186633276e-12
Position 546: 1.4596759807426976e-12
