Gene = Thy1
index = 1079
Annotated 5SS: [  93 2635 3569]
Annotated 3SS: [2572 3229 3954]
SMsplice 5SS: [93]
SMsplice 3SS: [3954]
top_k =  500
Partition function (log Z): -8.014880194216007

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.7024156086051698
Position 2635: 0.49768866664801814
Position 470: 0.35045434844539414
Position 1569: 0.14790389199389517
Position 402: 0.09290597973939001
Position 1255: 0.06386716309195863
Position 1971: 0.04850133837075812
Position 1765: 0.03938843551342104
Position 3569: 0.03398782148838637
Position 4135: 0.03054140898364404
Position 3256: 0.018926894681871136
Position 383: 0.01742007522866608
Position 230: 0.01696489797410624
Position 2738: 0.012424163669379183
Position 3174: 0.011526280190742312
Position 1714: 0.009776438305652892
Position 246: 0.007514734619267384
Position 1192: 0.003561954702759256
Position 2648: 0.003545448900327497
Position 3280: 0.0032924883188532074
Position 240: 0.0030130114917137924
Position 3457: 0.0024790736704883567
Position 3414: 0.0024465682661819125
Position 4885: 0.0021497769339739047
Position 3603: 0.0020631647332076193
Position 1546: 0.001601678589592908
Position 3188: 0.0005443993735567019
Position 3506: 0.0005029699342068251
Position 454: 0.00022778637724623014
Position 946: 0.0001770591540060734
Position 1670: 6.119551398869432e-05
Position 308: 4.337002582542032e-05
Position 617: 3.152416665225425e-05
Position 2727: 2.9479504325563475e-05
Position 4120: 2.926986856875244e-05
Position 3238: 2.695074074701626e-05
Position 171: 2.643899922014956e-05
Position 434: 2.442256951407042e-05
Position 582: 1.657682284583688e-05
Position 36: 1.6376569003407925e-05
Position 622: 1.4439618139691326e-05
Position 10: 1.4164246378804884e-05
Position 87: 1.4134810136869074e-05
Position 380: 1.0586187295597302e-05
Position 262: 1.0549078645551756e-05
Position 679: 8.822545935802815e-06
Position 357: 7.610368563098973e-06
Position 486: 6.843134091111162e-06
Position 312: 6.676132244939125e-06
Position 746: 5.299159747212333e-06
Position 1753: 3.1034664642656947e-06
Position 981: 2.5456318413371437e-06
Position 688: 2.50414211611686e-06
Position 1852: 2.4063596360068174e-06
Position 423: 1.4699017337980242e-06
Position 269: 1.435712166814598e-06
Position 53: 9.443539210233438e-07
Position 667: 5.122411652815646e-07
Position 657: 3.2072180575155206e-08
Position 406: 5.110713923008984e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3954: 0.44158420219301214
Position 2542: 0.3283789794227375
Position 3237: 0.18265823089040106
Position 2572: 0.1679618591165471
Position 306: 0.15260537021745962
Position 1032: 0.12481694896152712
Position 1452: 0.0994142989801833
Position 3173: 0.09457834990739751
Position 4786: 0.0633499090546302
Position 4972: 0.046625383817318004
Position 1594: 0.04129949619265335
Position 1414: 0.04088076693844403
Position 3209: 0.029809356694903394
Position 5099: 0.027275526552503548
Position 1075: 0.026514157146048312
Position 2557: 0.026132479424742488
Position 1839: 0.020335363510333312
Position 1516: 0.01941395663599791
Position 1658: 0.018489506736148974
Position 308: 0.018267524581588375
Position 3834: 0.017573980331961583
Position 3059: 0.013786481720590228
Position 4800: 0.013254181778767924
Position 3444: 0.013007087120037028
Position 365: 0.011610051696113132
Position 1696: 0.010629569782505614
Position 4139: 0.009816348992525472
Position 4945: 0.007527058544246701
Position 2634: 0.006577910700565407
Position 4117: 0.006525584108102792
Position 4209: 0.005734157744982933
Position 1060: 0.005721938147487239
Position 894: 0.003923412278268329
Position 4044: 0.0027289224194682144
Position 1896: 0.0027114515478319882
Position 245: 0.0027042564090261224
Position 380: 0.0022267651022610862
Position 2506: 0.0020404039582200815
Position 1095: 0.0020220144934992735
Position 678: 0.0015048364462111003
Position 4318: 0.0015005979345152835
Position 239: 0.0010544238942590243
Position 190: 0.0010110434783431376
Position 1142: 0.0009961675242282037
Position 2870: 0.0009243703291765672
Position 323: 0.0008878949209111766
Position 797: 0.0007846085790762478
Position 869: 0.0007719435570515738
Position 4438: 0.0007232531572767514
Position 1798: 0.0007115270344688875
Position 5020: 0.000618696181242894
Position 2712: 0.000599206048693053
Position 5005: 0.0005644816002644005
Position 3822: 0.0005371962193621021
Position 171: 0.0004761084146254927
Position 430: 0.0004272358629075662
Position 3151: 0.00038527683356675863
Position 1268: 0.00037159328696966334
Position 3123: 0.0003441380918794526
Position 469: 0.00031250032567984475
Position 2799: 0.00029316814347365885
Position 2058: 0.0002293043324033309
Position 229: 0.00017803749038869659
Position 827: 0.00015268496397166556
Position 753: 0.00014749044375312887
Position 1013: 0.00013975925882282495
Position 1317: 0.00011961161648279285
Position 262: 0.00010701569439816406
Position 345: 0.00010263891017615314
Position 1233: 8.642583915294413e-05
Position 1113: 8.607071382630252e-05
Position 332: 6.314486873963629e-05
Position 392: 5.932734420608044e-05
Position 320: 5.9118262846388086e-05
Position 1186: 5.489554742056832e-05
Position 401: 5.144113872013232e-05
Position 1300: 5.130356781502629e-05
Position 1175: 3.7649649669285665e-05
Position 350: 3.1944494578401465e-05
Position 252: 2.6839387680331195e-05
Position 1305: 2.4509071217159643e-05
Position 258: 2.39941592725682e-05
Position 182: 2.321616205310184e-05
Position 165: 1.9770585780183836e-05
Position 226: 1.0748617528947951e-05
Position 336: 7.442362447785894e-06
Position 398: 7.34668898462454e-06
Position 254: 5.444813128505825e-06
Position 1191: 5.414702193364489e-06
Position 423: 3.2867817263283693e-06
Position 1238: 2.16034069260894e-06
Position 1154: 7.243008890897383e-07
Position 419: 4.7202609377280373e-07
Position 394: 2.2162747472098275e-07
Position 642: 1.6194843102226735e-07
Position 528: 6.816572026831306e-08
Position 155: 1.4152239358994981e-08
Position 510: 1.4837552811494772e-10
Position 495: 9.551744272474876e-11
