Gene = Alkal1
index = 110
Annotated 5SS: [  297 29409 30303 31899]
Annotated 3SS: [29354 30221 31821 35051]
SMsplice 5SS: [  297 16893 18038 30303]
SMsplice 3SS: [16780 17830 30221 35051]
top_k =  500
Partition function (log Z): -23.71097939094816

Sorted 5' Splice Sites (High to Low Probability):
Position 297: 0.9979119949780754
Position 2427: 0.4631561416206474
Position 838: 0.2767038473078531
Position 4954: 0.16296409397979106
Position 4704: 0.06772018318202004
Position 7857: 0.059313854379020155
Position 3425: 0.02810928116270449
Position 10817: 0.011726634108422377
Position 4035: 0.011552951850308576
Position 1561: 0.011052911414704747
Position 1643: 0.007841839043662474
Position 2027: 0.007807949566260342
Position 3579: 0.0032619827918519864
Position 1352: 0.0030079472419311665
Position 620: 0.0024826418776906474
Position 3119: 0.0017455002665618714
Position 4116: 0.001517897455776807
Position 953: 0.001166519056736229
Position 4895: 0.0008843113889282472
Position 4461: 0.0005982316337937068
Position 3009: 0.0005389336483862868
Position 1961: 0.00020284170561158047
Position 306: 0.00017784350674288787
Position 974: 0.00016939209944894334
Position 1692: 0.00015080667764895485
Position 448: 0.00013610765903062023
Position 1812: 0.00012118053010644209
Position 1993: 6.371012343031336e-05
Position 968: 5.106419689798888e-05
Position 925: 5.05176875085309e-05
Position 668: 4.719822065087533e-05
Position 140: 4.2935848885983264e-05
Position 385: 2.827558936447682e-05
Position 221: 1.4613194699993314e-05
Position 142: 1.0867685288963831e-05
Position 542: 1.0461114175386895e-05
Position 115: 8.867603373307563e-06
Position 1730: 6.2698955986442645e-06
Position 1757: 6.1567907127443025e-06
Position 397: 3.6440547804259e-06
Position 640: 3.039805390603592e-06
Position 172: 2.9503818299313197e-06
Position 64: 2.1976275115292066e-06
Position 759: 2.081062386371514e-06
Position 467: 1.9997648029909637e-06
Position 219: 1.7068205922936871e-06
Position 407: 1.6593288941318931e-06
Position 13: 1.4724281757615365e-06
Position 334: 1.0557348995670326e-06
Position 658: 8.562410210195641e-07
Position 472: 8.017002911605743e-07
Position 535: 7.355489952014553e-07
Position 800: 7.185944700297899e-07
Position 366: 6.887256881816753e-07
Position 254: 6.010129815899938e-07
Position 2266: 4.978222941182206e-07
Position 1624: 3.958069899903209e-07
Position 1877: 3.36358129253989e-07
Position 624: 3.2693651186394564e-07
Position 491: 2.5258233901638497e-07
Position 36: 2.449257291534262e-07
Position 583: 1.9633972120422056e-07
Position 47: 1.1736134550626731e-07
Position 897: 9.496278593520454e-08
Position 2521: 3.362741541143364e-08
Position 1546: 2.7861044646137208e-08
Position 698: 2.0361790640701095e-08
Position 847: 1.667263198641265e-08
Position 1864: 1.9471733266548727e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11198: 0.21950529857726822
Position 2256: 0.21510297137663945
Position 602: 0.19420956224130556
Position 12403: 0.14949252663099713
Position 8494: 0.13443898455513373
Position 7739: 0.13016763842147477
Position 4625: 0.10849362168114592
Position 4742: 0.08446465236018
Position 6461: 0.07019020359425239
Position 759: 0.06194936630066275
Position 2365: 0.05966759099544597
Position 2058: 0.05565610610344919
Position 2314: 0.046408695323626285
Position 10730: 0.041530796888266296
Position 8773: 0.03959878288140723
Position 4877: 0.0316439283819174
Position 4850: 0.02779732204104266
Position 6444: 0.02716893604237497
Position 7625: 0.022563368689531127
Position 8924: 0.021322270219423612
Position 1960: 0.020527408249985807
Position 4393: 0.02038378930293211
Position 6510: 0.018676687617850542
Position 8222: 0.014602385672611183
Position 2334: 0.013438692224022646
Position 692: 0.013276049180913735
Position 2187: 0.01299310744339215
Position 3934: 0.012389496171540466
Position 4530: 0.010468900440026985
Position 2672: 0.010380969135821932
Position 7951: 0.010305704849675015
Position 2312: 0.009397392633185045
Position 4577: 0.009315072518586265
Position 2083: 0.009005560590519239
Position 3365: 0.008853638193221887
Position 1520: 0.008507582053496368
Position 3041: 0.008325926121436865
Position 2133: 0.007428657605543971
Position 2371: 0.007310246305228809
Position 6617: 0.007251226408130588
Position 1433: 0.0067569083898268425
Position 1455: 0.006492054139768207
Position 4745: 0.005638947948167148
Position 2782: 0.005572787287083625
Position 4802: 0.005276790635321981
Position 7258: 0.005033678373079542
Position 9785: 0.004695607362570312
Position 633: 0.004657108571960672
Position 3335: 0.004523052778463878
Position 696: 0.0043626939634328
Position 4777: 0.0040626422315920285
Position 3389: 0.004005707749401161
Position 710: 0.003967403738327984
Position 8018: 0.0035092239531801304
Position 2310: 0.0034727373747556385
Position 3953: 0.003390878792824839
Position 6960: 0.0031751956540594034
Position 3642: 0.0031356721020025595
Position 3229: 0.003089145860772476
Position 3281: 0.0030215305060244586
Position 2421: 0.002993732548246639
Position 3306: 0.0029440227264067916
Position 5016: 0.002868172701643441
Position 2150: 0.0028278988130382484
Position 8836: 0.0027786440368747826
Position 6943: 0.0027611787692557272
Position 2308: 0.002642912861076552
Position 2388: 0.002520669959669388
Position 3425: 0.002477763137160069
Position 1247: 0.002260309254448541
Position 800: 0.0021796107456455226
Position 2899: 0.002119030664439951
Position 8333: 0.0021070448074251027
Position 5753: 0.002065716057508948
Position 472: 0.0020024695378427033
Position 4200: 0.0016755276462671561
Position 2265: 0.0016438228736730003
Position 6390: 0.0015680268101854406
Position 1642: 0.001530478332177157
Position 3256: 0.0014485120384263137
Position 2204: 0.001197919603287778
Position 2184: 0.001161830649868378
Position 2412: 0.0010664664240019647
Position 3455: 0.0010328755301614576
Position 763: 0.0009936204255377357
Position 4982: 0.0007969694339871414
Position 3598: 0.0007322313999408833
Position 1244: 0.0006634288711644777
Position 1468: 0.0006197446654017645
Position 4396: 0.0005923638755172822
Position 2754: 0.0005553746625808539
Position 5869: 0.0005179221294437437
Position 3550: 0.0005085467013761484
Position 3268: 0.0004254810770608241
Position 1496: 0.0003853912885891991
Position 1276: 0.0003720327844265042
Position 541: 0.0003639372782821738
Position 1617: 0.0003369861102616515
Position 576: 0.0002955726742794098
Position 2828: 0.00020794160757426863
Position 1606: 0.0001763891513402961
Position 698: 0.00016050069320497646
Position 437: 0.00015335024832308645
Position 1978: 0.00015021364182632826
Position 2109: 0.00014823974371853873
Position 4029: 0.00014481860646847864
Position 822: 0.0001387062706227066
Position 3684: 0.0001272021946991857
Position 410: 0.0001108454440276181
Position 3997: 9.029969180412303e-05
Position 1546: 8.187373120785492e-05
Position 1262: 6.675191452645058e-05
Position 2114: 6.283911423298955e-05
Position 3458: 5.411740927555368e-05
Position 1583: 5.0631294244568744e-05
Position 1249: 4.942427034170985e-05
Position 1183: 4.8812146415595556e-05
Position 511: 4.8311608332558954e-05
Position 728: 4.722618776077805e-05
Position 1847: 4.455277069808292e-05
Position 1855: 2.765872244320676e-05
Position 1501: 2.661848421249599e-05
Position 1473: 2.0741193038911513e-05
Position 645: 1.3476756114041559e-05
Position 714: 1.1277732901998873e-05
Position 1967: 1.0795538300667103e-05
Position 1136: 8.994232961688267e-06
Position 1657: 7.379337108080432e-06
Position 3150: 6.714284320159905e-06
Position 447: 5.4129670380553805e-06
