Gene = Daw1
index = 320
Annotated 5SS: [   58 19585 20709 22528 23598 28225 31671 32943 37543 38420 46185 49588]
Annotated 3SS: [19511 20563 22468 23474 28124 31562 32835 37439 38304 46107 49424 50373]
SMsplice 5SS: [   58 19585 26595 31671 32943 37543 38420 46185 49588]
SMsplice 3SS: [19511 26492 31562 32835 37439 38304 46107 49424 50373]
top_k =  500
Partition function (log Z): -35.428932870505676

Sorted 5' Splice Sites (High to Low Probability):
Position 58: 0.7193705332550185
Position 3507: 0.28691176753562453
Position 1000: 0.16663500748896948
Position 635: 0.15588117041403218
Position 178: 0.14656939923934675
Position 526: 0.09665481778537392
Position 1914: 0.06662621994194964
Position 4199: 0.05169465849957452
Position 5303: 0.03147183210087559
Position 5295: 0.022819606633076174
Position 5290: 0.008063300052836857
Position 2370: 0.005643765811881857
Position 5386: 0.004631333040255812
Position 591: 0.004239493419803476
Position 2099: 0.0036006415744922952
Position 630: 0.0019606826987109216
Position 3119: 0.0015325914228422673
Position 10: 0.000745267664763955
Position 103: 0.0004671977298759221
Position 597: 0.0004173337339659934
Position 2493: 0.0003206946151928095
Position 294: 0.00023380103596511178
Position 161: 0.0001852487259707917
Position 1535: 0.0001831438630366434
Position 147: 0.00017231374126393194
Position 588: 0.00016664794601085753
Position 970: 0.00015831331919933234
Position 781: 0.00014563619060272546
Position 155: 8.190157983572377e-05
Position 75: 7.584275573667292e-05
Position 268: 6.956321030180947e-05
Position 329: 6.563794472327554e-05
Position 1424: 5.886637863380533e-05
Position 252: 5.1133381342772816e-05
Position 243: 4.285604037630474e-05
Position 1451: 4.1444275547012695e-05
Position 412: 4.123730565230833e-05
Position 1345: 3.761249667708403e-05
Position 181: 3.703740889263985e-05
Position 1461: 2.995939246052836e-05
Position 493: 1.4773165643230173e-05
Position 387: 6.707231450119313e-06
Position 398: 6.566643045877201e-06
Position 65: 4.889760969707398e-06
Position 201: 4.2114940259714935e-06
Position 305: 1.3806843850441331e-06
Position 233: 6.936605622597999e-07
Position 195: 3.6260352512962903e-07
Position 332: 1.6407750347572668e-07
Position 339: 7.54248312872876e-08
Position 357: 6.276583713264341e-08
Position 1200: 3.6380716505526735e-08
Position 355: 1.0725839306984567e-08
Position 788: 8.867526035391091e-09
Position 483: 3.390880039323793e-10
Position 933: 2.1387640330964293e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3343: 0.2709130665335938
Position 5193: 0.20960691168499107
Position 5897: 0.16214828935132805
Position 6895: 0.09874454677893263
Position 931: 0.09567336498490742
Position 6755: 0.09187510889968575
Position 483: 0.08246316580892486
Position 2620: 0.07953134064211297
Position 1753: 0.0759100571101648
Position 10840: 0.06339817369120936
Position 4081: 0.06009697880910512
Position 6931: 0.051811237357264776
Position 398: 0.044981962592556636
Position 912: 0.0363500266915185
Position 3910: 0.03250049753389513
Position 3358: 0.025238231361652184
Position 7592: 0.02327371619046969
Position 9992: 0.017725291871180177
Position 4944: 0.012398880286427742
Position 5462: 0.011930740631790284
Position 2466: 0.011565724925964995
Position 1380: 0.010317587962319422
Position 294: 0.009550311267905844
Position 3484: 0.009524502928896403
Position 1090: 0.008775979138899414
Position 1704: 0.008723450417184824
Position 3425: 0.00843518586117921
Position 5746: 0.008433419686821689
Position 1199: 0.008327689126631753
Position 373: 0.008256022693483646
Position 2833: 0.008246158977067526
Position 2522: 0.007937681189378662
Position 4894: 0.007627816137592311
Position 5711: 0.0073954307605282165
Position 2437: 0.007352934870710421
Position 1954: 0.006741029361788043
Position 525: 0.006623437666785953
Position 3990: 0.0058196033384387055
Position 355: 0.005659704439663332
Position 7508: 0.004476216581509225
Position 1029: 0.0037043418411424295
Position 4421: 0.0036631571130866262
Position 1235: 0.0036610215132621957
Position 4472: 0.00360122961698227
Position 4616: 0.003394213096390455
Position 563: 0.0032898736858521594
Position 5350: 0.002886507958698028
Position 5133: 0.0028852202087435662
Position 2703: 0.002720549480304241
Position 496: 0.0026936654390050463
Position 4026: 0.0025821120754372625
Position 2292: 0.0025613927442144297
Position 3935: 0.0025197098657095125
Position 1449: 0.0023639406822344206
Position 493: 0.0023300885905655436
Position 3932: 0.002192816604577731
Position 1634: 0.002133036272736108
Position 2251: 0.0020631483648870757
Position 2224: 0.0016085377323811346
Position 4230: 0.0014915370603175498
Position 1294: 0.0014629025939789286
Position 375: 0.0014057986497088668
Position 4286: 0.001301685965176464
Position 1362: 0.001138583733716806
Position 1196: 0.0010510166809610283
Position 3536: 0.001039806572188263
Position 3893: 0.001023977017449882
Position 2572: 0.0009803346951518604
Position 4851: 0.0009448974365755115
Position 2867: 0.0007446677469653913
Position 3066: 0.0007079748545118426
Position 412: 0.00063782487678516
Position 2355: 0.0004718496805001023
Position 1608: 0.00037223064020603855
Position 2046: 0.0003412143260407942
Position 735: 0.0003243028288592015
Position 1639: 0.0003036625381508493
Position 566: 0.0002808350269792613
Position 418: 0.0002756017903364711
Position 1900: 0.00023984657099100127
Position 1499: 0.00023624431999782661
Position 3015: 0.00021909185895032426
Position 177: 0.00021137421808501547
Position 1502: 0.00021093568481507784
Position 2071: 0.0002027231927745807
Position 2016: 0.00019416323712382005
Position 779: 0.00015441064361479582
Position 243: 0.00015230667494208866
Position 628: 0.0001487757113597266
Position 1549: 0.0001239409884604794
Position 698: 0.00010926626152157143
Position 1154: 0.00010863722182916475
Position 808: 9.471707371143157e-05
Position 2234: 4.240226233073116e-05
Position 268: 3.9286136160054765e-05
Position 1814: 2.7741802812962112e-05
Position 1866: 2.1801249545783763e-05
Position 975: 1.9612752292106805e-05
Position 504: 1.5972046072065947e-05
Position 457: 1.4521260628654348e-05
Position 326: 1.4476884985588391e-05
Position 750: 1.2772769114552872e-05
Position 984: 1.002293118143314e-05
Position 423: 5.245769923246024e-06
Position 318: 4.681861972484851e-06
Position 1419: 3.4612992457413947e-06
Position 571: 2.779214303388647e-06
Position 311: 2.374922892690939e-06
Position 264: 2.172964434921881e-06
Position 339: 1.8837255026949457e-06
Position 436: 1.8061099680060346e-06
Position 993: 1.3849109895851208e-06
Position 700: 1.2955841997950555e-06
Position 725: 1.1091172730359248e-06
Position 332: 9.854510452852567e-07
Position 3224: 9.667092857244485e-07
Position 785: 8.73115797663272e-07
Position 1732: 6.086377205013837e-07
Position 658: 5.617555970154645e-07
Position 605: 4.0110642177126507e-07
Position 161: 3.8805752653079957e-07
Position 305: 2.767034622140229e-07
Position 633: 2.405843892993558e-07
Position 181: 1.6965711010594135e-07
Position 314: 3.5043878164537735e-10
Position 150: 3.487674364109123e-10
Position 138: 1.6032621582878308e-11
Position 185: 1.2674394124008034e-11
Position 195: 1.1552441368928704e-11
