Gene = Igflr1
index = 564
Annotated 5SS: [  40  955 1510 2074]
Annotated 3SS: [ 736 1321 1715 2153]
SMsplice 5SS: [40]
SMsplice 3SS: [1321]
top_k =  500
Partition function (log Z): -5.932957128057367

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.7455769041713756
Position 1190: 0.4260014351547064
Position 955: 0.2980830102798835
Position 2008: 0.2623669459493571
Position 571: 0.19471873306285
Position 1526: 0.1901771208391467
Position 2019: 0.1837632091875198
Position 1510: 0.15680738705470518
Position 1401: 0.06353907228741976
Position 179: 0.06171199118449859
Position 2074: 0.05925039014663152
Position 1834: 0.04242100693947802
Position 192: 0.036084442294247565
Position 1484: 0.03607078472190676
Position 1558: 0.026510296581238164
Position 173: 0.020710261283621443
Position 297: 0.017747916883072302
Position 206: 0.016694556936957584
Position 1765: 0.010889882569171236
Position 1076: 0.008493762588449062
Position 908: 0.005864318983638598
Position 196: 0.004327406212689576
Position 1818: 0.0030886381249690537
Position 165: 0.0021168148599062108
Position 641: 0.0015218715300716894
Position 1787: 0.0014598671430107878
Position 575: 0.0013124115004101915
Position 970: 0.0012282286321114323
Position 106: 0.0012120283904840181
Position 1206: 0.0011461470849648602
Position 1017: 0.0007460237407343293
Position 2271: 0.0006856247193619033
Position 2029: 0.0006696011154344417
Position 89: 0.0004463865563317665
Position 1242: 0.0002856841245811234
Position 522: 0.00026348128675101674
Position 363: 0.0002402494449964518
Position 1222: 0.00016682137601358487
Position 744: 0.00016147408955716696
Position 472: 0.000142650281881673
Position 580: 0.00012778876933468216
Position 668: 0.00012200681245384694
Position 65: 0.00011932773986443467
Position 887: 0.00011813093182853745
Position 30: 9.838608732116677e-05
Position 1052: 8.760938818659842e-05
Position 1569: 7.637260947926063e-05
Position 1471: 6.946436993344573e-05
Position 1430: 6.906599169294344e-05
Position 150: 6.262450656750931e-05
Position 24: 4.6273229306658936e-05
Position 460: 4.5347019446110024e-05
Position 1056: 4.048684270650023e-05
Position 394: 3.125821642212968e-05
Position 962: 1.7491992531654442e-05
Position 595: 1.6154436694037466e-05
Position 949: 1.1547350793895569e-05
Position 677: 1.035703874249044e-05
Position 185: 4.978280800958358e-06
Position 728: 4.81804431185137e-06
Position 1389: 4.03205338945375e-06
Position 281: 3.1186245462762026e-06
Position 442: 7.785337614556819e-07
Position 44: 5.232625392061626e-07
Position 426: 2.5322232818102117e-07
Position 417: 1.5027704327436587e-07
Position 440: 1.3816632238889726e-07
Position 302: 3.6842969053920277e-09
Position 112: 3.29697451880173e-09
Position 305: 2.0812534665411285e-09
Position 316: 8.061804743682155e-10
Position 116: 3.143331679708574e-11
Position 307: 7.780620440535857e-14
Position 325: 3.4317971254371256e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1321: 0.7345932889897508
Position 2153: 0.5868019485583257
Position 1099: 0.3073914152018483
Position 1928: 0.2661842512864562
Position 1957: 0.2301470639038208
Position 816: 0.15325932061061381
Position 1715: 0.11953315637516698
Position 736: 0.07646681517230977
Position 777: 0.04040204570971324
Position 337: 0.040087429361168304
Position 1071: 0.03929602044636874
Position 1075: 0.03580812288832638
Position 377: 0.03470567328185434
Position 393: 0.03022955965177677
Position 1905: 0.027850254210477897
Position 334: 0.020083413985342732
Position 1758: 0.014739931189359777
Position 2176: 0.01194436236083085
Position 2200: 0.010271197654353591
Position 122: 0.010269114192354576
Position 1733: 0.008679799600212146
Position 1035: 0.008332550198496378
Position 799: 0.00821585284127671
Position 1718: 0.007819986635126263
Position 550: 0.006559956948397612
Position 475: 0.005394089236816865
Position 1866: 0.005062544027494437
Position 1930: 0.00461252644004167
Position 296: 0.003950317580726128
Position 828: 0.0038711864156798833
Position 868: 0.003384751243198567
Position 916: 0.003005858379552372
Position 1055: 0.002703484331775134
Position 1114: 0.0026631399035222554
Position 1038: 0.0025942174957040926
Position 861: 0.002052774700772198
Position 1279: 0.0017702097266070783
Position 472: 0.0013545472876000753
Position 105: 0.0013076537018824796
Position 426: 0.001299169996086904
Position 1105: 0.0012770415132932265
Position 763: 0.0011840539687896737
Position 742: 0.0009003730151674465
Position 962: 0.0008168147830465238
Position 609: 0.0006376525060294816
Position 522: 0.0004942376583025791
Position 980: 0.0004655886897254445
Position 2458: 0.00044639548504506936
Position 2161: 0.0004293479391668887
Position 2295: 0.0004292423839587247
Position 2346: 0.000424608273829971
Position 887: 0.00042440032741095866
Position 552: 0.00040633830175619535
Position 1423: 0.00035327859515283153
Position 339: 0.00033084611160663483
Position 667: 0.00023681474326539255
Position 636: 0.0002198089519585159
Position 905: 0.00019164373638888026
Position 665: 0.00018864635985077252
Position 907: 0.00017355028919293955
Position 656: 0.00016766291134018556
Position 402: 0.00016408162144840665
Position 677: 0.0001576171635485274
Position 1268: 0.00013844166163382975
Position 1372: 0.0001276894793894578
Position 771: 0.00010170515669431107
Position 526: 7.080729960030424e-05
Position 129: 6.669313486836995e-05
Position 127: 5.615800515316794e-05
Position 281: 5.0762690707761995e-05
Position 404: 1.3561988265168069e-05
Position 440: 1.2559906604406151e-05
Position 240: 1.0743073565523282e-05
Position 141: 8.976790286384751e-06
Position 99: 5.188141110985047e-06
Position 172: 3.4105560517302406e-06
Position 531: 3.1109008348462473e-06
Position 433: 1.7494526016430857e-06
Position 88: 1.026732502626963e-06
Position 195: 5.304356023604179e-07
Position 143: 4.018818976269843e-07
Position 150: 3.039138981945801e-07
Position 192: 2.731408755947254e-07
Position 200: 9.345733685600266e-08
Position 154: 4.2127110104337915e-08
Position 159: 2.181934350699027e-08
Position 164: 1.825406987209128e-08
Position 185: 8.344983849530206e-09
Position 162: 6.968478585023055e-09
Position 183: 6.487761915484348e-10
