Gene = Ugdh
index = 1163
Annotated 5SS: [  326  8534 11908 12500 12789 13315 15701 17472 18439 18929 19125]
Annotated 3SS: [ 8364 11805 12298 12590 13166 15605 17340 18304 18836 19013 21885]
SMsplice 5SS: [  326  8534 11908 12500 12789 13115 13315 14888 15701 17472 18439 18929
 19125 19418]
SMsplice 3SS: [ 8364 11805 12298 12590 13012 13190 14809 15605 17340 18304 18836 19013
 19297 21885]
top_k =  500
Partition function (log Z): 10.644535261369036

Sorted 5' Splice Sites (High to Low Probability):
Position 11908: 0.9833002789734334
Position 15701: 0.9612072283008175
Position 8534: 0.9250635529581477
Position 19125: 0.9210388009994758
Position 17472: 0.905813397785436
Position 18439: 0.8982933644707769
Position 13115: 0.8881950924179347
Position 12500: 0.8765091140462334
Position 13315: 0.8719002804117376
Position 12789: 0.8222421718816727
Position 14888: 0.7835096602147702
Position 18929: 0.6049448709161706
Position 19418: 0.47057672633453357
Position 326: 0.44878974940988553
Position 369: 0.2677219614563113
Position 241: 0.22624263344524176
Position 17686: 0.2139140804557063
Position 19632: 0.17766282275613415
Position 14180: 0.12066344561779783
Position 5836: 0.11988719597568666
Position 19482: 0.10679740752370903
Position 2118: 0.09163697169283372
Position 14164: 0.08804210942850854
Position 5514: 0.08694696481210251
Position 20615: 0.07542689603010583
Position 22060: 0.06875805595216311
Position 14931: 0.06710575031113766
Position 479: 0.06632183336184955
Position 11650: 0.06568307864264979
Position 6839: 0.05997437120062596
Position 9346: 0.05470301323782154
Position 14748: 0.05078589185996598
Position 16995: 0.049711520161275294
Position 16949: 0.04343683087527565
Position 19558: 0.041934060933143016
Position 17669: 0.037958222649813834
Position 15132: 0.035981479530703034
Position 22022: 0.0333938704248027
Position 18628: 0.02993004067560031
Position 5471: 0.02890742883781257
Position 11416: 0.027239022642641733
Position 17219: 0.026934763555022053
Position 21938: 0.0265720792413747
Position 12719: 0.024281121221271997
Position 4241: 0.020460408110105244
Position 20648: 0.020218147597809454
Position 21164: 0.02013357078836448
Position 5692: 0.017926550065555987
Position 1734: 0.01647897006221247
Position 13311: 0.016173463995608216
Position 15531: 0.014625948080385403
Position 19099: 0.013943324197069307
Position 13380: 0.013800085909818086
Position 1603: 0.01216565774107116
Position 13254: 0.011818330868127233
Position 16074: 0.011246287980211765
Position 9248: 0.010847806152247789
Position 1412: 0.010686572560544753
Position 20487: 0.010172646901732411
Position 12699: 0.009421112278862089
Position 20291: 0.007762014224832542
Position 14256: 0.007719420267987051
Position 13891: 0.007682870269034092
Position 14772: 0.006081003689095238
Position 18780: 0.005612732913362999
Position 19410: 0.005507622447365208
Position 21152: 0.00530991222212024
Position 15939: 0.005125259837616347
Position 17462: 0.004928279164583648
Position 17239: 0.004923362336257147
Position 15716: 0.004922222005156205
Position 16796: 0.004579018544125341
