Gene = D1Ertd622e
index = 314
Annotated 5SS: [ 244 7475]
Annotated 3SS: [ 7384 15712]
SMsplice 5SS: [  244  7475 22761 22994 23759 24475 34540 35575]
SMsplice 3SS: [ 7384 22655 22838 23669 24376 34420 35495 39933]
top_k =  500
Partition function (log Z): -30.48947898266692

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9918504800082029
Position 7475: 0.9577376535354435
Position 8272: 0.36827081104185716
Position 9885: 0.3046034469249796
Position 4236: 0.2901826680066877
Position 10787: 0.22089189614431978
Position 1974: 0.17154355005269062
Position 10070: 0.1385231709844627
Position 13473: 0.13258106544599513
Position 4423: 0.11265573333287394
Position 4810: 0.10837335878397122
Position 4634: 0.10625587984841706
Position 4245: 0.10279532161733886
Position 6143: 0.09397815116361122
Position 6487: 0.04940542543766251
Position 6442: 0.04883718894235689
Position 13756: 0.03618884683784503
Position 4289: 0.03507337625983462
Position 4595: 0.026799982247310807
Position 5621: 0.01979764131926527
Position 6563: 0.018422954665290148
Position 3321: 0.012142202664181805
Position 15935: 0.011709668923809162
Position 8945: 0.009668098392678019
Position 7560: 0.00851065779048871
Position 2657: 0.008510006641171035
Position 4365: 0.008324214458269287
Position 8801: 0.0074451657854786475
Position 3147: 0.006229188721800265
Position 2562: 0.005780214590005683
Position 1733: 0.004246094699907348
Position 324: 0.003963558720990835
Position 642: 0.002650736258526657
Position 4080: 0.002649320452881793
Position 1026: 0.002416319186592196
Position 316: 0.0018843647340516271
Position 520: 0.0018677626232906767
Position 2684: 0.0016807238701083546
Position 295: 0.0015458044044969982
Position 3257: 0.0008586221407419775
Position 5319: 0.0008026369781635724
Position 8276: 0.0006439516345167226
Position 787: 0.0004728410569617748
Position 3008: 0.0004706148396673412
Position 3051: 0.00046758357563246746
Position 2396: 0.0004645805737763686
Position 5375: 0.00046298820030600746
Position 1181: 0.0004403273429893268
Position 4694: 0.0004230847580884333
Position 2311: 0.0004011725982980509
Position 1859: 0.0003947519236668103
Position 2949: 0.0003892357788999846
Position 2547: 0.0003851199272091125
Position 1677: 0.00038184248767463523
Position 3676: 0.000340905686491916
Position 4047: 0.0002937289950719105
Position 6404: 0.0001243545989147068
Position 5532: 8.456194192941162e-05
Position 8280: 5.2575654609626004e-05
Position 418: 1.67987025476073e-05
Position 116: 1.4736150200895496e-05
Position 311: 1.228802750163085e-05
Position 2432: 7.263353816599693e-06
Position 3249: 6.794859828890304e-06
Position 3598: 6.121906713571945e-06
Position 1038: 4.309650427366669e-06
Position 479: 1.6965125698225435e-06
Position 1128: 1.6887441332323303e-06
Position 541: 1.0502754448850753e-06
Position 742: 7.755423242547237e-07
Position 101: 6.40128639100798e-07
Position 1060: 5.721405383784191e-07
Position 506: 5.667105605674952e-07
Position 578: 4.769446187777648e-07
Position 1622: 4.515431725339005e-07
Position 284: 3.3155362787581137e-07
Position 2554: 1.5445473936952672e-07
Position 196: 1.3702041839242631e-07
Position 298: 1.0443959195213352e-07
Position 330: 8.849962420835064e-08
Position 248: 5.8386451592429414e-08
Position 2391: 5.463180102870892e-08
Position 1865: 4.438433154410571e-08
Position 2045: 4.2309807191026776e-08
Position 880: 3.681639093449681e-08
Position 2255: 3.244383636542708e-08
Position 82: 2.897089854262593e-08
Position 562: 2.655760393728437e-08
Position 538: 1.0530275308753127e-08
Position 535: 9.41108930869923e-09
Position 805: 7.79585750317151e-09
Position 342: 3.860021753143425e-09
Position 334: 3.7118336834228645e-09
Position 328: 9.187970834569549e-10
Position 422: 7.183249124102757e-10
Position 356: 3.026735102992171e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7384: 0.8019116246558848
Position 15712: 0.506601729286521
Position 4148: 0.44342644640363277
Position 8146: 0.3395738007899901
Position 9799: 0.2396248321670585
Position 10650: 0.2261274755858685
Position 4465: 0.14674182912726624
Position 13341: 0.14385630343124903
Position 13749: 0.13524843159106947
Position 7311: 0.12678369699697656
Position 14522: 0.12297687038584802
Position 6259: 0.11996165881543001
Position 9990: 0.11403296653361257
Position 13708: 0.11341783269771777
Position 9774: 0.10555400256439786
Position 6015: 0.09201393129848078
Position 4271: 0.08863083101405643
Position 1732: 0.06460483299217154
Position 1817: 0.04802787265301389
Position 4594: 0.047295799507834836
Position 4677: 0.04679866445516343
Position 16213: 0.03620532331103438
Position 7359: 0.035852241666187494
Position 8168: 0.029963082620613667
Position 8753: 0.02535276520015612
Position 1841: 0.022175695122747613
Position 8756: 0.01551573255090329
Position 5564: 0.014634951827307372
Position 3870: 0.013676370142874004
Position 1844: 0.009733330086638693
Position 8545: 0.009005473213820538
Position 10102: 0.008947082692511057
Position 1594: 0.008079473597053431
Position 1929: 0.007708782953273193
Position 3186: 0.006802381459965737
Position 10841: 0.005995835204070843
Position 1754: 0.005825806779807221
Position 1902: 0.005812064723927677
Position 10871: 0.005600193464059642
Position 9909: 0.0053308683152306635
Position 4323: 0.004881978116383479
Position 7694: 0.004616846440834242
Position 11027: 0.004600472470530449
Position 2971: 0.004401842518880549
Position 9095: 0.004054343453600727
Position 9828: 0.004038964663067334
Position 2293: 0.003341354366932525
Position 5593: 0.00324243763536476
Position 1857: 0.0031062006441908386
Position 2819: 0.003033199762304698
Position 11793: 0.0029318484622683316
Position 11651: 0.0026258087228220412
Position 6506: 0.0025642220069307014
Position 2452: 0.002537000387916795
Position 9485: 0.0025245478684497768
Position 2646: 0.002453804450323282
Position 8097: 0.002429243044522801
Position 5400: 0.002399397398445175
Position 991: 0.0021821088818941175
Position 3932: 0.002169624843667736
Position 8190: 0.002118265315843714
Position 5962: 0.002096945479369778
Position 7502: 0.0020773044083925952
Position 2566: 0.0020300729391739955
Position 3081: 0.0017614492025097535
Position 429: 0.0015938881223754038
Position 4528: 0.0015471857639041105
Position 7583: 0.0015246139967615051
Position 2349: 0.001503331357931033
Position 3107: 0.0014843502863213917
Position 3055: 0.0012191173470240155
Position 2418: 0.001201790605910394
Position 2202: 0.0011784092508262025
Position 5260: 0.0011596103701265001
Position 2415: 0.000912011137404806
Position 1596: 0.0008601510962604256
Position 368: 0.0008447291622767387
Position 3192: 0.0008145429895225627
Position 2619: 0.0007492514566212017
Position 1633: 0.0006397528617863727
Position 843: 0.0005698782871075397
Position 606: 0.0005539593058818949
Position 2546: 0.0005138518774092251
Position 3127: 0.0004980897628917595
Position 434: 0.00047773945619592763
Position 3905: 0.00045559973100344555
Position 342: 0.0004432745518700365
Position 2254: 0.0004114681201575135
Position 3482: 0.00037770521271081244
Position 7559: 0.00037725107136008906
Position 7120: 0.0003062930811598836
Position 2467: 0.00029812413247455816
Position 3150: 0.00025660030632617027
Position 362: 0.00019349292710209095
Position 9045: 0.0001776704396838191
Position 3188: 0.0001728664317853245
Position 5241: 0.00013827775611614495
Position 3596: 0.0001333553540598861
Position 682: 0.00012563982524117388
Position 3001: 0.00012070232101073675
Position 2626: 0.00011824385542544836
Position 7990: 9.971608615888481e-05
Position 3202: 8.912267948530302e-05
Position 3249: 7.240752618480807e-05
Position 2481: 7.128336726568519e-05
Position 3254: 6.73846687242987e-05
Position 946: 6.632939590383751e-05
Position 849: 6.567057498936092e-05
Position 4054: 5.946053460541182e-05
Position 6288: 3.876282830853107e-05
Position 1614: 3.6799244001917634e-05
Position 5720: 3.260236754999582e-05
Position 346: 3.056647461327869e-05
Position 573: 2.935867053909974e-05
