Gene = Sprr2j-ps
index = 1022
Annotated 5SS: [82]
Annotated 3SS: [718]
SMsplice 5SS: [82]
SMsplice 3SS: [718]
top_k =  500
Partition function (log Z): -9.97356908636184

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.8893889766835159
Position 246: 0.07571494244513664
Position 150: 0.024988290055185453
Position 768: 0.004215013614691862
Position 609: 0.003965515390975455
Position 29: 0.0022618924170187717
Position 553: 0.0010758574005783545
Position 525: 0.001008812254116192
Position 250: 0.0005845946021712375
Position 117: 0.0005764663075834348
Position 520: 0.00045817130525376134
Position 263: 0.0004246070608491246
Position 49: 0.0003992690336812722
Position 472: 0.00034417703610227534
Position 100: 0.0002440907663500868
Position 392: 0.00023413311204652386
Position 349: 0.00023295937746988023
Position 660: 0.00018044875433106673
Position 135: 0.00015901235907837
Position 189: 0.00013983733065489826
Position 88: 0.00013009034368702697
Position 57: 0.00012583744016463134
Position 16: 9.644930781405937e-05
Position 581: 9.55791344955306e-05
Position 86: 9.369886637076819e-05
Position 622: 8.857740317878424e-05
Position 127: 8.339905958633288e-05
Position 653: 8.100938257709836e-05
Position 425: 7.39985230785009e-05
Position 829: 6.878090744669689e-05
Position 203: 5.803513538746014e-05
Position 856: 5.8006256662768804e-05
Position 6: 4.780859112853901e-05
Position 490: 4.044650164305334e-05
Position 103: 4.036061341696303e-05
Position 464: 3.8386618970363125e-05
Position 883: 3.419306784284168e-05
Position 108: 3.354889354903993e-05
Position 429: 2.089667398486566e-05
Position 802: 1.9672888440480016e-05
Position 253: 1.1344679265156333e-05
Position 291: 1.0700899505005324e-05
Position 304: 1.025717423119638e-05
Position 418: 1.0030090723977493e-05
Position 961: 8.23682033616317e-06
Position 470: 3.0897942546089385e-08
Position 509: 2.2374316186778954e-08
Position 359: 1.5502636010570676e-08
Position 168: 6.722261035297191e-09
Position 293: 1.3321701143304458e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7976942748286815
Position 576: 0.05030994889081186
Position 370: 0.031136355831738603
Position 802: 0.027632552795566815
Position 606: 0.024555900615838677
Position 499: 0.016256629522122167
Position 245: 0.011628743563973594
Position 541: 0.005527330788637197
Position 829: 0.005202183255212172
Position 856: 0.0049131072046878985
Position 180: 0.004024174597265631
Position 392: 0.0033536108059487742
Position 1205: 0.0029886724354788313
Position 1191: 0.0027673150681530563
Position 955: 0.00251018234064946
Position 552: 0.0021486425698795317
Position 609: 0.0018550587828651396
Position 304: 0.0016144867871997473
Position 1166: 0.0014681479905201023
Position 883: 0.0012351274831601852
Position 750: 0.0012023400491154848
Position 907: 0.0009858482235842532
Position 755: 0.0007930247879956075
Position 249: 0.0005966389540913541
Position 733: 0.00048014804264723043
Position 1297: 0.0004757768292993177
Position 809: 0.00046924781041903207
Position 168: 0.0004312923922225194
Position 320: 0.00039887709267003734
Position 632: 0.00025464561737061276
Position 863: 0.00022210998322055132
Position 1237: 0.00022116530578551803
Position 317: 0.0002156773205085909
Position 200: 0.00020959975664892723
Position 581: 0.00020448512976405472
Position 758: 0.00016276715696468763
Position 919: 0.00016153392784595531
Position 434: 0.00014138784207031618
Position 520: 0.00010847604539647228
Position 635: 0.00010047144210389332
Position 1037: 9.196354537724223e-05
Position 916: 8.868522620861485e-05
Position 1248: 7.521158210842523e-05
Position 1125: 6.988374709999336e-05
Position 752: 6.972386823242626e-05
Position 403: 6.910929339878445e-05
Position 509: 5.621124477207865e-05
Position 1087: 5.5853972426443624e-05
Position 203: 5.56894176711032e-05
Position 639: 5.4026127382677446e-05
Position 614: 4.868481151603843e-05
Position 776: 4.677050659527672e-05
Position 961: 4.0428940171751805e-05
Position 838: 3.896751896560272e-05
Position 1010: 3.656976706405683e-05
Position 767: 3.4868426337664905e-05
Position 726: 3.2345759663768695e-05
Position 525: 3.0279782947263466e-05
Position 1220: 2.97257972380339e-05
Position 1131: 2.9068670365978887e-05
Position 1213: 2.8759049576375005e-05
Position 425: 2.592423459282791e-05
Position 1013: 2.4551650934177947e-05
Position 1020: 2.1845780535570217e-05
Position 1044: 1.7065787236703756e-05
Position 221: 1.6953732846153088e-05
Position 442: 1.5475253702975515e-05
Position 660: 1.3861412302596881e-05
Position 650: 1.3225423064493485e-05
Position 135: 1.2680524902750113e-05
Position 811: 1.0870824072963298e-05
Position 146: 1.0254254717706912e-05
Position 975: 8.238020286272894e-06
Position 154: 7.984526511742786e-06
Position 865: 7.439170049845443e-06
Position 973: 7.185081548831583e-06
Position 983: 6.498405307229782e-06
Position 327: 5.642214557855872e-06
Position 261: 5.371564972206915e-06
Position 1225: 3.911438719364221e-06
Position 150: 7.200890048408627e-07
Position 207: 1.5698189923314806e-09
Position 73: 7.567692905116648e-10
Position 100: 7.54399271629649e-10
Position 75: 1.5400451983226053e-11
Position 86: 1.1600976819399467e-13
