Gene = Asb17
index = 143
Annotated 5SS: [ 525 6730]
Annotated 3SS: [6449 9125]
SMsplice 5SS: [ 291  525 6730]
SMsplice 3SS: [ 434 6449 9125]
top_k =  500
Partition function (log Z): -4.746988507818033

Sorted 5' Splice Sites (High to Low Probability):
Position 291: 0.9888137213020386
Position 525: 0.9026312887664435
Position 6730: 0.7686744571893251
Position 5792: 0.2668478146209083
Position 1575: 0.25726887404557214
Position 552: 0.09652844343580125
Position 6141: 0.09006576519213888
Position 6406: 0.07202855621001289
Position 6228: 0.05890519820693464
Position 1124: 0.056740842259555405
Position 4753: 0.049212283076959976
Position 773: 0.0453540163844466
Position 777: 0.03404107673894817
Position 970: 0.03342487949592746
Position 2143: 0.028033896178868558
Position 1319: 0.01357419010960728
Position 6867: 0.012117567444077704
Position 1606: 0.009043923247465908
Position 1565: 0.009018320998465373
Position 6412: 0.008337490409971785
Position 782: 0.006670635201602236
Position 3311: 0.004667751877784427
Position 842: 0.004439239725053516
Position 6622: 0.002781048292087167
Position 1141: 0.002481645728633832
Position 9432: 0.0024688783755679434
Position 351: 0.0019201392093128097
Position 182: 0.0015039686359613767
Position 760: 0.00047709896503667857
Position 1100: 0.0003293632379461378
Position 202: 0.0003070381362865752
Position 362: 0.0002067851796957975
Position 1242: 0.00019028276960691696
Position 747: 0.00018774932164632098
Position 1359: 0.00012155540631542446
Position 99: 0.00010727286458436539
Position 832: 7.105811752494847e-05
Position 811: 6.431694269976055e-05
Position 771: 6.054858467460502e-05
Position 67: 5.360147033663006e-05
Position 40: 5.3526757608797314e-05
Position 222: 4.789111461611542e-05
Position 673: 3.903074362072194e-05
Position 540: 3.557195051724394e-05
Position 190: 1.9147343884641247e-05
Position 156: 1.3758478517711403e-05
Position 295: 1.2465076463542793e-05
Position 440: 1.0220799509962751e-05
Position 343: 9.050649594985761e-06
Position 808: 7.480575965171713e-06
Position 879: 5.208284316849296e-06
Position 818: 2.6502437912448533e-06
Position 387: 1.4392870274307796e-06
Position 403: 1.3686384307417344e-06
Position 758: 1.3366015724580572e-06
Position 554: 1.1734209259871464e-06
Position 33: 1.1088726626387738e-06
Position 599: 9.73765518662376e-07
Position 556: 4.853488523101966e-07
Position 487: 2.1794474809953603e-07
Position 837: 1.729729253706173e-07
Position 594: 3.895581982427437e-08
Position 896: 5.5156694869947216e-09
Position 417: 3.9174352086761355e-09
Position 576: 1.3232915744427673e-09
Position 424: 4.9180480480298814e-11

