Gene = Pptc7
index = 847
Annotated 5SS: [  545 23946 29429 32870 35479]
Annotated 3SS: [23765 29229 32745 35348 36450]
SMsplice 5SS: [  545  9884 23913 29429 32870 35479]
SMsplice 3SS: [ 9789 23765 29229 32745 35348 36450]
top_k =  500
Partition function (log Z): -27.16105840313154

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.7103672822323452
Position 9884: 0.6723179441177682
Position 9018: 0.41490873565109215
Position 9023: 0.363847379892852
Position 4237: 0.31726236901479066
Position 11115: 0.24304785134250656
Position 9568: 0.21236307279274838
Position 1769: 0.15305156128452432
Position 11482: 0.14753578630395237
Position 7706: 0.147000894034696
Position 124: 0.1307787323891396
Position 464: 0.11250996784056945
Position 3486: 0.1057245411571008
Position 7254: 0.08150709934460434
Position 3942: 0.06711182338571436
Position 9869: 0.0380834741604573
Position 4015: 0.035930571586017444
Position 11557: 0.02935296289534506
Position 426: 0.02677070541043627
Position 10541: 0.020353449598960464
Position 1721: 0.019623228663751862
Position 133: 0.017109496087978616
Position 10419: 0.014640154008404238
Position 9076: 0.010227568875254802
Position 3805: 0.004069076843995819
Position 1088: 0.0040225522814598715
Position 1002: 0.00396564372786149
Position 3496: 0.0037028128980937944
Position 9362: 0.0029989098902413244
Position 430: 0.002720245558979303
Position 2029: 0.0025536536162715146
Position 3134: 0.0020303991581053712
Position 7783: 0.0020253467409542107
Position 1800: 0.0015026452539634205
Position 2053: 0.0013131241687013159
Position 2160: 0.0012608683568681668
Position 3466: 0.0011707076495159991
Position 1068: 0.0010481039755340143
Position 2185: 0.0008585944459931804
Position 3813: 0.0007941882100181821
Position 3809: 0.0006167558556895156
Position 2692: 0.00047860729371621176
Position 80: 0.0003428049757939097
Position 142: 0.0002866381556175369
Position 7171: 0.00015836105662696894
Position 128: 0.0001538403756527963
Position 5968: 0.00013183498871043194
Position 4206: 0.00011702939740049276
Position 8638: 0.00010774526999270191
Position 3821: 0.00010312180601105741
Position 1817: 5.129288094401683e-05
Position 254: 2.921282137464879e-05
Position 154: 1.5771934453460183e-05
Position 1251: 1.175106441228301e-05
Position 999: 1.0503692132104265e-05
Position 140: 1.0204978081220398e-05
Position 1397: 8.915801541270663e-06
Position 182: 8.8122691228525e-06
Position 652: 8.301926576218835e-06
Position 538: 5.928356734134452e-06
Position 75: 5.258180231100455e-06
Position 489: 5.20617169280823e-06
Position 741: 4.7204284833258305e-06
Position 313: 4.6179225246840895e-06
Position 509: 4.562662211887551e-06
Position 1006: 4.203897450304731e-06
Position 775: 4.068382794197651e-06
Position 1065: 3.6156216995396877e-06
Position 564: 3.4484494585674167e-06
Position 1608: 3.113833862499578e-06
Position 401: 3.0208613227441577e-06
Position 321: 2.8189691701304687e-06
Position 549: 2.372337247936057e-06
Position 587: 1.6675241993663417e-06
Position 306: 1.4029714145691418e-06
Position 77: 1.3999312344072544e-06
Position 514: 1.321561584230185e-06
Position 593: 1.0290499596859543e-06
Position 765: 1.0026339177656573e-06
Position 1027: 6.590338962033964e-07
Position 334: 5.284036986069687e-07
Position 758: 4.831668633205098e-07
Position 830: 3.245138321024245e-07
Position 722: 1.8856442439850001e-07
Position 175: 1.1585181402740159e-07
Position 318: 1.0898104424324316e-07
Position 769: 7.557639206480216e-08
Position 732: 6.77052406351463e-08
Position 821: 4.129355579793314e-08
Position 346: 2.4452991496119666e-08
Position 341: 1.2083584850441875e-08
Position 360: 1.1337332313061519e-08
Position 27: 8.978741437971636e-09
Position 404: 8.443486727982973e-11
Position 507: 8.265824883574679e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9789: 0.716543923607802
Position 8929: 0.6821652247089005
Position 15304: 0.31805997245791545
Position 4095: 0.29129798265103735
Position 11429: 0.2684376950259468
Position 10452: 0.2581426886010984
Position 11003: 0.23550121844935987
Position 9418: 0.2161972332867156
Position 9158: 0.13688296228935828
Position 3917: 0.11362153307039907
Position 8888: 0.11251102475885343
Position 7567: 0.11037581763558992
Position 3390: 0.10858766632902644
Position 12940: 0.09167107770744945
Position 7114: 0.08204302059930321
Position 1658: 0.05803723770620649
Position 1685: 0.05171280547395971
Position 7621: 0.04084573722920055
Position 1669: 0.03008408060201183
Position 13771: 0.02722504012180417
Position 10287: 0.024815916586616388
Position 1690: 0.020317549154516893
Position 11235: 0.016326278444814272
Position 4057: 0.013281902164807149
Position 10840: 0.009477495012824931
Position 10637: 0.009112560534884545
Position 3682: 0.008214563829943011
Position 943: 0.006889731895691682
Position 4139: 0.0064208040582265724
Position 11826: 0.00584894062344516
Position 1910: 0.005816133128634253
Position 9219: 0.005696610828206745
Position 9982: 0.005536403181613704
Position 1470: 0.005230524182310185
Position 10310: 0.00455861781928083
Position 1525: 0.004485129209502477
Position 7994: 0.0031163443337261887
Position 3447: 0.0020117784291204784
Position 1432: 0.0019047403101373397
Position 3003: 0.001859644632410445
Position 7975: 0.0016257492705941728
Position 5889: 0.0015807273391893804
Position 5334: 0.0014661677406273858
Position 6022: 0.0013127330017501965
Position 1760: 0.001263738589227485
Position 377: 0.0010874250377874617
Position 7045: 0.001075666121707474
Position 847: 0.001050984648156238
Position 3725: 0.0008771748568635082
Position 2364: 0.0008633648328104887
Position 366: 0.0008568985110676906
Position 6289: 0.0006897902625205978
Position 1493: 0.0006077890598314026
Position 1608: 0.0005256095569738929
Position 3048: 0.0002986417769612336
Position 3610: 0.00029295476884674186
Position 4142: 0.0002790309632485574
Position 780: 0.00023288337588028976
Position 413: 0.00021902991201429005
Position 2027: 0.00021623013832460978
Position 2047: 0.0001997835468104758
Position 410: 0.000198830932669736
Position 695: 0.00019735675000127816
Position 6898: 0.00017524569392825433
Position 2603: 0.00015987001053711428
Position 3241: 0.00015475970074765115
Position 1720: 0.0001437781177429244
Position 5829: 0.00013851039460800727
Position 3289: 0.00013232175051441057
Position 799: 0.00012629309717257316
Position 765: 0.0001134584617433638
Position 8444: 0.00010774526999270191
Position 5684: 0.00010518424701275078
Position 1702: 9.593355070970828e-05
Position 5962: 9.274722248074174e-05
Position 2112: 7.913134814066975e-05
Position 1475: 7.202829882726184e-05
Position 1553: 7.082283785839767e-05
Position 1441: 6.424858743024727e-05
Position 456: 6.397963278087661e-05
Position 2099: 6.269039751373204e-05
Position 1179: 6.168708152694762e-05
Position 1561: 6.107010911615332e-05
Position 1923: 6.094915215359228e-05
Position 1123: 5.87236811586502e-05
Position 1200: 2.3385494131810963e-05
Position 2408: 1.7585444067395108e-05
Position 2762: 1.39626523091291e-05
Position 917: 8.383277084507004e-06
Position 1876: 8.297136830112833e-06
Position 2131: 7.1579730051400765e-06
Position 1137: 6.834929829988828e-06
Position 2969: 3.155723961926569e-06
Position 468: 1.7045514143109728e-06
Position 962: 1.6770562962957967e-06
Position 3210: 9.718242377865852e-07
Position 198: 9.717886523656557e-07
Position 1155: 8.341375489551893e-07
Position 992: 6.700726597054286e-07
Position 805: 5.920473594526243e-07
Position 1714: 5.060864240407592e-07
Position 235: 2.84831770866289e-07
Position 1395: 9.306908150615065e-08
Position 1243: 1.4031313955622396e-08
Position 228: 1.049794749564806e-08
Position 483: 5.639573220926518e-09
Position 480: 4.7231659752892434e-09
Position 970: 2.965987460608401e-09
Position 959: 1.879520137614174e-09
Position 231: 1.6405146130037387e-09
Position 166: 9.983713420693961e-10
Position 233: 4.0845051463217955e-10
Position 740: 5.738221012025079e-11
