Gene = Fam174b
index = 395
Annotated 5SS: [  527 26317]
Annotated 3SS: [26184 34593]
SMsplice 5SS: [  527 26317 31922 34685 35794]
SMsplice 3SS: [26184 31820 34593 35621 36018]
top_k =  500
Partition function (log Z): -26.304945159487282

Sorted 5' Splice Sites (High to Low Probability):
Position 527: 0.8096549016452934
Position 1197: 0.5529278634640711
Position 910: 0.4406037644214265
Position 1872: 0.32494761321925497
Position 4483: 0.24508336367688305
Position 3420: 0.15957588416080165
Position 1112: 0.08612093277814
Position 181: 0.05387401728238977
Position 633: 0.033302714773221116
Position 1102: 0.02931078010255471
Position 465: 0.02555484708602481
Position 1886: 0.021568990587226448
Position 119: 0.016891245492984576
Position 1590: 0.008522604830393389
Position 340: 0.0069563120356617445
Position 4475: 0.0069479292702717315
Position 4032: 0.00634597757778878
Position 6609: 0.0043135999684398
Position 3989: 0.004201261195771369
Position 293: 0.004037859332935975
Position 6021: 0.0037210540289206386
Position 1117: 0.0035802760981770757
Position 1091: 0.003385523682926135
Position 1345: 0.002756646753209009
Position 1136: 0.0026187252612716173
Position 5835: 0.002471993112693478
Position 414: 0.0022583657279681103
Position 1332: 0.002102329450294102
Position 2938: 0.0016391558238576843
Position 185: 0.0009729496536576442
Position 1621: 0.0008254908691493025
Position 439: 0.0006495855003806811
Position 1998: 0.0006351235843271469
Position 769: 0.0005777233417737123
Position 411: 0.0005656790443437109
Position 688: 0.00047604991248407906
Position 536: 0.0004489526652610442
Position 149: 0.00034416112441930434
Position 852: 0.000241470362301004
Position 478: 0.00023334578492113575
Position 531: 0.00019666526745856642
Position 39: 0.00019028415989805168
Position 1847: 0.00013446796027643073
Position 610: 0.00013161683165918578
Position 746: 0.00010938588641416135
Position 402: 6.529692406673636e-05
Position 896: 2.907609419774223e-05
Position 430: 2.6017765233572464e-05
Position 14: 2.371502705778088e-05
Position 519: 2.0798271982249578e-05
Position 710: 1.7248904151635612e-05
Position 780: 1.463238510355186e-05
Position 943: 1.215327286607319e-05
Position 505: 1.1680886370159795e-05
Position 471: 1.0833555909072355e-05
Position 18: 1.0228534264577106e-05
Position 829: 4.357469064226101e-06
Position 574: 4.146632875030677e-06
Position 194: 3.4474483550367235e-06
Position 719: 1.2655886520598705e-06
Position 12: 7.130475609010362e-07
Position 5: 4.3447728861500184e-07

