Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  500
Partition function (log Z): 5.93289395472242

Sorted 5' Splice Sites (High to Low Probability):
Position 2056: 0.938341135836062
Position 3654: 0.9177307268563825
Position 65: 0.8994134717247657
Position 2699: 0.8609641821178632
Position 254: 0.8401666150976633
Position 4849: 0.7361201891357164
Position 3353: 0.5111255705654305
Position 5463: 0.41033969042121904
Position 4614: 0.38213194504550174
Position 5293: 0.37591585890169155
Position 4577: 0.3556123829438292
Position 2376: 0.23191217817372553
Position 6014: 0.13129283808997233
Position 276: 0.12206715327903457
Position 78: 0.08688590162659789
Position 2582: 0.08569125030653747
Position 4192: 0.056033378082080684
Position 728: 0.05136604617761049
Position 646: 0.04942120619762331
Position 609: 0.046982509731232136
Position 6638: 0.046545353536626734
Position 3011: 0.03964354263679491
Position 1447: 0.03318993798420582
Position 7148: 0.03129737482197743
Position 2323: 0.02952150923923569
Position 5992: 0.020076435417639347
Position 5790: 0.019905625008682426
Position 3244: 0.018423167521091223
Position 2473: 0.018133689917321075
Position 2414: 0.015163467637170514
Position 3758: 0.012253969186882218
Position 5551: 0.010494195870312344
Position 2157: 0.00913785085119239
Position 5405: 0.008669506527176928
Position 2063: 0.007776656736501005
Position 1610: 0.006754473123665236
Position 3002: 0.006067924086528638
Position 711: 0.005157237926560087
Position 2489: 0.004664905064060513
Position 868: 0.0043952998734037765
Position 4807: 0.0037072264322377964
Position 87: 0.0032703527199169813
Position 1713: 0.0032598210860817116
Position 669: 0.0028237533282804484
Position 2400: 0.0027525616826058275
Position 3467: 0.0026208316414354305
Position 3496: 0.002487679690342754
Position 3811: 0.0023167042705290212
Position 3519: 0.002015674788864745
Position 620: 0.0018577341056385153
Position 2975: 0.001750629623494622
Position 248: 0.0013729328436476688
Position 7233: 0.0013458280617980188
Position 618: 0.001288061205093488
Position 2480: 0.0012844310284081172
Position 1458: 0.0012158525676922189
Position 700: 0.0011552375020168993
Position 5509: 0.0011271919119314054
Position 5348: 0.0008934645219629702
Position 2390: 0.0007995835921755572
Position 1047: 0.0007253681544712841
Position 2015: 0.0006685664876952469
Position 3329: 0.0006110125495449864
Position 267: 0.0005924677460673629
Position 3486: 0.0005446186472711804
Position 258: 0.0004267774111943205
Position 2465: 0.0004081129296428383
Position 656: 0.00039188012135890073
Position 3931: 0.00032713469505940253
Position 2366: 0.00030954391628593646
Position 2291: 0.00030220573831997596
