Gene = Sbds
index = 945
Annotated 5SS: [ 321 1592 4717 7245]
Annotated 3SS: [1461 4515 7079 9068]
SMsplice 5SS: [ 321 1592 4717 7245 8553]
SMsplice 3SS: [1461 4515 7079 8406 9068]
top_k =  500
Partition function (log Z): -1.1193048515581516

Sorted 5' Splice Sites (High to Low Probability):
Position 1592: 0.977035631056059
Position 4717: 0.9317377934378462
Position 321: 0.7815906724865685
Position 7245: 0.7523555037626524
Position 8553: 0.6810785372954318
Position 3023: 0.25636680315739013
Position 9330: 0.25267998325112573
Position 80: 0.17647191622857825
Position 6408: 0.12198642919719413
Position 7270: 0.0953592172882601
Position 244: 0.07581888641197272
Position 7206: 0.06459245117022029
Position 7422: 0.06345990490967877
Position 7216: 0.03749382352005775
Position 298: 0.034250549697539406
Position 7675: 0.02989125762948652
Position 387: 0.02707857514564226
Position 4346: 0.02488083807592073
Position 6421: 0.020569806875833763
Position 1162: 0.017234446916706274
Position 7919: 0.016986283505232895
Position 6439: 0.016580033267010238
Position 7961: 0.01608856219844195
Position 7284: 0.014378706311967096
Position 5322: 0.013990195745127165
Position 7637: 0.013803102926427361
Position 2107: 0.012595978130563651
Position 9573: 0.011212317059783823
Position 1326: 0.010544177978210572
Position 1004: 0.009956407872338082
Position 1606: 0.009599952229246062
Position 1632: 0.0077591506020896804
Position 2074: 0.007576245744322179
Position 572: 0.00540822043179256
Position 120: 0.004730662053489721
Position 4408: 0.004546477879886018
Position 325: 0.003976107116425661
Position 6586: 0.0034736819995759265
Position 6939: 0.0032853838080881483
Position 9472: 0.0032137880595419113
Position 5337: 0.003082532513701792
Position 9524: 0.0027653830768631675
Position 1401: 0.0025799792469713744
Position 5342: 0.0022826093653977274
Position 65: 0.0022731902016025563
Position 1185: 0.0022656025549598956
Position 486: 0.0022158721617330894
Position 4164: 0.0021816096784946656
Position 4370: 0.002061410897035622
Position 789: 0.0020086956160875065
Position 584: 0.001706918069872447
Position 235: 0.001598997257566513
Position 6812: 0.00099238669105119
Position 590: 0.0008964548051584108
Position 6455: 0.0008741093577297099
Position 22: 0.0006287004421907921
Position 574: 0.0006142304851790927
Position 5632: 0.0005594478576318922
Position 45: 0.0004807750487011257
Position 84: 0.00045490095862259553
Position 1521: 0.0004197657250894147
Position 441: 0.0003923797459778181
Position 4611: 0.00038688711610486475
Position 195: 0.000368986504737312
Position 7256: 0.00035382513734412766
Position 508: 0.0003059670083355426
Position 301: 0.0003015353544683911
Position 6755: 0.0002855958888248595
Position 445: 0.00024759947514369553
Position 342: 0.00023702068210549405
Position 6467: 0.00023434008194458695
Position 1086: 0.00022630687637948486
Position 40: 0.00020998294032244116
Position 8684: 0.00020793743935320329
Position 8959: 0.00020223432380667757
Position 8530: 0.00019234138652609375
Position 1961: 0.00019223944303789473
Position 241: 0.00018656619432298207
Position 5413: 0.00017760210250933748
Position 911: 0.00016786498765789543
Position 2023: 0.00016067605663006525
Position 5331: 0.00013075408846194568
