Gene = Psph
index = 871
Annotated 5SS: [  495  8088  8428 15974 16844 18211 21031]
Annotated 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
SMsplice 5SS: [  260  8088  8428 15974 16844 18211 21031]
SMsplice 3SS: [ 8004  8200 15816 16708 18064 20881 21550]
top_k =  500
Partition function (log Z): -2.016768820750392

Sorted 5' Splice Sites (High to Low Probability):
Position 8088: 0.9936665210950498
Position 8428: 0.9654087215005991
Position 16844: 0.9540750371519671
Position 18211: 0.9412110814750565
Position 15974: 0.47490226748034037
Position 260: 0.3436867959817627
Position 16006: 0.32553595500504046
Position 21031: 0.30882992480606236
Position 290: 0.30539962027941886
Position 21425: 0.2591094361448353
Position 20517: 0.2535869741624059
Position 10620: 0.2122937364691321
Position 8938: 0.14803962557727804
Position 11204: 0.14205690843805308
Position 20941: 0.1300998940293371
Position 859: 0.12112439064582493
Position 15008: 0.10945242286289592
Position 358: 0.09843286334340277
Position 20318: 0.09640743631308862
Position 20594: 0.08958065674106702
Position 16463: 0.08674183824722763
Position 1303: 0.06373887660073951
Position 9246: 0.06326560784938741
Position 9250: 0.06269171134998636
Position 1439: 0.0536500327945206
Position 21454: 0.04990646031633664
Position 20927: 0.04547848474353529
Position 11161: 0.04418908902185702
Position 13458: 0.036604873154728525
Position 20758: 0.034434222512640396
Position 615: 0.03403907353803604
Position 8388: 0.033041586625784096
Position 7138: 0.025761227864770492
Position 365: 0.02385646767121011
Position 10664: 0.023450914084937897
Position 694: 0.022312167239791417
Position 13452: 0.01936797770700516
Position 338: 0.018490119802910807
Position 4142: 0.014538018218588087
Position 9308: 0.013909937661247462
Position 1891: 0.013309278436495181
Position 21655: 0.011716822549401736
Position 7533: 0.011688653823704896
Position 1211: 0.011671156640047545
Position 6159: 0.010275336858512346
Position 20708: 0.009693477986739547
Position 21035: 0.00831078039712949
Position 15001: 0.006687623429925158
Position 19380: 0.0061979042629984925
Position 21411: 0.005749560296424245
Position 12495: 0.005654531587935024
Position 8810: 0.005448911177865822
Position 20581: 0.004889960177946598
Position 21709: 0.004087175006916834
Position 21076: 0.004042461792645124
Position 9912: 0.0025807734927893594
Position 8291: 0.002233271643860563
Position 495: 0.001914239696877388
Position 8682: 0.001728564945472191
Position 21045: 0.001684286345158215
Position 21093: 0.0015560858632293812
Position 20949: 0.0012753843407034544
Position 8716: 0.0011663232161859675
Position 10215: 0.0010608187607321453
Position 21072: 0.001038993944374695
Position 265: 0.0010241931562305396
Position 10073: 0.0010115439516175623
