Gene = Coa4
index = 279
Annotated 5SS: [93]
Annotated 3SS: [1971]
SMsplice 5SS: [93]
SMsplice 3SS: [1971]
top_k =  500
Partition function (log Z): -6.833444657285294

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.824748696445592
Position 1876: 0.12536047218660415
Position 497: 0.12385665821591664
Position 166: 0.09938780077459161
Position 2074: 0.03340358754340263
Position 1660: 0.00861662584322262
Position 759: 0.007415777464573793
Position 850: 0.005882661955778736
Position 1155: 0.005280758693905418
Position 2024: 0.003874251181122242
Position 1499: 0.001958096783451551
Position 2172: 0.001458458436672289
Position 1792: 0.001439505270402093
Position 773: 0.00141088845049549
Position 775: 0.0009763441044558262
Position 130: 0.0009682306782800253
Position 190: 0.0009181992369475652
Position 1850: 0.0008856110252582658
Position 1098: 0.0007923276863966513
Position 2419: 0.0007809892012494445
Position 1558: 0.0006839177321665077
Position 2110: 0.0006777299946776633
Position 2153: 0.0005255688160277273
Position 2319: 0.00039230326615653864
Position 145: 0.0003688496468839936
Position 747: 0.00035164419386182614
Position 362: 0.0003321536422154784
Position 320: 0.0003201746166303386
Position 502: 0.0002754566535817354
Position 1894: 0.0002721123296959162
Position 1225: 0.0002703252493643174
Position 717: 0.00023929924338856026
Position 1304: 0.00023476845320550988
Position 2082: 0.00022614778897699206
Position 942: 0.0002188997564699412
Position 389: 0.00017521631393113736
Position 1190: 0.00017506558731877146
Position 845: 0.00016485128522657997
Position 911: 0.0001570757596077713
Position 914: 0.0001551854964773546
Position 1113: 0.0001515085814365416
Position 1206: 0.0001380057907622921
Position 806: 0.0001375288618984299
Position 391: 0.00013427864383346215
Position 831: 0.00011951314188667791
Position 387: 0.00011572349736828203
Position 393: 0.0001008226718395044
Position 1578: 9.262921632637855e-05
Position 862: 9.136423293482424e-05
Position 902: 6.845030402846149e-05
Position 706: 6.557293868046229e-05
Position 395: 6.502693859721533e-05
Position 353: 5.923345632599189e-05
Position 304: 5.768841729398258e-05
Position 1110: 5.2225261086087864e-05
Position 2990: 4.385482611467507e-05
Position 1532: 3.5039385547244176e-05
Position 1092: 3.447751086661981e-05
Position 452: 3.017003277171956e-05
Position 397: 2.7898521035349343e-05
Position 491: 2.6376840353948317e-05
Position 399: 2.151454715278595e-06
Position 401: 1.9502203688434726e-06
Position 403: 1.8358659964702733e-06
Position 898: 1.3131055502394698e-06
Position 663: 1.1910217424118156e-06
Position 2178: 9.336090562451479e-07
Position 214: 9.161624531284011e-07
Position 405: 8.424577480540542e-07
Position 532: 8.289070023414734e-07
Position 516: 6.639550817246525e-07
Position 407: 5.477264294711495e-07
Position 417: 4.454342398329581e-07
Position 245: 3.9062793482381145e-07
Position 409: 3.3779466922582386e-07
Position 925: 3.041117319849649e-07
Position 411: 2.8833783990469503e-07
Position 413: 2.4669353704898557e-07
Position 51: 2.4536193707356567e-07
Position 26: 2.3107985425304837e-07
Position 339: 2.1008145953766373e-07
Position 527: 1.6598016836405186e-07
Position 561: 1.5441268393884103e-07
Position 2267: 1.0045718862906387e-07
Position 281: 9.228850101704421e-08
Position 483: 4.009074211313397e-08
Position 1942: 2.4805406718467256e-08
Position 415: 9.748714188942461e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1971: 0.9142191602439557
Position 1775: 0.07891481622415542
Position 654: 0.053732482239080184
Position 1791: 0.03803249073617315
Position 301: 0.03266682938217443
Position 2797: 0.017576132536960574
Position 1384: 0.012075443532772859
Position 1012: 0.01196094071714619
Position 1659: 0.009883993263545993
Position 275: 0.009338096067478473
Position 2580: 0.00751185987440037
Position 1514: 0.005561317640161335
Position 1663: 0.00484081526259607
Position 228: 0.004380754153675131
Position 3193: 0.004157355931603335
Position 451: 0.003976231497972651
Position 2801: 0.0037359788816031764
Position 2547: 0.0035705722579371835
Position 2943: 0.0034537796127603495
Position 2499: 0.003441014474223797
Position 2267: 0.0027307753145487572
Position 494: 0.0025891339962990827
Position 1994: 0.0021485983566123974
Position 1491: 0.001883835029222527
Position 2886: 0.0018797838770799233
Position 1359: 0.0017925087886270356
Position 2102: 0.0016980722739266558
Position 1919: 0.0015983117481040126
Position 1721: 0.0015903454030786618
Position 2003: 0.0009888727559860002
Position 2745: 0.0009247137241231189
Position 895: 0.0008479750382212505
Position 3012: 0.0007862624959179604
Position 2990: 0.0007382654742253106
Position 2361: 0.0006630743163825196
Position 1724: 0.0006465001086732344
Position 1545: 0.0006119715642646044
Position 1037: 0.000597488239842545
Position 304: 0.0005795937165955465
Position 3149: 0.00054086179504026
Position 2709: 0.0005394731494276794
Position 786: 0.0005293946947692085
Position 2087: 0.00047094208921504146
Position 1822: 0.0004665781214677175
Position 231: 0.0004559478556817279
Position 3110: 0.00041909898256521725
Position 1473: 0.00040516174862228685
Position 1458: 0.00035477007703127255
Position 2349: 0.0003216496349056971
Position 1057: 0.00031256092678116573
Position 561: 0.0003109544606156303
Position 3164: 0.0002789543107385289
Position 1859: 0.0002730171188381822
Position 2922: 0.00019725099076518224
Position 1578: 0.0001844095674477258
Position 2212: 0.0001729507171390305
Position 2029: 0.00016293530744205606
Position 2128: 0.00015792912014055545
Position 742: 0.00015285001602243729
Position 1688: 0.00015234595231924312
Position 1397: 0.00014624180003228513
Position 2970: 0.0001460996259789961
Position 249: 0.00014476062783401326
Position 3026: 0.00013620066564319438
Position 2423: 0.00012491620392929498
Position 459: 0.00012303054618762385
Position 1206: 0.00011131377540948874
Position 257: 9.851825441814449e-05
Position 311: 9.618387096759888e-05
Position 1981: 9.381219776358382e-05
Position 339: 6.774383114284788e-05
Position 1047: 6.344254040629726e-05
Position 3050: 6.0845452093747486e-05
Position 174: 5.6450637280012645e-05
Position 353: 5.134169305726923e-05
Position 1532: 5.1014200022742527e-05
Position 2594: 4.1631653827805375e-05
Position 3086: 4.0957414668920635e-05
Position 2370: 3.843667500336434e-05
Position 1303: 3.784062225454259e-05
Position 2166: 3.73235528440411e-05
Position 2032: 3.626434950700102e-05
Position 1415: 3.592828108205243e-05
Position 3198: 3.3701279604534934e-05
Position 1601: 3.349256569173018e-05
Position 2188: 3.203003891585231e-05
Position 2285: 2.757332824945451e-05
Position 1066: 2.6330981191134384e-05
Position 501: 2.0825983666104535e-05
Position 1247: 2.031563472727529e-05
Position 3249: 1.8954376759307368e-05
Position 663: 1.8333437545480437e-05
Position 674: 1.7110545717414505e-05
Position 925: 1.4247182486747506e-05
Position 374: 4.669011672108054e-06
Position 362: 1.1674300427359414e-06
Position 242: 6.71790995465962e-07
Position 165: 3.488293403590698e-07
Position 465: 2.520464308289675e-07
