Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  500
Partition function (log Z): -4.262597389136298

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9567741207162852
Position 63: 0.7367152060124301
Position 2985: 0.628193426764647
Position 328: 0.37991368871219805
Position 2478: 0.14538803008952242
Position 3726: 0.10224884236988994
Position 236: 0.09253073350848394
Position 524: 0.06999779133727912
Position 3028: 0.06528860901098313
Position 407: 0.05603221081834563
Position 1430: 0.045799596349617853
Position 3730: 0.04394970052196829
Position 320: 0.04214810505673571
Position 3176: 0.0357668040170567
Position 1529: 0.014976464062383552
Position 518: 0.010993607204948084
Position 948: 0.007907141605698673
Position 3382: 0.0076327988586767795
Position 3834: 0.0065795693692934
Position 3369: 0.006524845092549776
Position 1690: 0.006447773368512678
Position 57: 0.0058749139099592085
Position 1407: 0.0053900102011932415
Position 1479: 0.004284666779543407
Position 421: 0.0029980104631220517
Position 1126: 0.002351527197333702
Position 387: 0.0020616439117461228
Position 2327: 0.0019351443880289401
Position 2982: 0.0014115269336396874
Position 3100: 0.0013949009317654475
Position 3633: 0.0006613880899544089
Position 3357: 0.0006392976455729554
Position 3347: 0.0006046592193834174
Position 3352: 0.0005283800224669165
Position 26: 0.0004546676908423343
Position 69: 0.000405324893509979
Position 3045: 0.0002015740817944633
Position 11: 0.00019354260379958284
Position 283: 0.00014949368707075785
Position 3625: 0.00014661889560109055
Position 277: 0.00011898851136786834
Position 17: 8.744867677153617e-05
Position 1918: 8.668189480115241e-05
Position 954: 7.739520759382996e-05
Position 135: 6.923834806425814e-05
Position 74: 5.822752850543716e-05
Position 1152: 4.819146142741567e-05
Position 1801: 3.3650442587046756e-05
Position 306: 2.1594653993410723e-05
Position 3373: 1.4022090299397927e-05
Position 174: 1.3047476976716722e-05
Position 3317: 6.211707357945136e-06
Position 747: 2.754352807042638e-06
Position 67: 2.5897235205452035e-06
Position 378: 2.1709981463112074e-06
Position 250: 1.8972737586539494e-06
Position 89: 1.1984140530322206e-06
Position 398: 1.123186261124696e-06
Position 390: 4.6525226787117437e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.7939227837267454
Position 3228: 0.765770169109565
Position 2942: 0.49489712827904747
Position 203: 0.3042491978599145
Position 3246: 0.21410845007145046
Position 2892: 0.1818655586362745
Position 3895: 0.17603314606913015
Position 2064: 0.07531980398704967
Position 1345: 0.05180061953619514
Position 263: 0.0479952547171262
Position 3539: 0.038309473604296415
Position 2312: 0.03065237173665421
Position 131: 0.02739909682219104
Position 2268: 0.022820760719997495
Position 3058: 0.019678394396902325
Position 3967: 0.01918493829417641
Position 1314: 0.018830475709532248
Position 3932: 0.016373279045682698
Position 3091: 0.014104343924874632
Position 4110: 0.014050806526225547
Position 3870: 0.013781600762563025
Position 2856: 0.012991018967654276
Position 2946: 0.011501490558047722
Position 4018: 0.010392484610030102
Position 3443: 0.008834903550920002
Position 2217: 0.00866009532836939
Position 439: 0.007535817815383041
Position 466: 0.007159461851393181
Position 4000: 0.006769382683439919
Position 3800: 0.005933569142797559
Position 2254: 0.005180334140007497
Position 1429: 0.005149712779325573
Position 3714: 0.004805632845337848
Position 3655: 0.004789640384078661
Position 856: 0.004734313117465813
Position 2442: 0.004126210044242895
Position 3430: 0.004069434182738738
Position 3572: 0.0040149436167144625
Position 3833: 0.003772186752342323
Position 313: 0.0033446972239744416
Position 2910: 0.0030296083405345637
Position 3550: 0.002193263683308218
Position 3752: 0.0018547732692090733
Position 2416: 0.0015186628032881392
Position 2777: 0.0014588498177176114
Position 4026: 0.0012792773491649488
Position 3541: 0.0012754351178385162
Position 789: 0.0011264970750313544
Position 3166: 0.0010944948279478527
Position 2068: 0.0010201471126914249
Position 349: 0.0009576361882427944
Position 1012: 0.000927872779682992
Position 1365: 0.0008851734644031523
Position 3293: 0.0008850509966608676
Position 786: 0.000837859692849541
Position 164: 0.0007445755214011191
Position 2660: 0.0007409522838305803
Position 390: 0.000739893871715729
Position 755: 0.0006204543085055208
Position 1060: 0.0005924355227127099
Position 442: 0.0005899601588541426
Position 120: 0.000537643115227194
Position 3069: 0.0005350596567845404
Position 3764: 0.0005309943348637774
Position 3451: 0.00034901464736415114
Position 1393: 0.00032571341442144046
Position 387: 0.0003138151489116382
Position 240: 0.00030226064327104374
Position 1088: 0.00024083548419957983
Position 3133: 0.00024071529048600137
Position 2107: 0.00021382467851923723
Position 140: 0.00020964818294608384
