Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  500
Partition function (log Z): 26.313075853724015

Sorted 5' Splice Sites (High to Low Probability):
Position 13067: 0.9940367970537289
Position 28441: 0.9780238895255078
Position 25972: 0.9665582795304318
Position 12883: 0.9600530701681569
Position 22752: 0.9204612933311896
Position 3204: 0.8914140710310448
Position 6230: 0.8641552258941909
Position 381: 0.863070810012932
Position 30149: 0.8364113606925215
Position 13593: 0.8238269155645741
Position 6607: 0.8136126623558023
Position 9924: 0.799836824418183
Position 16416: 0.7964885201942403
Position 24399: 0.7669009711324788
Position 10755: 0.7204293978616327
Position 3877: 0.705212374684259
Position 21550: 0.618745863518805
Position 19141: 0.6074902609361724
Position 21102: 0.6016922257128446
Position 16865: 0.5836426500687372
Position 27545: 0.5572686359438281
Position 24688: 0.5457879009349481
Position 5796: 0.4676280102392125
Position 14651: 0.46699162091250584
Position 1573: 0.42451311555399485
Position 16877: 0.3750809741794151
Position 9549: 0.37394413437445806
Position 28925: 0.3681314487617075
Position 3056: 0.288734922834233
Position 22378: 0.235099483198759
Position 24122: 0.21505497986423894
Position 26938: 0.20066809999423865
Position 30408: 0.19760990746851692
Position 21366: 0.18325461225282685
Position 741: 0.17352859430449932
Position 23113: 0.16609127084932715
Position 27352: 0.15786161184466724
Position 19626: 0.15427454446513467
Position 18629: 0.14970781842333863
Position 21090: 0.14216851295632768
Position 15149: 0.13226287657783622
Position 3051: 0.13172555468719604
Position 29727: 0.11590902981248652
Position 3219: 0.10635530351318677
Position 4997: 0.10221008898179265
Position 31306: 0.09041796440353174
Position 6670: 0.08437237897706495
Position 10866: 0.0796905979782336
Position 5869: 0.07936711440644076
Position 21098: 0.06544492665817928
Position 1128: 0.06451733709601748
Position 2315: 0.05972202153539643
Position 8478: 0.05938591980704183
Position 9340: 0.055764982222786495
Position 26944: 0.0553169035963622
