Gene = LTO1
index = 614
Annotated 5SS: [ 230 1434 2581]
Annotated 3SS: [ 1327  2509 13824]
SMsplice 5SS: [ 230 1434 2581 4242]
SMsplice 3SS: [ 1327  2509  4126 14993]
top_k =  500
Partition function (log Z): -8.953741670628945

Sorted 5' Splice Sites (High to Low Probability):
Position 4242: 0.960933181127453
Position 1434: 0.9388578301117672
Position 230: 0.92101653970554
Position 2581: 0.8525637229991592
Position 6605: 0.2841186297032441
Position 4770: 0.17321999082980377
Position 5222: 0.13664011135082982
Position 5229: 0.11464670681318134
Position 4546: 0.07779923213534301
Position 2287: 0.06015375742246539
Position 6154: 0.03021696988540408
Position 352: 0.02944715321277133
Position 443: 0.024081928496768407
Position 4784: 0.023038279163256046
Position 2832: 0.017519157438571676
Position 1957: 0.014737006071175774
Position 3814: 0.009682088638978861
Position 2064: 0.008981305238539438
Position 5736: 0.007888933955329573
Position 1397: 0.006043392360496747
Position 497: 0.004920393157282281
Position 2019: 0.004160962262947674
Position 1407: 0.003939239465903294
Position 3395: 0.0037327670400135395
Position 735: 0.0035985909128137586
Position 3347: 0.0033371720611559573
Position 476: 0.003113774465136419
Position 485: 0.002780544702039524
Position 2411: 0.0021096644748148613
Position 1438: 0.0018414101720599688
Position 1984: 0.0017230083491493638
Position 213: 0.0017227893230589754
Position 4298: 0.0016295808337517764
Position 1749: 0.001609510544584906
Position 4620: 0.0015675191286964793
Position 2797: 0.0014275825255563443
Position 362: 0.0014002461360037464
Position 779: 0.0012746535240299622
Position 210: 0.0011706472445390402
Position 3310: 0.0009896472502572949
Position 2944: 0.0008999352818245041
Position 2128: 0.0007182862602189669
Position 434: 0.0006923048787572703
Position 2275: 0.0005814516730765679
Position 1131: 0.0005635734423624668
Position 2010: 0.0005505491300020009
Position 1920: 0.00043932641074021075
Position 4232: 0.00041351036287871266
Position 2324: 0.0004110405237462609
Position 2315: 0.0003534093448312477
Position 2160: 0.0003018521958275038
Position 797: 0.00029779419921241305
Position 3402: 0.00025664878619539226
Position 480: 0.00024745815434008725
Position 1700: 0.00022966852129836747
Position 1168: 0.0002085721921786342
Position 514: 0.00017769865526910816
Position 109: 0.00017689294632388755
Position 6107: 0.00017411514992751758
Position 737: 0.00014996711584256637
Position 97: 0.00012891875819042144
Position 5331: 0.0001267385552291875
Position 839: 0.00011065061126002933
Position 2291: 0.00010628382082109875
Position 638: 9.618343534576636e-05
Position 751: 9.081980939939298e-05
Position 4934: 8.817767883873644e-05
Position 4403: 8.607934766194307e-05
Position 277: 8.413020779984925e-05
Position 101: 7.414183017287167e-05
Position 894: 6.86067322449139e-05
Position 921: 6.639824525428986e-05
Position 118: 5.777071886119985e-05
Position 4612: 5.0332700369736814e-05
Position 378: 4.999122811072789e-05
Position 4599: 4.7808856378103604e-05
Position 407: 4.4750262352384714e-05
Position 4270: 4.4123374205845283e-05
Position 326: 3.782186200118111e-05
Position 186: 3.447726500197384e-05
Position 4481: 3.2666459409679415e-05
Position 2153: 2.7215156654400622e-05
Position 4137: 2.2995230688344105e-05
Position 5135: 2.0825409710794562e-05
Position 1427: 1.803454279609971e-05
Position 1292: 1.3747376806726145e-05
Position 1975: 1.2728562232586116e-05
Position 1811: 1.1834880621552976e-05
Position 2454: 9.061578511522976e-06
Position 2459: 6.508319846458034e-06
Position 1457: 1.7676194431163922e-06
Position 2450: 5.529753951237119e-07
Position 528: 2.91700993767668e-07
Position 875: 1.2799048586050316e-07
Position 1792: 7.697181224179274e-08
Position 69: 6.469565659614321e-08
Position 1761: 5.968496042259013e-08
Position 1536: 4.2816575980198947e-08
Position 71: 2.0306779633837077e-08
Position 630: 1.3720976902203513e-08
Position 32: 4.266748173053224e-09
Position 523: 1.6715759360001513e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.9080740357858194
Position 2509: 0.5825255197514535
Position 4126: 0.3716878039415299
Position 4166: 0.31572657136736626
Position 10852: 0.2524907722898451
Position 5112: 0.22479722446620606
Position 4123: 0.21527431483896334
Position 6536: 0.2020375456005087
Position 2382: 0.1894014400918444
Position 4698: 0.13707672800558313
Position 9479: 0.1295540885846429
Position 6243: 0.11267233749856624
Position 4391: 0.08204131361687467
Position 9102: 0.08167397993816461
Position 4509: 0.0787742271742053
Position 7410: 0.07659009564343955
Position 6986: 0.07408528065437153
Position 2245: 0.06579173190063985
Position 5017: 0.060593379935526756
Position 7186: 0.04466633267240819
Position 6387: 0.04400716949360413
Position 4064: 0.033292040015072036
Position 2194: 0.027976969201849902
Position 6557: 0.025945841318805278
Position 9283: 0.024515537394574127
Position 2359: 0.022815140618486114
Position 4533: 0.021757199529130942
Position 6065: 0.021524629193600323
Position 1247: 0.01997284306047922
Position 1880: 0.018703151870211453
Position 4102: 0.01823088232721961
Position 5221: 0.015553835994642447
Position 9280: 0.014611314544144133
Position 4731: 0.013723712461505343
Position 5904: 0.013561466698961308
Position 6347: 0.01201509637340707
Position 2127: 0.011703141785210822
Position 1349: 0.01029983703564668
Position 5473: 0.010009693509703986
Position 4130: 0.009519282601306956
Position 1893: 0.009354224055094888
Position 3207: 0.00833259838840506
Position 2682: 0.007689087469541598
Position 8019: 0.007511379736274658
Position 3711: 0.006398296582115621
Position 4925: 0.0058360484306830525
Position 7838: 0.005794661993302532
Position 6032: 0.005428458507157731
Position 2616: 0.004619398005298181
Position 6667: 0.004126454954922836
Position 5506: 0.003760479968208425
Position 9509: 0.003717095929794535
Position 9150: 0.0034452861553319314
Position 6752: 0.0033889392948610467
Position 5154: 0.0033314303948445223
Position 1230: 0.0031668879208674415
Position 2545: 0.002970418921976802
Position 3573: 0.0029246245602838382
Position 4669: 0.0027714004788082875
Position 1840: 0.002748967994215927
Position 2450: 0.002696019843270814
Position 1667: 0.0023791293467131016
Position 8552: 0.002301713820676421
Position 2440: 0.002286533632707955
Position 8447: 0.002234984302070141
Position 2763: 0.0021433286523003625
Position 6403: 0.0020387007141008484
Position 2559: 0.0019567452923625905
Position 5926: 0.0018404891827373815
Position 2198: 0.0016901700361144421
Position 4005: 0.0013910916096956407
Position 4352: 0.0013068960834260249
Position 4070: 0.0012917595791475686
Position 2712: 0.0012584275793551794
Position 2699: 0.0011982203323967814
Position 1261: 0.001168718792521029
Position 1914: 0.00113336924505362
Position 1389: 0.0010951409360366478
Position 6266: 0.0010720606965033894
Position 5625: 0.0010359673225597158
Position 4453: 0.0009949787499676853
Position 6035: 0.0009763563713057307
Position 2010: 0.0009539475394227093
Position 2426: 0.0008459527531780129
Position 4663: 0.0008318726212691337
Position 6004: 0.0008085096427724631
Position 1560: 0.0008027166457983413
Position 1223: 0.0007873454198167538
Position 4136: 0.0007684870150613154
Position 2149: 0.0007447379478661779
Position 2785: 0.0006484088604693639
Position 5294: 0.0006379389421986308
Position 6153: 0.0006091537289206394
Position 5442: 0.0005754842595566628
Position 386: 0.0005495045278118248
Position 2389: 0.0005347787309080067
Position 1692: 0.0005068687007453278
Position 607: 0.0005000585579276706
Position 591: 0.00047628748532540924
Position 2319: 0.0004683140868366396
Position 6071: 0.00046638541597431027
Position 4579: 0.0004604851243668258
Position 2650: 0.0004063176529118249
Position 1281: 0.000389007577084267
Position 2725: 0.00037494584532798167
Position 4537: 0.0003162982516402043
Position 2831: 0.00030805414826481453
Position 973: 0.0003079764877993434
Position 1788: 0.0002970894626691704
Position 3625: 0.0002963061393200751
Position 4314: 0.0002809151627342528
Position 2796: 0.0002776571111637109
Position 461: 0.0002718036727680978
Position 4588: 0.00026670344340388845
Position 3141: 0.0002531321035286253
Position 2256: 0.0002501201269902904
Position 5119: 0.0002485002985013089
Position 732: 0.00023319990081331239
Position 4687: 0.00023207383848380082
Position 4002: 0.00020141446476251482
Position 3954: 0.00017963333443187884
Position 3267: 0.00016889769588339883
Position 1285: 0.0001673543641857913
Position 3223: 0.00015011043211959262
Position 310: 0.00014542477502997315
Position 1956: 0.00013000316482069567
Position 1503: 0.00012153510711073201
Position 3761: 0.00011696485295828114
Position 414: 0.00010849553242078686
Position 1075: 0.00010686335848139981
Position 1035: 0.00010027431062580223
Position 2627: 9.115511491602813e-05
Position 1394: 7.841334809834524e-05
Position 537: 7.149353435379598e-05
Position 407: 6.014556636853606e-05
Position 3716: 6.011386799446812e-05
Position 1291: 5.923802940683997e-05
Position 1340: 5.534102617390696e-05
Position 1624: 5.510114953999809e-05
Position 2063: 5.4678033800198806e-05
Position 1353: 5.1627445719930994e-05
Position 630: 5.147804248998525e-05
Position 1117: 4.842369998133616e-05
Position 674: 4.608326089820557e-05
Position 4768: 4.395323941964184e-05
Position 508: 4.353654773995576e-05
Position 1131: 3.9688976990683027e-05
Position 4459: 3.6452827299443465e-05
Position 2017: 3.5382527647425455e-05
Position 4545: 3.361561149021663e-05
Position 616: 3.2871282539394635e-05
Position 1966: 2.9341946449803467e-05
Position 519: 2.733320187535325e-05
Position 3601: 2.2760730283663852e-05
Position 3424: 2.254991252321982e-05
Position 1112: 2.1888161470037063e-05
Position 650: 2.0848077374601613e-05
Position 5042: 2.0449231476794343e-05
Position 2888: 1.9430700448892934e-05
Position 1014: 1.8390588595818744e-05
Position 2156: 1.4875622636638134e-05
Position 3857: 1.4820020930687007e-05
Position 2153: 1.3254412189437642e-05
Position 2093: 1.2617292288284582e-05
Position 1049: 9.360484224725457e-06
Position 442: 8.97396391195392e-06
Position 5032: 8.743507338504689e-06
Position 1021: 7.433995053582581e-06
Position 4358: 7.228517047628484e-06
Position 1365: 7.068110324099515e-06
Position 4421: 6.159842485484362e-06
Position 842: 4.837957504794274e-06
Position 947: 2.8694199977344017e-06
Position 194: 2.5204454184669335e-06
Position 1362: 2.3850352871031087e-06
Position 768: 2.120862034466857e-06
Position 936: 1.8098381079190029e-06
Position 734: 1.7699636490884192e-06
Position 3812: 1.7662514189011767e-06
Position 1179: 1.6497919018304927e-06
Position 1808: 1.3051793028236261e-06
Position 266: 7.9746266363832e-07
Position 1639: 7.445947802861165e-07
Position 1168: 2.3136527065534493e-07
Position 1186: 2.1741121206636235e-07
Position 1083: 1.8078733294324147e-07
Position 1792: 5.976637385925067e-08
Position 1849: 5.919260336695216e-08
Position 988: 4.8888146047259774e-08
Position 684: 1.7823874730158644e-08
Position 523: 1.7783389394732867e-08
Position 636: 1.3970525047749198e-08
Position 1917: 7.236897228740929e-09
Position 1095: 6.203890007982043e-09
