Gene = Inpp5a
index = 579
Annotated 5SS: [   356  64987  88987  92611 122363 127626 134781 136673 149155 169861
 170030 178329 185947 188310 189161]
Annotated 3SS: [ 64944  88885  92522 122298 127521 134727 136552 149069 169764 169954
 178254 185834 188240 189072 189244]
SMsplice 5SS: [   356  62873  65030  88987  92611 122363 127626 136673 149155 169861
 170030 185947 188310 189110]
SMsplice 3SS: [ 62762  64944  88885  92522 122218 127521 136552 149069 169764 169954
 185834 188240 189072 189195]
top_k =  500
Partition function (log Z): -115.02456712902614

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.9998141996443529
Position 9264: 0.07267644800611223
Position 1810: 0.07167473120551804
Position 3269: 0.022367750572223524
Position 4258: 0.013404365049436297
Position 10804: 0.011286784511629122
Position 1615: 0.011121976510754429
Position 600: 0.009245862148490847
Position 904: 0.007520040713825526
Position 3837: 0.006240916034842634
Position 8923: 0.005942266254747655
Position 3273: 0.005269134303972342
Position 137: 0.004548288303983889
Position 6185: 0.0024663423297697873
Position 6453: 0.0021915873879171043
Position 6749: 0.0020132383648210103
Position 3824: 0.0017866257361658935
Position 2647: 0.0017737179576267261
Position 2900: 0.0012028145746530278
Position 2642: 0.001187154946668639
Position 1187: 0.0011863217029551112
Position 4524: 0.0009418456868554773
Position 2104: 0.0007888014150460028
Position 658: 0.00025376895834161714
Position 825: 0.00020421545183888477
Position 1086: 0.00012914130805219827
Position 1546: 9.810868364593518e-05
Position 1288: 7.332245726471452e-05
Position 2907: 6.64970864826341e-05
Position 2975: 5.5560071386593756e-05
Position 1091: 2.765887282238149e-05
Position 1234: 2.294513372200826e-05
Position 2402: 1.855441118300118e-05
Position 513: 1.1871469283708883e-05
Position 1342: 1.1547372735890385e-05
Position 55: 1.1390206606756847e-05
Position 1685: 8.339931654268348e-06
Position 335: 7.0140939737730475e-06
Position 168: 6.3921064833154385e-06
Position 388: 2.5280655821946557e-06
Position 370: 1.997691044986801e-06
Position 360: 1.3947776932709422e-06
Position 402: 1.0458452271363738e-06
Position 314: 8.449498685091279e-07
Position 173: 8.416290664730685e-07
Position 323: 6.948958947982182e-07
Position 30: 2.0903209971221892e-07
Position 1256: 1.39957600080042e-07
Position 867: 8.276216815296287e-08
Position 1181: 5.862734529390745e-08
Position 953: 5.759911427772632e-08
Position 731: 5.680425178709477e-08
Position 254: 2.397699407076789e-08
Position 469: 2.6316379647405917e-10
Position 438: 2.400834829013491e-10
Position 497: 1.9501762905630077e-10
Position 511: 1.1404511362711323e-10
Position 500: 2.0620751686083307e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4898: 0.08183286665156539
Position 7315: 0.07019771927981193
Position 4837: 0.06775817735755318
Position 1684: 0.06514316275713304
Position 10315: 0.060785569044394784
Position 9015: 0.051876196069259646
Position 9344: 0.051340436842705575
Position 8780: 0.04244840585889028
Position 4148: 0.03565405044125158
Position 12714: 0.03407952900555655
Position 9154: 0.03211371252802297
Position 8661: 0.030926940425426663
Position 10050: 0.030774667745255863
Position 3148: 0.030056471440637302
Position 12747: 0.025494668788072404
Position 467: 0.025174744815499386
Position 9040: 0.023873572846812484
Position 8844: 0.023333159927548978
Position 12143: 0.022240971290768043
Position 4257: 0.02196210890140606
Position 7714: 0.021378818670278764
Position 10695: 0.02024365000920619
Position 10922: 0.01926998095421076
Position 438: 0.01707749192855115
Position 9973: 0.016128812697260273
Position 5635: 0.01576589719717783
Position 1874: 0.01519035582275832
Position 10836: 0.014297281644694078
Position 3053: 0.01355516021630877
Position 1765: 0.012873323533007575
Position 1395: 0.011942667072995208
Position 10698: 0.011472468177414364
Position 9554: 0.010210402401162524
Position 479: 0.009922275204751677
Position 3086: 0.009590474952998642
Position 7922: 0.008223167130218461
Position 9058: 0.008091407344331196
Position 777: 0.007641663201730528
Position 4761: 0.007591385872739957
Position 9388: 0.007360537493144716
Position 10080: 0.0069854407360555116
Position 5938: 0.006932100920840718
Position 9944: 0.006797598011534065
Position 4580: 0.006065851103537624
Position 3177: 0.005789403480628457
Position 5680: 0.005754507643929529
Position 538: 0.0049899061075891205
Position 4166: 0.004935372673616164
Position 233: 0.004212843401613547
Position 5220: 0.004136885676968358
Position 6652: 0.003958074399870375
Position 5002: 0.0037033663984028594
Position 2430: 0.0035433619091941276
Position 9519: 0.0035223115988557425
Position 2926: 0.0034754440567342114
Position 9484: 0.003396656023892172
Position 6256: 0.003323361183696883
Position 3661: 0.003213846471433778
Position 5356: 0.003178363723311264
Position 8632: 0.0031408811298879328
Position 4323: 0.0026494903244860704
Position 3715: 0.002640674765602971
Position 1452: 0.0025766256614422043
Position 8339: 0.002259129738738197
Position 816: 0.0022533368097604287
Position 971: 0.0022341358593835755
Position 1084: 0.002233162943139654
Position 4787: 0.002223190307157652
Position 8386: 0.00217686174993495
Position 5873: 0.0021160303264955442
Position 5753: 0.0020805689542369873
Position 5398: 0.002073835112966765
Position 2051: 0.002020766174454714
Position 1973: 0.001961726724891028
Position 2519: 0.0019517906995513163
Position 717: 0.0019247213823979422
Position 2734: 0.001755481270825267
Position 4523: 0.0017255069449657818
Position 3696: 0.00166126969002073
Position 2590: 0.0015724487703549597
Position 3440: 0.001567843056276731
Position 7220: 0.0015186066173933125
Position 7745: 0.0014030809114444246
Position 2001: 0.0013555780861195675
Position 1146: 0.0013252389325185182
Position 7094: 0.0012849896629304185
Position 3664: 0.0012043914454477347
Position 3958: 0.001160277969469561
Position 1059: 0.0011430790805212984
Position 931: 0.0011377559087186171
Position 5649: 0.001118902177169529
Position 7035: 0.0010680051225550877
Position 4400: 0.0010480737995884949
Position 4298: 0.0009807580849370814
Position 781: 0.0009462324921074075
Position 4732: 0.0009104327296978322
Position 3795: 0.0008884232246277131
Position 2796: 0.0008593337727756938
Position 4226: 0.0008559596801129192
Position 5257: 0.0008451719240016168
Position 3783: 0.0007935571694861343
Position 953: 0.0006980827786005665
Position 2394: 0.0006811332370087904
Position 849: 0.0006168745276355482
Position 3115: 0.0006140385185270242
Position 1341: 0.0006062374269877016
Position 2273: 0.0005998009510449548
Position 5280: 0.0005790114396498838
Position 3368: 0.0005720772691919101
Position 2300: 0.0005657133743070113
Position 1448: 0.0005547850235922211
Position 1575: 0.0004519295096642438
Position 2497: 0.0004282984727345624
Position 2824: 0.0004186932468425538
Position 2748: 0.0003892494198304554
Position 497: 0.00037612701459190833
Position 2525: 0.0003462065273034969
Position 3260: 0.00034447768897184717
Position 2665: 0.0003203229726989642
Position 1572: 0.00031578390927004607
Position 2026: 0.0003012236994738552
Position 1510: 0.0002992631210289863
Position 3129: 0.0002856697168934831
Position 3596: 0.00028127189291068586
Position 1738: 0.0002775942016801128
Position 4350: 0.00026779995261638995
Position 666: 0.00024115089825361218
Position 592: 0.00023757760562991657
Position 2972: 0.00023388969028962067
Position 4556: 0.00022801445575918033
Position 1455: 0.00022770694578570636
Position 1926: 0.00022512169963678102
Position 1515: 0.00022086937923862396
Position 1523: 0.00021277443484650854
Position 6558: 0.00020216425678587692
Position 3983: 0.00018263805164580864
Position 3463: 0.00016313760713039548
Position 608: 0.0001550081356813639
Position 1707: 0.0001511302959276859
Position 903: 0.00014439210401839917
Position 1891: 0.00013695483384566187
Position 2512: 0.0001305980198811107
Position 3821: 0.00012485818876717357
Position 595: 0.00012357452563089666
Position 3098: 0.00011875645360612223
Position 1902: 0.00011172248610214283
Position 3410: 0.000111539008935753
Position 1269: 0.00010144940194658861
Position 1494: 0.00010059663018566893
Position 1720: 9.740999660469942e-05
Position 2185: 9.588699408806663e-05
Position 209: 8.705436380646886e-05
Position 444: 7.485501346312704e-05
Position 2010: 7.071095234278161e-05
Position 237: 7.026129355377078e-05
Position 2355: 6.867511944582425e-05
Position 1302: 6.660390368398005e-05
Position 2161: 5.922966180763578e-05
Position 2468: 5.8785560258060906e-05
Position 1988: 5.0205067783609344e-05
Position 2241: 4.9693995681945374e-05
Position 1361: 4.442908755825253e-05
Position 887: 3.8709156040576664e-05
Position 1626: 3.783887987688667e-05
Position 1090: 3.76098695335789e-05
Position 254: 2.7954255768837967e-05
Position 679: 2.2899507917096134e-05
Position 1409: 1.550414007259636e-05
Position 216: 1.1781121831428078e-05
Position 259: 1.0887543576724018e-05
Position 1731: 6.7701791705113144e-06
Position 1380: 5.827193204819392e-06
Position 818: 3.7770319053886403e-06
Position 1338: 2.8924339477470996e-06
Position 2550: 2.670341901978945e-06
Position 1086: 2.6433861435607716e-06
Position 1609: 2.4503798605977267e-06
Position 1613: 2.0867065985519346e-06
Position 261: 1.5508111187563987e-06
Position 1692: 1.5438970657189446e-06
Position 1767: 1.2681925670666757e-06
Position 292: 1.1971909486753592e-06
Position 186: 8.240519370440632e-07
Position 1769: 4.880729362178862e-07
Position 1039: 4.319773435651414e-07
Position 544: 1.1363058261845899e-07
Position 725: 1.1100669501722622e-07
Position 979: 4.9961736594674995e-08
Position 825: 3.647210798834692e-08
Position 573: 3.4357275041665365e-08
Position 567: 2.6180565098226756e-08
Position 555: 1.813654344159572e-08
Position 624: 1.3851260925745376e-08
Position 736: 1.3096405330242994e-08
Position 1222: 9.078175542620547e-09
Position 151: 5.7144211289141605e-09
Position 577: 4.553015439586118e-09
Position 613: 3.5875430540371848e-09
Position 685: 2.976380616815278e-09
Position 131: 7.281268109361133e-10
Position 121: 4.3967899974203444e-10
Position 114: 2.4387922143695116e-11
Position 94: 2.0329853915510042e-11
Position 101: 1.677693934168756e-12
Position 99: 6.503414840187045e-13
