Gene = Atrip
index = 154
Annotated 5SS: [  370  1518  2407  4846  6372  7108  8159  8997 12593 13015 13496 13862]
Annotated 3SS: [ 1386  2235  4726  6213  7005  8031  8324 12455 12922 13414 13611 14215]
SMsplice 5SS: [  370  2407  4846  7108  8159 12593 13015 13569 13862]
SMsplice 3SS: [ 2235  4726  7005  8031 12455 12922 13414 13643 14090]
top_k =  500
Partition function (log Z): 10.23677983886792

Sorted 5' Splice Sites (High to Low Probability):
Position 4846: 0.9999030120966265
Position 12593: 0.9922481594871788
Position 8159: 0.9356078720188905
Position 7108: 0.8395785576073878
Position 2407: 0.8083034449372023
Position 13015: 0.7643543428150199
Position 370: 0.7367328925682024
Position 13862: 0.7241958358595993
Position 13496: 0.5837552355888477
Position 1518: 0.51784808237854
Position 2837: 0.36767887036700375
Position 5643: 0.3251129021887494
Position 13569: 0.3016361935869623
Position 4344: 0.2611522485535092
Position 6372: 0.24456629617707953
Position 5301: 0.23484189571553454
Position 10478: 0.2249490135870055
Position 4657: 0.21062085672608177
Position 271: 0.20324867464715518
Position 9155: 0.13274035791710076
Position 569: 0.13126109810990577
Position 4175: 0.1081760141233776
Position 13804: 0.10316087228874492
Position 895: 0.10150707517948473
Position 12411: 0.07236614831110477
Position 1951: 0.0702630552395061
Position 13255: 0.05898918081957405
Position 13573: 0.05804528966241384
Position 6632: 0.052223939006253606
Position 8997: 0.05219121959752662
Position 13244: 0.036688098976979555
Position 11071: 0.036600551121857255
Position 5711: 0.034985564319376244
Position 426: 0.034602898905939004
Position 8912: 0.030468060551806717
Position 941: 0.02978193484800248
Position 5051: 0.029555712024188555
Position 114: 0.025654506367241658
Position 2171: 0.023827274246699295
Position 14128: 0.016379016965486663
Position 13564: 0.016198809203927352
Position 13133: 0.00892277578370066
Position 4230: 0.0073176851180327285
Position 1398: 0.006240787990729897
Position 184: 0.006139780371612998
Position 7807: 0.0060709286706327175
Position 5567: 0.005731388456097956
Position 10274: 0.0054388827522646194
Position 13794: 0.004764227580743741
Position 13530: 0.004679622872300968
Position 1942: 0.0045385095823839055
Position 4326: 0.0038050177511029224
Position 9171: 0.0036806305774845062
Position 13657: 0.00345936966895466
Position 466: 0.0030808585735464487
Position 2134: 0.002764529957384526
Position 824: 0.00273944318645602
Position 9286: 0.002614826136068905
Position 12813: 0.0025348670918929083
Position 5059: 0.00167735163164861
Position 5254: 0.0014953432314371907
Position 10218: 0.0014050062958090056
Position 9304: 0.0013630429040528344
Position 2849: 0.0013092262020941681
Position 9860: 0.0011685415426925397
Position 9851: 0.0008853210692978966
Position 9817: 0.0008693303188066787
Position 5117: 0.000704102826489924
Position 2596: 0.0006875991353304272
Position 1915: 0.0006296571797618709
Position 5279: 0.0004820902215920652
Position 1081: 0.00045947660078871614
Position 13415: 0.000433986197727301
Position 4236: 0.0004010964995845175
Position 13816: 0.0003990208724848858
Position 4142: 0.000376384219748511
Position 5969: 0.0003694416193062836
Position 5025: 0.0003616080147685664
Position 1387: 0.0001769630300614684
Position 10037: 0.0001539879694829185
Position 47: 0.00014841357787138095
Position 188: 7.120522198116333e-05
Position 107: 5.572180880516389e-05
Position 4841: 5.211384976019463e-05
Position 348: 4.130875332385022e-05
Position 365: 3.815492084775836e-05
Position 160: 3.60407066947841e-05
Position 374: 2.877806734240134e-05
Position 664: 2.5554283718159436e-05
Position 341: 2.33313930435596e-05
Position 13783: 2.0947252540936884e-05
Position 648: 1.4207147284804215e-05
Position 402: 1.2060477194284253e-05
Position 343: 1.0805321399093782e-05
Position 480: 1.0104179813789248e-05
Position 405: 6.443154259097461e-06
Position 323: 5.835424028802785e-06
Position 686: 5.591118567157777e-06
Position 117: 5.573168197735925e-06
Position 246: 5.080768332210774e-06
Position 4832: 4.179633430899795e-06
Position 90: 3.0701362648286992e-06
Position 81: 2.876547758391561e-06
Position 655: 2.4825855175252418e-06
Position 4869: 2.3695411523100934e-06
Position 558: 2.2578226700785798e-06
Position 13995: 1.9230164960461372e-06
Position 653: 1.6603057653705177e-06
Position 13534: 1.3402361223597576e-06
Position 539: 9.585739617351324e-07
Position 442: 6.182842369786198e-07
Position 69: 5.438585753473953e-07
Position 4967: 2.601280866613794e-07
Position 1076: 1.3878712752511058e-07
Position 8121: 9.984555747308843e-08
Position 5027: 1.653143888211602e-10
Position 5012: 1.3083288903439126e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4726: 0.966891211748498
Position 13414: 0.9615917655552184
Position 8031: 0.9245387299478055
Position 13643: 0.6084775158663379
Position 12455: 0.53676938456793
Position 12922: 0.5097109042206518
Position 12486: 0.4489708030019577
Position 2235: 0.43361608920776445
Position 1386: 0.38059448060878853
Position 2715: 0.35751610860953387
Position 7005: 0.3104007770001852
Position 14090: 0.29904052352160115
Position 13611: 0.29813873280954367
Position 13938: 0.2743543049317728
