Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  500
Partition function (log Z): -0.3279115865277993

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.9809356101233735
Position 87: 0.9437329027503706
Position 5332: 0.9069546783988948
Position 1342: 0.8159104734873883
Position 3602: 0.7457960938565091
Position 481: 0.2615932898671864
Position 1851: 0.13179811474845263
Position 7362: 0.10053565368724189
Position 3417: 0.054374659593517775
Position 6565: 0.03849030356922436
Position 6373: 0.03384575472763201
Position 5771: 0.030779410197721093
Position 7859: 0.026595281724069907
Position 1430: 0.02548641670722743
Position 5802: 0.024851616956793054
Position 447: 0.01849926771846973
Position 7615: 0.015537628107558337
Position 7058: 0.012228524224052238
Position 2153: 0.00973827300574186
Position 659: 0.007670025034440729
Position 1331: 0.006592753092754301
Position 1963: 0.006073020209411443
Position 49: 0.004647061597631837
Position 5030: 0.004388205188079095
Position 343: 0.003873554821297664
Position 64: 0.0037054675661329826
Position 1693: 0.003266598686841708
Position 1859: 0.0031881539115726264
Position 4217: 0.003087729167782142
Position 2158: 0.00287457131490559
Position 7118: 0.0025177008069311928
Position 1855: 0.002513905514972439
Position 4320: 0.002350391718387804
Position 5008: 0.002178880439218475
Position 3892: 0.0017562555143966763
Position 1442: 0.0013372011358399726
Position 6760: 0.001204540836555953
Position 106: 0.001090438758881705
Position 97: 0.0009495823772629458
Position 4644: 0.0008019673350892096
Position 6021: 0.0007593896090200603
Position 2222: 0.0007431196784779106
Position 3791: 0.0006820100218300726
Position 2475: 0.0006345064643396136
Position 406: 0.0006280298002388353
Position 899: 0.0005914407068988143
Position 2067: 0.0005906313511530061
Position 5336: 0.000531339249368101
Position 5691: 0.0005253306990613213
Position 3087: 0.0005201358464070937
Position 613: 0.0005122660246820926
Position 1868: 0.0005061652030008312
Position 1272: 0.00045284732448398903
Position 6048: 0.000434974832672688
Position 1041: 0.0004273025461600707
Position 3811: 0.00038576955664622553
Position 451: 0.0003589958191475305
Position 4131: 0.00035312394193111145
Position 692: 0.0003400719720564129
Position 3145: 0.0003385282711129801
Position 43: 0.00033574646222548856
Position 941: 0.0003293059610599554
Position 1439: 0.00031630984526572934
Position 4534: 0.00030986006540714413
Position 1904: 0.00023702459005083405
Position 1679: 0.00018166107683877252
Position 4340: 0.00016732108195036276
Position 1175: 0.0001543420660879251
Position 244: 0.00015109872249435163
Position 4514: 0.00014251981512361593
Position 412: 0.00013706614324987784
Position 870: 0.00013340988768200437
Position 676: 0.00010668840772530082
Position 5462: 4.7998916594443436e-05
Position 1350: 2.0832228503719818e-05
Position 1224: 1.673129276147859e-05
Position 136: 1.661739682324291e-05
Position 121: 1.3791073821351827e-05
Position 1893: 7.925812620271859e-06
Position 41: 5.512786239438293e-06
Position 196: 1.3569056076116006e-06
Position 47: 9.558687020557227e-07
Position 560: 6.452054183871979e-07
Position 207: 5.518608908406935e-07
Position 190: 4.6062488922855083e-07
Position 149: 4.5939291833560375e-07
Position 248: 2.1964390928849163e-07
Position 250: 1.6910915714128663e-07
Position 230: 1.492489508759417e-07
Position 238: 3.678799788985396e-08
Position 370: 1.9877887766717556e-08
Position 298: 1.337809693779756e-08
Position 242: 1.0524459875289698e-08
Position 587: 7.18335495536614e-10
Position 272: 2.369103991273149e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3707: 0.9681518106621614
Position 5250: 0.868811865346117
Position 8059: 0.7871100601000254
Position 1260: 0.565452581537775
Position 3501: 0.30915788941164185
Position 1129: 0.20279289476319345
Position 255: 0.19183227079019174
Position 3322: 0.1188233616666014
Position 3525: 0.07268184298180065
Position 1767: 0.06806139460455699
Position 3464: 0.06640212581280948
Position 3578: 0.061993312554174854
Position 3283: 0.055461137206310095
Position 1719: 0.05260790564813843
Position 3400: 0.052537388048094845
Position 7480: 0.04652932746564202
Position 6266: 0.04503305473544703
Position 3298: 0.04219404649223634
Position 5581: 0.038795651902251205
Position 5208: 0.03707026542942237
Position 7525: 0.03340244691601275
Position 6844: 0.03269565921504836
Position 7292: 0.02635818761300937
Position 6343: 0.024722300360149906
Position 7213: 0.023599539833110156
Position 1227: 0.020178721652593583
Position 5612: 0.019787002903207743
Position 7324: 0.019307893482806347
Position 7147: 0.015823148978058983
Position 1216: 0.015722632893876484
Position 1286: 0.015198962586469538
Position 1723: 0.013773765030212526
Position 2032: 0.013477689395157868
Position 7432: 0.013387406346016551
Position 7766: 0.013193836318763284
Position 426: 0.01287253163948332
Position 7483: 0.012544838106739599
Position 318: 0.01187987450870219
Position 7987: 0.011676648204756699
Position 3363: 0.011541318384265097
Position 3467: 0.010531589609411467
Position 388: 0.010413832867678038
Position 3729: 0.010369821976004718
Position 1133: 0.010353564804965205
Position 6473: 0.009753231285625245
Position 1213: 0.009324152187696923
Position 6903: 0.00894931698818279
Position 8130: 0.008039180566935228
Position 7254: 0.0077192212314716015
Position 5635: 0.007712943235428717
Position 5632: 0.00743381196836832
Position 6442: 0.0073647227697032245
Position 4976: 0.0065282300978564784
Position 1738: 0.006495282977149074
Position 178: 0.006136962235659551
Position 230: 0.0060280995355578345
Position 5408: 0.005264521572297859
Position 7228: 0.005210212092310865
