Gene = Trip4
index = 1142
Annotated 5SS: [  238 10300 11980 23749 27786 29602 33846 35578 42205 44473 50431 51353
 55851 57310 69742]
Annotated 3SS: [10147 11745 23428 27615 29467 33632 35498 42074 44256 50303 51164 55725
 57217 69638 75227]
SMsplice 5SS: [  238  6859 11980 23573 27786 29602 35578 42205 42790 44473 45788 46118
 50431 51353 54677 55851 57310]
SMsplice 3SS: [ 6628 11745 23502 27615 29467 35498 42074 42677 44256 45673 45966 50303
 51164 54597 55758 57217 75227]
top_k =  500
Partition function (log Z): -42.979139856306055

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9680837403579644
Position 6859: 0.8086504654231292
Position 11980: 0.7345031440736479
Position 9679: 0.5027758092394585
Position 1107: 0.46901761317159923
Position 2219: 0.3060854732430619
Position 4889: 0.14185484015528704
Position 708: 0.06888265857641283
Position 7187: 0.058850671036073866
Position 9932: 0.04221540516516631
Position 6558: 0.03632686704339929
Position 9946: 0.03397118753644287
Position 9552: 0.03389690237127173
Position 6081: 0.028484468501423277
Position 6440: 0.026263521123652496
Position 9593: 0.025335251811451402
Position 234: 0.02329199600838594
Position 10582: 0.020179652050767636
Position 943: 0.00984737015976483
Position 10179: 0.008558010582143383
Position 1184: 0.008059056504856856
Position 6125: 0.005614369239561512
Position 1004: 0.005127580602551603
Position 11837: 0.003613948554557405
Position 11917: 0.0032701067224826974
Position 422: 0.0026672570498151404
Position 7027: 0.0021377347039972356
Position 1948: 0.0013096414115055962
Position 1896: 0.0009693863655769658
Position 486: 0.0009076577213013928
Position 1952: 0.00041123592312326297
Position 9511: 0.0004032463149089586
Position 838: 0.00034306976274035584
Position 229: 0.0003036912713646127
Position 683: 0.00027405958113356217
Position 499: 0.0002569265934461597
Position 817: 0.00020534600054235598
Position 2415: 0.0001781677327039139
Position 649: 0.0001660341463605551
Position 4257: 0.00015393828636426843
Position 1911: 0.0001501641553529413
Position 4664: 0.00014164484336732483
Position 7191: 0.0001283202746861288
Position 7201: 0.00012548630021497924
Position 9997: 0.00010864143630301782
Position 7324: 9.898542912634932e-05
Position 246: 8.935297406115625e-05
Position 7239: 8.313608562483751e-05
Position 1421: 7.286880174434375e-05
Position 221: 6.616653748673096e-05
Position 536: 6.592502463489395e-05
Position 9664: 6.32876827487319e-05
Position 865: 3.292057203906179e-05
Position 24: 3.1111551238592886e-05
Position 8: 2.3752207400041703e-05
Position 570: 2.095489554241547e-05
Position 1683: 2.082537425012173e-05
Position 436: 1.719735414339645e-05
Position 137: 1.6776877998785977e-05
Position 159: 1.6730622978479273e-05
Position 364: 1.60011984360412e-05
Position 28: 1.4818544009928496e-05
Position 786: 9.761199763707377e-06
Position 712: 9.585874665003012e-06
Position 1148: 6.081235738023493e-06
Position 9829: 5.63661800479731e-06
Position 201: 5.072577096008954e-06
Position 1195: 4.3918249448018716e-06
Position 1141: 4.335124190105879e-06
Position 1126: 3.4072771820813766e-06
Position 251: 3.159167125907722e-06
Position 170: 1.724736980275828e-07
Position 173: 1.1241327747963961e-07
Position 304: 1.042431841240141e-07
Position 1089: 9.502821880082176e-08
Position 344: 5.1462340252541375e-08
Position 314: 4.9042923510660014e-08
Position 261: 4.4966046431631084e-08
Position 501: 4.014531849027533e-08
Position 312: 2.870719835217767e-10
Position 378: 1.377100974437705e-10
Position 399: 2.036929011880681e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6628: 0.7821985922135416
Position 11745: 0.7750322881080798
Position 9508: 0.4873881354379275
Position 1003: 0.4558214967177523
Position 23502: 0.4557704332128164
Position 15103: 0.2653016002269689
Position 2028: 0.1461218287633646
Position 4794: 0.13976316719583232
Position 9794: 0.11849930093660145
Position 9349: 0.08356847150730595
Position 7101: 0.056066242753657174
Position 2120: 0.05273715816388745
Position 15870: 0.05094158857982703
Position 569: 0.047965001548597126
Position 10147: 0.041406160828557276
Position 13202: 0.034821312865491394
Position 6334: 0.033679905591846415
Position 15126: 0.03236833237340018
Position 1809: 0.030125620453881046
Position 2072: 0.02933147697498809
Position 6425: 0.028301239490946626
Position 6643: 0.02197204829482778
Position 6034: 0.019830834603130308
Position 1855: 0.018037377920363945
Position 10434: 0.016740446928730064
Position 12057: 0.01458016520493169
Position 6006: 0.013629595190899934
Position 924: 0.013451442787503086
Position 1889: 0.01121018734137857
Position 2196: 0.011144083549453917
Position 589: 0.010322249445045435
Position 18212: 0.008019865245376357
Position 2043: 0.007409673890180172
Position 15205: 0.006787409107950996
Position 15162: 0.006745412778570238
Position 957: 0.005421335335834777
Position 522: 0.004899763102409041
Position 905: 0.004563916692241418
Position 6624: 0.004179549092980789
Position 6967: 0.003213627706709041
Position 853: 0.002940283175821256
Position 962: 0.0028555427005595843
Position 9471: 0.0028151454483623835
