Gene = Mgmt
index = 678
Annotated 5SS: [    74  56791 191496 227015]
Annotated 3SS: [ 56653 191334 226874 233270]
SMsplice 5SS: [    74  34360  36302  37483  42540  56791  70084  73334  78815  93761
  98973 111182 116083 130043 135086 152685 154466 169528 191496 223529
 227015 233201]
SMsplice 3SS: [ 34204  36178  37095  42434  56653  69951  73197  78683  93663  98818
 111098 116004 129937 134963 152584 154324 169392 191334 223424 226874
 232992 233270]
top_k =  500
Partition function (log Z): -142.46991227670938

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9924813984281413
Position 8887: 0.28526295069512875
Position 7105: 0.06558492387361727
Position 10980: 0.06502627206766695
Position 6009: 0.05715243942897699
Position 6044: 0.05128370746635395
Position 8800: 0.03326108050480464
Position 316: 0.023492420238665532
Position 2783: 0.020013204067960925
Position 3355: 0.012742367197109316
Position 4832: 0.01184265014647568
Position 8897: 0.008897781582760996
Position 791: 0.006547236531443975
Position 7373: 0.0058944554102835
Position 3375: 0.0034208501422594646
Position 346: 0.002703775668726316
Position 4920: 0.0019473949365492666
Position 1199: 0.0016695948236902084
Position 5320: 0.0014359182760412374
Position 4916: 0.0013507060644245856
Position 5997: 0.001285255447438387
Position 4664: 0.001141450934321807
Position 638: 0.0008905014553828432
Position 898: 0.0007322370055379629
Position 2070: 0.0006984970266778899
Position 3592: 0.0006311336509457628
Position 5993: 0.0005862866283166343
Position 5717: 0.0005458935909094224
Position 1705: 0.0003762869606275017
Position 245: 0.0003236142513142759
Position 357: 0.0003157420348162555
Position 5097: 0.00020505065116479604
Position 2767: 0.00020337385325281806
Position 4997: 0.0001980444046080698
Position 5614: 0.00019444304012997772
Position 3596: 0.00018782455293691623
Position 224: 0.00016042294024504406
Position 652: 4.9672210123239475e-05
Position 295: 3.7120288793355885e-05
Position 1136: 3.240681307640367e-05
Position 578: 1.2833720257431116e-05
Position 887: 7.252140160497097e-06
Position 2908: 4.539907567715333e-06
Position 657: 2.3795978305275186e-06
Position 665: 2.1741898831284052e-06
Position 78: 1.8155550212111454e-06
Position 14: 1.6547399837836928e-06
Position 37: 1.2117421390372407e-06
Position 671: 9.703464938920246e-07
Position 192: 8.282931993704212e-07
Position 120: 7.763669924423295e-07
Position 133: 7.323844083215247e-07
Position 91: 7.114860490270064e-07
Position 93: 6.650411644218609e-07
Position 146: 2.6597180572601584e-07
Position 62: 2.0002383728806157e-07
Position 257: 1.1699814839212908e-07
Position 236: 1.1371647570070965e-07
Position 136: 7.167318269187852e-08
Position 55: 6.671727438222968e-08
Position 42: 4.6525269947830786e-08
Position 149: 3.884855540371086e-08
Position 35: 3.6828556135709146e-08
Position 49: 2.4408742614479268e-08
Position 228: 1.0678036411628052e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10785: 0.3310194814142296
Position 11838: 0.2189976667882426
Position 8726: 0.17281617798987411
Position 8790: 0.15225390169267738
Position 5888: 0.13862334085162095
Position 6740: 0.08984109563562799
Position 10666: 0.08193028393068935
Position 13939: 0.06118268899230808
Position 11141: 0.03764562809947231
Position 175: 0.03506342676016772
Position 6777: 0.02729546748576649
Position 6908: 0.02442207298519426
Position 3286: 0.023986687466256276
Position 10332: 0.02326944285853474
Position 8662: 0.01768662381138694
Position 7009: 0.015549802216476689
Position 4497: 0.015479138155249485
Position 9839: 0.0140629568408096
Position 7987: 0.013454239293318227
Position 4660: 0.011974757898416202
Position 2648: 0.011617775264942443
Position 10243: 0.010084782156546932
Position 10707: 0.009269494861738897
Position 10643: 0.008856899600291778
Position 10366: 0.008695381116694312
Position 9341: 0.0076407880402861224
Position 9041: 0.0073601991855821065
Position 7193: 0.007196994788904046
Position 6936: 0.006571646108961278
Position 5572: 0.005723330333378395
Position 2664: 0.005689493407336398
Position 276: 0.003978161919495842
Position 385: 0.003938533448874474
Position 197: 0.00290947034305049
Position 5937: 0.002886475703800871
Position 2716: 0.0026001990618282557
Position 7290: 0.0022048022641745165
Position 4169: 0.0020159730072485922
Position 5251: 0.0016889696074566724
Position 703: 0.001679026047438362
Position 8407: 0.0016637376728422773
Position 2581: 0.0016584656967794382
Position 8218: 0.0016359623919861245
Position 790: 0.0015538282455961306
Position 6154: 0.00154522085629638
Position 4625: 0.001498025338635344
Position 6008: 0.0013421560947023579
Position 2413: 0.0012774553388186622
Position 1095: 0.0012583863233081496
Position 1616: 0.0011541256724658005
Position 1274: 0.0011421786919847611
Position 8037: 0.001088239272995157
Position 1981: 0.0009425872163657066
Position 7472: 0.0009042179228659454
Position 7574: 0.0008726255846436042
Position 315: 0.0008393385752545378
Position 3892: 0.0007758052372406453
Position 7939: 0.0007465502448894826
Position 5012: 0.0007109014069936726
Position 3454: 0.0007004481600654509
Position 5585: 0.0006755389116782542
Position 4230: 0.0006745976093225048
Position 6571: 0.0006740097319962067
Position 6851: 0.0006502002548117984
Position 1367: 0.0006459226582831517
Position 1951: 0.0006302235461146509
Position 4882: 0.0006271590451023578
Position 7596: 0.0006205417164850592
Position 6659: 0.0006161098919088979
Position 3956: 0.0006143293769214251
Position 5755: 0.0005734198551283337
Position 6824: 0.0005579759642200745
Position 1149: 0.0005573278670657975
Position 3495: 0.0005355071556864233
Position 4831: 0.000512644123835084
Position 3258: 0.00047733332740401826
Position 3429: 0.0004696911901275289
Position 1222: 0.00046957769551079164
Position 2980: 0.0004389979469400155
Position 4970: 0.0004296536669739659
Position 4338: 0.0004157317306718014
Position 6384: 0.00038814684193323745
Position 647: 0.0003681191472944458
Position 5644: 0.0003118869944591902
Position 4204: 0.00030398859673134103
Position 5696: 0.0002700494649295657
Position 4408: 0.00025850590270162435
Position 931: 0.0002239877227665721
Position 1915: 0.0002163462396817953
Position 5546: 0.00021227508277346793
Position 1448: 0.000207316925440183
Position 1586: 0.00019662157653276848
Position 3354: 0.0001893190964442809
Position 3915: 0.00018339070425451236
Position 4860: 0.00018173714323597062
Position 746: 0.0001790027027244402
Position 2806: 0.00016336627315128723
