Gene = Iqcd
index = 587
Annotated 5SS: [   72 11816 13537 16178]
Annotated 3SS: [11004 13302 16105 17611]
SMsplice 5SS: [   72 13438 16178]
SMsplice 3SS: [13302 16105 16813]
top_k =  500
Partition function (log Z): -15.80600870491516

Sorted 5' Splice Sites (High to Low Probability):
Position 72: 0.9241408694658496
Position 13438: 0.3515490185483523
Position 9481: 0.16102543749966333
Position 11111: 0.11810323781615373
Position 9106: 0.0972587178757193
Position 252: 0.06192493469028322
Position 5505: 0.060283363425983234
Position 2206: 0.056819336949811894
Position 13537: 0.04895449338743721
Position 9335: 0.029956322155256867
Position 3364: 0.02928611680063929
Position 7623: 0.028139578533369635
Position 421: 0.025433538007642965
Position 5761: 0.02343884935288171
Position 4080: 0.022715039877469353
Position 7154: 0.022561610437835042
Position 4965: 0.01851419365725882
Position 3696: 0.01642676977075152
Position 3939: 0.014741334369819722
Position 3643: 0.013560527873600604
Position 3756: 0.010408939111179691
Position 4547: 0.010034022700340704
Position 3406: 0.009923925720398317
Position 3710: 0.008250650912961061
Position 5349: 0.007478372971692174
Position 5033: 0.007053015808093007
Position 4582: 0.004912219961059446
Position 367: 0.0047461415774403245
Position 434: 0.004438681535493357
Position 1952: 0.002621135488562943
Position 6903: 0.0022940290855919046
Position 911: 0.002217314223610011
Position 6223: 0.00221423025211933
Position 189: 0.002120903007798071
Position 383: 0.0010867380952073722
Position 1307: 0.0010364687847123993
Position 7142: 0.0008561799440501565
Position 1634: 0.0008306943699626549
Position 379: 0.0006903662587084042
Position 759: 0.000588003621316475
Position 3963: 0.0005187422525559266
Position 118: 0.0005044860486980867
Position 3731: 0.0001825471769514814
Position 898: 0.00015502667818560295
Position 453: 0.0001431070210426388
Position 4314: 0.00013130506577883989
Position 787: 0.00011963824945712859
Position 698: 0.00011551852980397793
Position 1448: 0.0001101621909316964
Position 2365: 9.265732223880232e-05
Position 1891: 8.23610094254174e-05
Position 3623: 5.784694920328573e-05
Position 2708: 5.4168230187374086e-05
Position 2163: 5.292451005870256e-05
Position 1885: 4.8390884241479235e-05
Position 1196: 4.584423007606644e-05
Position 769: 4.196003356668205e-05
Position 134: 3.215712356988347e-05
Position 625: 3.1593417443113904e-05
Position 1784: 2.4688071620006934e-05
Position 845: 2.3903554028328458e-05
Position 285: 2.3488585498089108e-05
Position 1957: 2.2311545640333175e-05
Position 154: 4.556731938489364e-06
Position 76: 3.6265020316995312e-06
Position 40: 3.472230636281433e-06
Position 107: 2.3774493495499993e-06
Position 129: 1.7278519110703378e-06
Position 29: 1.679677804663206e-06
Position 109: 1.3692781651178092e-06
Position 894: 4.926498726110196e-07
Position 500: 4.0949786692475753e-07
Position 219: 1.5458858253718533e-07
Position 177: 6.34831064977949e-08
Position 1629: 1.9348109544227957e-08
Position 352: 5.200254543254194e-09
Position 402: 3.617544512682431e-09
Position 268: 2.9589938763658166e-09
Position 438: 6.522502659215265e-10
Position 393: 4.829555890984123e-10
Position 304: 5.491643081516441e-11
Position 336: 4.7084498971906704e-11
Position 341: 4.6462767374090934e-11
Position 280: 3.046477198342154e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 13302: 0.4892308681316676
Position 9191: 0.40705813203369834
Position 14193: 0.37917897828825475
Position 11004: 0.15493540395073044
Position 8948: 0.09977811446792896
Position 5187: 0.08277152047093377
Position 3538: 0.06539996660922387
Position 14869: 0.06411288006615642
Position 2097: 0.05409887332749321
Position 4709: 0.035176714453754115
Position 3851: 0.03349866314834871
Position 7224: 0.03287983871427589
Position 9511: 0.03195234163554
Position 3137: 0.026389485172342055
Position 151: 0.02459326017418825
Position 7026: 0.02437903101306245
Position 10732: 0.02213322352223872
Position 4379: 0.02162631492312333
Position 7474: 0.015473479887875714
Position 3298: 0.013987760178515817
Position 7263: 0.013685731155346485
Position 3810: 0.012490609925902544
Position 5582: 0.011829812073956338
Position 5630: 0.011252703128761218
Position 10761: 0.011019580757032903
Position 9391: 0.005736793396051791
Position 230: 0.005597996759343618
Position 10408: 0.004892149077364982
Position 5607: 0.004560824470391063
Position 2044: 0.004294169803238717
Position 5252: 0.00404180573815901
Position 4847: 0.0037712242839729802
Position 7315: 0.0035413873178938558
Position 1783: 0.0033354562567835468
Position 5212: 0.0033148915478653463
Position 2102: 0.003201042467329304
Position 3687: 0.003021234943931101
