Gene = Defb18
index = 329
Annotated 5SS: [70]
Annotated 3SS: [782]
SMsplice 5SS: [70]
SMsplice 3SS: [782]
top_k =  500
Partition function (log Z): -10.524154839660447

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.8928238196118969
Position 581: 0.14438884080503994
Position 447: 0.007565702584522119
Position 541: 0.002809216133761999
Position 196: 0.0021800458779801376
Position 286: 0.0016163574935679843
Position 180: 0.0015627208138803762
Position 326: 0.0015069756791208813
Position 61: 0.000754266198888357
Position 39: 0.0007060091024725438
Position 51: 0.0006366058123658078
Position 628: 0.0006048972987372726
Position 75: 0.0005698454196114598
Position 53: 0.0005231268218596949
Position 232: 0.00047290742624272157
Position 417: 0.00012748934166923162
Position 836: 8.486439974391522e-05
Position 208: 7.335808825165564e-05
Position 58: 6.149021835229902e-05
Position 224: 5.9424971874660914e-05
Position 294: 4.1296967797583155e-05
Position 110: 2.7465905307051752e-05
Position 603: 1.3843685274028213e-05
Position 258: 1.0108260981500078e-05
Position 20: 9.31462987912702e-06
Position 175: 7.328564741141798e-06
Position 381: 6.917686829882263e-06
Position 354: 6.285129242990087e-06
Position 407: 5.208260970971727e-06
Position 843: 4.658271190108515e-06
Position 806: 4.0628025862167305e-06
Position 572: 3.0695194981659467e-06
Position 402: 9.437341813115327e-08
Position 315: 8.937943911177007e-08
Position 532: 4.63806043179111e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 782: 0.6102546543248909
Position 621: 0.12679632802643312
Position 329: 0.05440369482642459
Position 417: 0.0494187751052643
Position 354: 0.04281060581714696
Position 790: 0.03760509670413929
Position 580: 0.02707567885894617
Position 463: 0.023202543716133794
Position 280: 0.0217718384824422
Position 326: 0.016417278280161363
Position 503: 0.014466216413245343
Position 541: 0.00806518094408998
Position 146: 0.006999226495128988
Position 375: 0.003729475060959029
Position 901: 0.0033404517903167868
Position 465: 0.002943837425260217
Position 389: 0.0014930593624927994
Position 626: 0.001415811901648402
Position 396: 0.0013681472396263772
Position 399: 0.0009743593456347842
Position 812: 0.0009141881599436021
Position 867: 0.0007354058994981975
Position 853: 0.0006019022401897141
Position 423: 0.00048597883955899413
Position 201: 0.0003805795633919871
Position 220: 0.00035689215439377515
Position 552: 0.00028491629748690747
Position 402: 0.0001368397276406376
Position 560: 0.0001343908113714623
Position 920: 0.00011093544856657892
Position 801: 0.00010380958808672279
Position 391: 9.149906433015606e-05
Position 432: 8.583163672190704e-05
Position 816: 5.5931073209339514e-05
Position 555: 4.587890265417514e-05
Position 517: 3.3265237676148376e-05
Position 393: 2.9638401705228953e-05
Position 937: 2.5779252510282186e-05
Position 159: 2.2677516103327545e-05
Position 805: 2.229854825456105e-05
Position 196: 2.0361572563924682e-05
Position 208: 1.0731337285357988e-05
Position 232: 8.368630310926188e-06
Position 874: 7.79459080092715e-06
Position 930: 7.789458014007908e-06
Position 427: 1.1921590111907136e-06
Position 425: 5.717619940136817e-07
Position 96: 5.130958251800288e-12
Position 103: 1.6008012582237365e-12
Position 101: 4.066661859941105e-13
