Gene = Gclm
index = 429
Annotated 5SS: [  555 10054 13735 16371 17246 19352]
Annotated 3SS: [ 9987 13649 16310 17042 19236 20670]
SMsplice 5SS: [  555 10054 13735 16371 17246 19352 20762]
SMsplice 3SS: [ 9987 13649 16310 17042 19236 20670 24029]
top_k =  500
Partition function (log Z): -2.46611900802826

Sorted 5' Splice Sites (High to Low Probability):
Position 13735: 0.9999999999999959
Position 17246: 0.9018368780523002
Position 19352: 0.8937978180856065
Position 16371: 0.8199031757214431
Position 555: 0.7596098378909389
Position 20762: 0.660441839133126
Position 18018: 0.4703101793378735
Position 807: 0.3936880287455361
Position 10054: 0.36899901537329405
Position 20524: 0.1755896919865628
Position 16240: 0.15293262880157107
Position 84: 0.13101695547840053
Position 16697: 0.1296199824612791
Position 16881: 0.07832553707678787
Position 19424: 0.07312193479025351
Position 20553: 0.06915138390245895
Position 3126: 0.061075728457732376
Position 16953: 0.03961563596183366
Position 1751: 0.03667286536224291
Position 22452: 0.03578185954679416
Position 14955: 0.033607364409416286
Position 20025: 0.03232779820214953
Position 22398: 0.027832423286655292
Position 11228: 0.027478090291120166
Position 631: 0.025491695085310902
Position 16885: 0.025451096967072765
Position 16851: 0.021867039129445244
Position 17805: 0.019453379279673843
Position 22432: 0.01762614666805383
Position 17843: 0.016425487668769785
Position 18143: 0.015237133278306551
Position 20068: 0.012216892156923276
Position 17868: 0.01109364728948963
Position 15366: 0.009129727595449293
Position 19968: 0.008440208826952098
Position 19555: 0.00742688254349796
Position 564: 0.006954752736182879
Position 16275: 0.006487023505712678
Position 16646: 0.004967246329864918
Position 23536: 0.0026323473772645063
Position 17111: 0.0024427936910516057
Position 17890: 0.0024219298471736825
Position 23477: 0.0023118032967951634
Position 19804: 0.0022122335625096735
Position 22467: 0.001995837348092699
Position 22317: 0.001893976532405856
Position 2553: 0.001572934149374314
Position 16253: 0.0014829658836039833
Position 18026: 0.0014479438962698842
Position 17918: 0.0012153644654297564
Position 1616: 0.00105749524052567
Position 19817: 0.0010296948959314183
Position 16921: 0.0010169980685261221
Position 64: 0.0009389422968333361
Position 17255: 0.0009346183253308594
Position 17665: 0.0008803390919385761
Position 58: 0.0008425449386235916
Position 19772: 0.0008248986864865971
Position 17352: 0.0007774370397103454
Position 668: 0.00064239292982271
Position 16978: 0.0006159926338969724
Position 15939: 0.0006118036722590088
Position 639: 0.0005881285487249749
Position 20492: 0.0005828520357189158
Position 89: 0.00037133396494427726
Position 20624: 0.00024706954497753314
Position 1871: 0.0001981553906621906
Position 824: 0.00018733065429034248
Position 21666: 0.00017929257854863405
Position 530: 0.0001706294454060578
Position 1973: 0.0001585572411463337
