Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [284]
SMsplice 3SS: [6974]
top_k =  500
Partition function (log Z): -7.559634759967391

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9744990459016475
Position 2259: 0.48893857831491094
Position 3279: 0.2327065702171479
Position 6473: 0.0730033195791427
Position 2023: 0.06975937241020914
Position 6072: 0.04659984799117896
Position 124: 0.039326590854587555
Position 2380: 0.0269496867640255
Position 7056: 0.023441486789427327
Position 6936: 0.019502886749752466
Position 6850: 0.018219809912028588
Position 4624: 0.014727292254573535
Position 4948: 0.01438169577575675
Position 4393: 0.0143639111634259
Position 2228: 0.0129470734608343
Position 1630: 0.009857689342070803
Position 4665: 0.008654201525157888
Position 3384: 0.008626379161885103
Position 2222: 0.007939418886920124
Position 3424: 0.007843821320070022
Position 3998: 0.007054682716243669
Position 883: 0.0067083588033264585
Position 7074: 0.006074996938114362
Position 5014: 0.005526004860338364
Position 6712: 0.005522929514201113
Position 118: 0.004520385566144342
Position 5429: 0.004427910048283486
Position 2094: 0.0031993165221672784
Position 464: 0.002620744396746529
Position 6404: 0.0024931902570323934
Position 6812: 0.0022557288328103387
Position 4698: 0.0018427288066633772
Position 4934: 0.0018311957580980508
Position 2216: 0.0016109316731243999
Position 1622: 0.0015980517319294945
Position 6755: 0.0014535025356909657
Position 6313: 0.0012922382219331188
Position 515: 0.001283823361376016
Position 598: 0.001145220098105734
Position 2651: 0.0009854592870756156
Position 1641: 0.0009683214641908577
Position 568: 0.0008029385857581793
Position 721: 0.0006242597144882914
Position 302: 0.0005095673921748834
Position 1672: 0.000445647983620638
Position 1362: 0.0003312246659568638
Position 172: 0.00032893412143814764
Position 777: 0.00032864521546892885
Position 1311: 0.0003025309520590483
Position 1130: 0.00020032752138549544
Position 1364: 0.00016202737135597483
Position 1924: 0.000144489019992054
Position 1316: 0.0001376844114672694
Position 157: 0.00012959511999125246
Position 960: 0.00011161811246909659
Position 1124: 0.0001115881237556423
Position 1292: 0.00010827698773920682
Position 1666: 9.045874791661047e-05
Position 311: 6.293633016940142e-05
Position 2665: 2.7236006943378264e-05
Position 7: 1.4014335317185192e-05
Position 151: 7.95430308928309e-06
Position 95: 6.512682625302124e-06
Position 159: 3.6176040245209736e-06
Position 430: 3.6010162048396157e-06
Position 207: 3.4506346962718558e-06
Position 300: 2.5383108495507812e-06
Position 326: 2.0160217981621906e-06
Position 1910: 1.421458143125884e-06
Position 999: 1.4214088108664055e-06
Position 1366: 1.326026102899146e-06
Position 1370: 1.3115100804870035e-06
Position 1368: 1.2724998452305531e-06
Position 2370: 1.1733029923453672e-06
Position 2234: 1.1211008156352335e-06
Position 1372: 9.443203399913229e-07
Position 1170: 8.16820353910009e-07
Position 1374: 7.710798877071264e-07
Position 1420: 5.596062951650891e-07
Position 840: 5.48898548721417e-07
Position 541: 5.458990170712754e-07
Position 1376: 5.296036722520599e-07
Position 1351: 5.223908333111675e-07
Position 824: 5.00098751294886e-07
Position 1378: 4.874838482438112e-07
Position 1416: 4.7264136803717984e-07
Position 875: 4.3320760426468074e-07
Position 1380: 3.78291236104207e-07
Position 11: 2.458931395813498e-07
Position 1382: 1.22062196605498e-07
Position 215: 8.472831380855742e-08
Position 9: 6.215539723403947e-08
Position 202: 1.7945494911645843e-08
Position 367: 2.1438736010359e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.6845528524763485
Position 2171: 0.5248165320982962
Position 3129: 0.1493008058559724
Position 6169: 0.12668537618298262
Position 6604: 0.1004901063080584
Position 3152: 0.0754674546452851
Position 7166: 0.06400490763345394
Position 6811: 0.04623524505660686
Position 5917: 0.04221814469466919
Position 1517: 0.03502348132470349
Position 4571: 0.03292468768576077
Position 4841: 0.023779648071812806
Position 2964: 0.019748166022668136
Position 6936: 0.01892675714197414
Position 213: 0.018590890769134796
Position 2156: 0.014952823818893618
