Gene = Apoc4
index = 132
Annotated 5SS: [ 175 2870]
Annotated 3SS: [2736 3166]
SMsplice 5SS: [175]
SMsplice 3SS: [2736]
top_k =  500
Partition function (log Z): -9.460901483650225

Sorted 5' Splice Sites (High to Low Probability):
Position 175: 0.9081079075000923
Position 2870: 0.1925139407322808
Position 2799: 0.10484966034265941
Position 621: 0.048808901008177696
Position 113: 0.026552595980689084
Position 1199: 0.01715216306934333
Position 2083: 0.015446451487506566
Position 2625: 0.01365480101953091
Position 255: 0.010699720867258572
Position 200: 0.008679038099389774
Position 162: 0.008637939429000306
Position 171: 0.007674869881075573
Position 2615: 0.006574549612439673
Position 2661: 0.004601263336536654
Position 243: 0.004591279948438721
Position 2649: 0.002220555438914103
Position 138: 0.0018895335567631474
Position 592: 0.0015857362390960979
Position 2644: 0.0015692304747782812
Position 2835: 0.001557282435498163
Position 2057: 0.0012556434682996363
Position 41: 0.0009017052628436824
Position 2040: 0.0007834726969019807
Position 2223: 0.0006756831467973373
Position 669: 0.0006301690434089138
Position 2127: 0.0005900490640804757
Position 2010: 0.0005763747133707712
Position 2210: 0.000407704650254089
Position 3136: 0.0002445053411568043
Position 239: 0.0002359290575667514
Position 2135: 0.0001499777621181965
Position 1162: 8.50890517539246e-05
Position 1670: 8.432333402953243e-05
Position 1429: 8.203321567220119e-05
Position 448: 1.766125831073774e-05
Position 150: 6.7043025452946935e-06
Position 247: 6.2212095577015395e-06
Position 896: 5.086213239765136e-06
Position 89: 4.966893246062952e-06
Position 485: 4.601128263432078e-06
Position 582: 3.907079635852251e-06
Position 366: 3.530834376855144e-06
Position 266: 2.229350255231296e-06
Position 463: 2.006392442867899e-06
Position 54: 1.9941775768730943e-06
Position 445: 1.931040221865662e-06
Position 384: 1.4238799953139252e-06
Position 281: 1.3911236208079602e-06
Position 392: 1.3071194881722013e-06
Position 550: 1.1878848280074032e-06
Position 343: 1.105258695885862e-06
Position 205: 1.0889293201520472e-06
Position 399: 1.0412200956737955e-06
Position 326: 9.653708689667849e-07
Position 884: 9.450008221769437e-07
Position 101: 8.89910420456432e-07
Position 460: 5.626923560701918e-07
Position 942: 4.244086137658905e-07
Position 155: 3.464010384164825e-07
Position 763: 2.8004492499037885e-07
Position 900: 1.8725239666981793e-07
Position 370: 1.8593389130961291e-07
Position 640: 1.7765033519098055e-07
Position 846: 1.6383978433687983e-07
Position 182: 1.1685632914848313e-07
Position 302: 9.281031337331498e-08
Position 49: 6.655157694271508e-08
Position 214: 8.483973695850835e-10
Position 20: 2.504940519848444e-11
Position 29: 2.023619005048082e-11
Position 586: 2.5736216059146405e-12
Position 227: 2.513636550446605e-12
Position 382: 7.484606130957076e-13
Position 364: 3.498004398486826e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2736: 0.5271914711695541
Position 3166: 0.16889683353313925
Position 1014: 0.11260952022452284
Position 2590: 0.09912943429320493
Position 3242: 0.08101798724218806
Position 1892: 0.0709226591843519
Position 1925: 0.044603945381364515
Position 3197: 0.042059223318782556
Position 1813: 0.02746326810722463
Position 540: 0.025717438500450416
Position 689: 0.01968387300027572
Position 2751: 0.018233011393270677
Position 3059: 0.016476608403012703
Position 3149: 0.0136352461031831
Position 3023: 0.012569047099471136
Position 3210: 0.012256920969050025
Position 522: 0.00997359209978261
Position 3129: 0.008671873659607622
Position 2689: 0.007007502360087292
Position 1141: 0.005506421367909108
Position 836: 0.004646831165180939
Position 1575: 0.00416606540456991
Position 1449: 0.0036826696560099
Position 2007: 0.003441883468033559
Position 1284: 0.00332194082833226
Position 1596: 0.0031368033131581752
Position 1358: 0.0030125388328375953
Position 3027: 0.002677315309514993
Position 380: 0.0023748921694265847
Position 3030: 0.0018798615391024814
Position 326: 0.0017614361042930311
Position 1339: 0.0017264368307330859
Position 3185: 0.0017071272841877373
Position 1859: 0.001555677457263424
Position 2785: 0.0014358972606438682
Position 3289: 0.0013602916573884631
Position 2660: 0.0013409958063758628
Position 239: 0.001339998292283193
Position 2316: 0.001265210747310333
Position 555: 0.0012196952198030573
Position 1363: 0.0011131262610941022
Position 3254: 0.0010953150262804565
Position 1018: 0.0010872773712115697
Position 3371: 0.001064646203485486
Position 2755: 0.0009749640623958638
Position 3301: 0.0009660791792013774
Position 2989: 0.0009495440916271101
Position 2209: 0.0009005902129484361
Position 2780: 0.000851878162645866
Position 877: 0.0007953279249378309
Position 2960: 0.0006978216585486452
