Gene = Mpi
index = 692
Annotated 5SS: [  60  617 2191 3727 4236 6370 7569]
Annotated 3SS: [ 488 1989 3584 4052 6195 7359 7824]
SMsplice 5SS: [  60  617 1645 2191 3727 4236 6370 7569]
SMsplice 3SS: [ 488 1495 1989 3584 4052 6195 7359 7824]
top_k =  500
Partition function (log Z): 2.2815465328335254

Sorted 5' Splice Sites (High to Low Probability):
Position 7569: 0.9286203104203906
Position 2191: 0.9170252705891282
Position 6370: 0.887128768128209
Position 60: 0.8863970595352202
Position 617: 0.8722133983731526
Position 4236: 0.7549971272782133
Position 3727: 0.46130283282106554
Position 1645: 0.41559071113796975
Position 3469: 0.20947915549411628
Position 3732: 0.2094307933013634
Position 1626: 0.09910852887956051
Position 6105: 0.08261289228921884
Position 1591: 0.08169253218185257
Position 5314: 0.059963242144345216
Position 180: 0.059725048784129105
Position 1605: 0.05434050133723379
Position 6265: 0.05399077368456537
Position 6963: 0.04493791261225571
Position 7395: 0.0350024492923815
Position 5866: 0.03366671796950725
Position 1033: 0.030315268947823326
Position 5011: 0.029617505954809088
Position 533: 0.024463069005567262
Position 3752: 0.021667847620041456
Position 7090: 0.02140288691042747
Position 444: 0.02131650722529456
Position 3490: 0.020277570986584087
Position 7573: 0.014348004235988813
Position 7765: 0.010247850978733477
Position 5456: 0.009961853804565449
Position 4187: 0.008394945591577095
Position 184: 0.00811591827535808
Position 651: 0.008027785913104001
Position 6025: 0.007640129598817564
Position 4261: 0.006452117781473827
Position 2214: 0.005795126775185793
Position 2220: 0.005612436198409936
Position 3922: 0.0054779092912156544
Position 3502: 0.005386157718587046
Position 1609: 0.005035372474554511
Position 375: 0.004881173029062042
Position 5370: 0.004643803440415642
Position 2101: 0.004596054323420744
Position 6345: 0.0045681215410040225
Position 3737: 0.004509309072969936
Position 4176: 0.003668810417256199
Position 3945: 0.0035846432378662625
Position 3711: 0.002943992609670155
Position 2148: 0.0029084127867095976
Position 250: 0.002562826322475376
Position 404: 0.002393710504670811
Position 361: 0.0020274408740019777
Position 7825: 0.0019970622966221465
Position 2143: 0.0017613592455641123
Position 2762: 0.0016128990490141084
Position 1074: 0.001543419942220925
Position 6387: 0.0014753493784832525
Position 1548: 0.0014175967013290072
Position 3810: 0.0013181947356378947
Position 77: 0.0012625943816972358
Position 2410: 0.0012284110405583056
Position 6776: 0.0010622784433269264
Position 51: 0.0010313713950569226
Position 6756: 0.0008409172819891764
Position 137: 0.0006469006691675724
Position 2782: 0.0006021437934012443
Position 311: 0.0005701762097302069
Position 2402: 0.0005642225819006393
Position 1257: 0.0005625478715169419
Position 517: 0.0005524551900705131
Position 3013: 0.0005307796826218764
Position 152: 0.00043163622930574334
Position 2344: 0.0004094850141876641
Position 6445: 0.00040479663016772623
Position 202: 0.00039054145939290994
Position 1526: 0.00038277209868903993
Position 1536: 0.0002563571736512804
Position 1578: 0.00024489968174883553
Position 2851: 0.00022030153190130732
Position 1520: 0.00019175144335318556
Position 187: 0.00016737352029719008
Position 2370: 0.00016674895244060933
Position 2442: 0.00015642690950933835
Position 101: 0.00015563438046842224
Position 423: 0.0001441780740060563
Position 90: 0.00011971468988441729
Position 1713: 0.00011375021390966072
Position 389: 0.00010341780741979581
Position 7590: 9.467543830147733e-05
Position 1405: 9.418033686528122e-05
Position 96: 8.81739213426014e-05
Position 1379: 8.165984245916497e-05
Position 704: 7.521889300885603e-05
Position 67: 7.366759061636241e-05
Position 93: 6.062786582575408e-05
Position 4428: 5.591107118475286e-05
Position 4112: 5.167342899422136e-05
Position 1386: 4.7274150606031574e-05
Position 199: 4.637943206603322e-05
Position 546: 3.985763001120286e-05
Position 149: 3.816829305560871e-05
Position 4257: 3.6071525370337404e-05
Position 28: 3.345583187063431e-05
Position 925: 3.191105483626636e-05
Position 797: 1.7973556356260797e-05
Position 247: 9.170240109709122e-06
Position 254: 6.612202398248901e-06
Position 7577: 6.271862787017074e-06
Position 711: 6.140483851092668e-06
Position 348: 4.956773780863379e-06
Position 7599: 1.4576494853651187e-06
Position 2206: 1.129936867076933e-06
Position 509: 6.800092565996931e-07
Position 479: 6.571820161074304e-07
Position 1629: 4.406825495028065e-07
Position 14: 1.473403157229113e-07
