Gene = Dnpep
index = 342
Annotated 5SS: [ 303  928 1097 1308 1693 2019 2293 2508 3274 4212 5233 5646 5846 8339]
Annotated 3SS: [ 833 1007 1193 1566 1887 2216 2399 3195 4127 5071 5605 5743 8170 8927]
SMsplice 5SS: [ 303  928 1097 1308 1693 2019 2293 2508 3274 4212 5233 5646 5846 8339
 8862]
SMsplice 3SS: [ 833 1007 1193 1566 1887 2216 2399 3195 4127 5071 5605 5743 8170 8693
 8927]
top_k =  500
Partition function (log Z): 17.201606575951796

Sorted 5' Splice Sites (High to Low Probability):
Position 3274: 0.9898494581130897
Position 928: 0.9769875633792143
Position 5846: 0.9544384959598388
Position 2019: 0.8850793505346615
Position 4212: 0.8848552735322348
Position 1308: 0.8643713159298819
Position 8862: 0.8615892445808373
Position 1097: 0.8309200652992811
Position 5646: 0.7698931453190475
Position 5233: 0.7094279097947714
Position 2508: 0.6472514100636175
Position 303: 0.5624250265610545
Position 8339: 0.5395632957559792
Position 2293: 0.468082728006486
Position 1693: 0.3328714493387803
Position 1696: 0.30757404083963163
Position 176: 0.29808877007202056
Position 9155: 0.29014016037360724
Position 8369: 0.2858024329397505
Position 2320: 0.11368437459583129
Position 1609: 0.10666851759460395
Position 8461: 0.10219293478853918
Position 7900: 0.08345867306168632
Position 289: 0.059348184803494394
Position 747: 0.057836989467917405
Position 1594: 0.05550258234693921
Position 9144: 0.04153359441242062
Position 1650: 0.03775761772887758
Position 6229: 0.03631458141874592
Position 9102: 0.02611229021959492
Position 1421: 0.024724127509106696
Position 9149: 0.024134420326615398
Position 5917: 0.017104705124407742
Position 2959: 0.0159108317310389
Position 932: 0.015829342386604852
Position 2521: 0.01387174347429583
Position 6428: 0.012563348659547382
Position 433: 0.0115719366711461
Position 412: 0.011121560774296832
Position 2534: 0.010768186000835551
Position 1631: 0.010094101361919154
Position 2692: 0.009655454271577608
Position 159: 0.008335815438181987
Position 9138: 0.008122695095940482
Position 4465: 0.007902510527608948
Position 5072: 0.007888594478449086
Position 6137: 0.007788780689577711
Position 2764: 0.0076730935267066295
Position 9427: 0.007290400077384119
Position 7269: 0.006367928965357773
Position 1342: 0.006262382239671995
Position 2746: 0.006024766384146262
Position 3745: 0.005861996411371834
Position 8828: 0.005646626438174674
Position 81: 0.005113666916189963
Position 8655: 0.004036280550435735
Position 1247: 0.003960549422952324
Position 6410: 0.0038296053154219492
Position 4093: 0.0035659769874988715
Position 2586: 0.003286662552913044
Position 2285: 0.0031727598177858705
Position 556: 0.003017271732558495
Position 493: 0.002900605924280218
Position 2539: 0.0028114704328932004
Position 2757: 0.0023221786432117875
Position 1380: 0.0022557746794222007
Position 5409: 0.0021953784713603865
Position 4062: 0.0021105555271801113
Position 9162: 0.002013913790622947
Position 320: 0.0020028032566355262
Position 1315: 0.00196082098079545
Position 2370: 0.0018172688553636852
Position 2053: 0.0017082054431839073
Position 284: 0.0016401333332092352
Position 7686: 0.0016016711774233393
Position 1407: 0.0014944911244648108
Position 248: 0.001447362872999661
Position 1825: 0.0012185581619679417
Position 2549: 0.0011934285695536203
Position 6472: 0.0011291537122943077
Position 941: 0.0010997096410582854
Position 4235: 0.0009932376097210884
Position 4544: 0.0009218383690219095
Position 265: 0.0009104413861465933
Position 2455: 0.0008538221080001786
Position 2059: 0.0008489448646651489
Position 5182: 0.000770239741081387
Position 2555: 0.0007510951208346724
Position 3372: 0.0007326753772103921
Position 2531: 0.000697713735414275
Position 4012: 0.0006586955626716887
Position 396: 0.0006576099115386412
Position 731: 0.000649912469429004
Position 1082: 0.0006338700250831903
Position 8246: 0.0006202869608711213
Position 4255: 0.0006201058361796133
Position 896: 0.0006038814576372467
Position 2437: 0.00057537365410237
Position 469: 0.000553645862831954
Position 4251: 0.000520250304676314
Position 404: 0.000497190968988603
Position 342: 0.000457490639664907
Position 521: 0.0004133351410499527
Position 2023: 0.00037598063565712697
Position 726: 0.00036680060762963663
Position 719: 0.0003403540553439748
Position 8767: 0.00033927776897634465
Position 2515: 0.00033508289956026184
Position 8456: 0.00027911389524321517
Position 3593: 0.0002586325458364776
Position 2611: 0.00023937112497578783
Position 1753: 0.00023897630530272533
Position 658: 0.00023411395711278032
Position 41: 0.0002255264831029621
Position 3974: 0.00020731339579992315
Position 6: 0.00019694209320486817
Position 9551: 0.00017970359541225403
Position 2041: 0.00017004525292672588
Position 501: 0.0001617809978143027
Position 2418: 0.0001602826674362204
Position 1772: 0.0001505532087491823
Position 170: 0.00014657433100764914
Position 4805: 0.00012372683450939822
Position 1050: 0.0001196152623546471
Position 2142: 0.00010171756157946398
Position 4080: 9.991380749565212e-05
Position 5759: 8.86462438428945e-05
Position 1112: 8.179627263757143e-05
Position 464: 7.333564283745907e-05
Position 307: 6.729921334147789e-05
Position 1477: 5.8800162638107584e-05
Position 6141: 5.527860298879948e-05
Position 3: 5.429016510617163e-05
Position 5816: 5.141261744854808e-05
Position 49: 4.4200921543422515e-05
Position 1300: 4.2122016773584645e-05
Position 910: 4.09205951453833e-05
Position 1855: 3.7412025635045864e-05
Position 1294: 3.6485275186880086e-05
Position 8952: 3.623966842943212e-05
Position 900: 3.0645267862438294e-05
Position 495: 2.621581123494009e-05
Position 1491: 2.6173105225427552e-05
Position 313: 2.375949059929842e-05
Position 536: 2.3550399751448052e-05
Position 593: 2.11310332629184e-05
Position 47: 1.5885151158897236e-05
Position 1357: 1.4489292795142672e-05
Position 652: 1.1843339372778142e-05
Position 305: 1.1189433378557183e-05
Position 1193: 1.1059462768185844e-05
Position 631: 9.907172690334277e-06
Position 8764: 8.781545678008638e-06
Position 498: 4.486131883448836e-06
Position 1140: 1.6753211099167064e-06
Position 3155: 1.303924317816554e-06
Position 1444: 9.756234023568308e-07
Position 963: 8.407936404032284e-07
Position 1142: 3.9247336693233234e-07
Position 1325: 3.6699752424483324e-07
Position 1236: 9.056332001146616e-08
Position 1018: 7.654407543469962e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3195: 0.9883846953370419
Position 833: 0.9862663114393425
Position 8170: 0.902869242185851
Position 1193: 0.8677649796099164
Position 4127: 0.853449530213723
Position 8693: 0.8343199304170912
Position 1007: 0.803844896187052
Position 5743: 0.7789704329532876
Position 5605: 0.7281072399907982
Position 5071: 0.6908702135134135
Position 1566: 0.6897741137575197
Position 2399: 0.6697356360664636
Position 8927: 0.5873971841483435
Position 1887: 0.5467649357287838
Position 2216: 0.5143565541981138
Position 9461: 0.3606198537946775
Position 1900: 0.27148033427589685
Position 1535: 0.11112492630007123
Position 9094: 0.10383889893621166
Position 9469: 0.10323135123866757
Position 5708: 0.08762768438014185
Position 9517: 0.08347002347429072
Position 8750: 0.08068281458594005
Position 7793: 0.058981600946231616
Position 5573: 0.05398661590422343
Position 1521: 0.04729807375637591
Position 2236: 0.04151030959971432
Position 639: 0.034619793073613674
Position 6140: 0.03434597542312143
Position 1039: 0.027033010305532137
Position 2124: 0.026933384668950032
Position 1207: 0.026802329417991915
Position 5645: 0.02395789383530199
Position 9238: 0.023439150788656982
Position 5542: 0.022736546846667316
Position 4168: 0.022622998475838655
Position 2611: 0.02195165174394055
Position 9073: 0.021613797830010037
Position 5447: 0.019570060458747693
Position 6292: 0.01817233147777354
Position 8338: 0.017761670043651784
Position 1974: 0.017608204676462545
Position 7739: 0.015093487205105683
Position 2239: 0.014272397015538237
Position 1825: 0.013758681858987385
Position 9301: 0.012640672826178813
Position 9060: 0.01076238225937528
Position 5023: 0.00985139860142761
Position 5491: 0.009612591608299779
Position 8956: 0.00917777513126499
Position 1770: 0.00876869375885776
Position 1862: 0.00842226559404957
Position 9130: 0.007893150108047626
Position 4946: 0.00774620482945823
Position 2828: 0.007650863831422793
Position 3969: 0.007192484905603025
Position 7789: 0.006817622622861014
Position 773: 0.006689884302857603
Position 1930: 0.006363310095860263
Position 9100: 0.006284071361672821
Position 8703: 0.005836969945835565
Position 1841: 0.005395471409735166
Position 7117: 0.004768945559260113
Position 4042: 0.0046770416569538314
Position 5993: 0.004636497092929774
Position 3992: 0.004312397674535231
Position 3650: 0.004181483607466082
Position 6036: 0.0041292536667304
Position 8418: 0.0041209849392419545
Position 2852: 0.0038792447867621524
Position 8369: 0.003843979046664641
Position 5792: 0.003563357157730828
Position 8437: 0.0035033702919406275
Position 8654: 0.003355595963305886
Position 5758: 0.003224708943012639
Position 7497: 0.003211847064662214
Position 1914: 0.00309250453648131
Position 2218: 0.002988184290982241
Position 5138: 0.0026384290031433192
Position 5482: 0.0025865105786030767
Position 4371: 0.0025845829454301766
Position 4982: 0.0024954237237978768
Position 4061: 0.002487264584086724
Position 8843: 0.0022683923822206364
Position 2636: 0.002239841913432681
Position 9335: 0.002238763841284085
Position 8500: 0.002183883348614457
Position 1593: 0.002172863021648163
Position 1464: 0.0021487375402864848
Position 5561: 0.0020800612615456257
Position 1608: 0.0019156817122349123
Position 4393: 0.0018777242142356744
