Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  500
Partition function (log Z): -7.002882718710572

Sorted 5' Splice Sites (High to Low Probability):
Position 4303: 0.999999078669331
Position 20256: 0.9999850535048582
Position 275: 0.8908436909147288
Position 22408: 0.8239778005903197
Position 12191: 0.7528933681727651
Position 20593: 0.6766711763568348
Position 26603: 0.07868942003889173
Position 23078: 0.06051117986143912
Position 87: 0.051305009792801844
Position 92: 0.04675907497284056
Position 23215: 0.03911310110423748
Position 25213: 0.03889062832369846
Position 26595: 0.031049222965111353
Position 1135: 0.029793560209398547
Position 1060: 0.02963627548335285
Position 27160: 0.028049500453286587
Position 900: 0.022236906714637423
Position 25666: 0.020859731894370306
Position 20605: 0.020347549644243387
Position 22658: 0.017620594624260546
Position 3808: 0.016397953521683967
Position 909: 0.01494917259938454
Position 21409: 0.013151814587087661
Position 594: 0.012819805264433916
Position 25369: 0.011662655789485863
Position 292: 0.010831828790912504
Position 2387: 0.01066308045213398
Position 26065: 0.009766330790273673
Position 3815: 0.00801851261262713
Position 11223: 0.0070392996696450145
Position 2633: 0.00670908026360352
Position 704: 0.006580010085878582
Position 504: 0.004238165239358845
Position 4000: 0.00396528573386787
Position 2709: 0.003192301673700701
Position 2287: 0.003165274712809797
Position 4006: 0.002812280518357476
Position 758: 0.002586816982897594
Position 4061: 0.0024532602568340055
Position 1127: 0.002444169024036684
Position 142: 0.002001717114851761
Position 4056: 0.0018902141005047958
Position 133: 0.0016562407736686537
Position 2123: 0.0015166212473633094
Position 3646: 0.001337916833374975
Position 3292: 0.001163651818935514
Position 954: 0.0011426973971701664
Position 396: 0.0011004943271152457
Position 1179: 0.0010990172575821896
Position 22362: 0.0006620985783191861
Position 3936: 0.0006020967363474163
Position 554: 0.0003411906451480612
Position 2881: 0.000340432820743153
Position 279: 0.00024394412457110184
Position 181: 0.00023919840722942077
Position 1362: 0.00022763307967638155
Position 2309: 0.00021932495482750058
Position 2133: 0.00020529048781647
Position 198: 0.00019996646230779284
Position 921: 0.0001906268461612051
Position 2283: 9.276890435081475e-05
Position 22398: 7.237889535642002e-05
Position 21291: 2.2067822286928236e-05
Position 21308: 1.5715867126562497e-05
Position 170: 1.3334036786877406e-05
Position 107: 5.568210579455402e-06
Position 390: 4.187873018602935e-06
Position 110: 3.9157577519458084e-06
Position 741: 2.8027634865371192e-06
Position 156: 2.071170321479236e-06
Position 348: 1.5823191717132183e-06
Position 20: 4.601641577679093e-07
Position 644: 4.4100407895239523e-07
