Gene = Mfsd13b
index = 676
Annotated 5SS: [  222  3885  6627  9402 13026 16476 17709]
Annotated 3SS: [ 3752  6450  8678 12870 16391 17585 32010]
SMsplice 5SS: [  185  9402 16476 17709]
SMsplice 3SS: [ 9278 16391 17585 31825]
top_k =  500
Partition function (log Z): -19.452611364092263

Sorted 5' Splice Sites (High to Low Probability):
Position 9402: 0.9021006145386223
Position 16476: 0.8760359832261142
Position 6627: 0.8450609809919917
Position 17709: 0.6851838914154422
Position 12807: 0.5561202536286572
Position 4037: 0.4557970586381024
Position 185: 0.2850870727805948
Position 2657: 0.28100232277437404
Position 161: 0.2634347526408848
Position 1316: 0.2144947152688778
Position 13026: 0.19280138186647508
Position 1120: 0.16094483581702643
Position 15771: 0.14864082442243315
Position 222: 0.1294809871071557
Position 5854: 0.07295323794957631
Position 940: 0.06669662362752057
Position 4010: 0.04927728576764441
Position 71: 0.044278065896527496
Position 4020: 0.04410330407566363
Position 3885: 0.04009499629403156
Position 51: 0.03787228692010979
Position 711: 0.03569468219191547
Position 10756: 0.022184030022567157
Position 549: 0.019193480733290986
Position 100: 0.014492520922234102
Position 17382: 0.01338364878116197
Position 11687: 0.013026761650166583
Position 12655: 0.011584216582750759
Position 122: 0.010344048520220517
Position 390: 0.009968651732463212
Position 473: 0.008868397510175633
Position 2274: 0.0070878963958414505
Position 2995: 0.006530423874240281
Position 197: 0.0050806288111824825
Position 2302: 0.004284888036566188
Position 2985: 0.0037865695900933536
Position 2919: 0.0037386061626437836
Position 3470: 0.003055910709291812
Position 1124: 0.0028412393691218535
Position 20: 0.0025993519748468523
Position 513: 0.0023763569353572028
Position 3536: 0.0023279630756850534
Position 1115: 0.002274189744574582
Position 1095: 0.0018117803575094446
Position 3221: 0.0013850813484531312
Position 1332: 0.0009875111050415787
Position 358: 0.0008697628687464647
Position 2661: 0.0007408829057972186
Position 189: 0.0003143289447694891
Position 11: 0.00022042606605958005
Position 453: 0.00020297599107338153
Position 2176: 0.0001921077793633882
Position 491: 0.00018055353690720705
Position 35: 0.00017701980320437654
Position 2393: 0.00017388485801686198
Position 1765: 0.00017209120046362015
Position 730: 0.00016114334795509376
Position 699: 0.00013706291686980994
Position 367: 0.00011508920523516232
Position 318: 0.00010776063362733413
Position 1024: 9.739025652665376e-05
Position 831: 4.34727555235818e-05
Position 805: 4.239175961870827e-05
Position 436: 3.834227147510888e-05
Position 461: 3.822083386344738e-05
Position 635: 2.4910363900739762e-05
Position 25: 2.4042102021798546e-05
Position 45: 2.223389465403314e-05
Position 675: 3.579059145678811e-06
Position 291: 1.5703518313524372e-06
Position 610: 1.514121452079013e-06
