Gene = Pign
index = 820
Annotated 5SS: [   144   4351   4757   6042   6978   7710  10540  14361  15535  16946
  19165  22979  25461  26134  64595  65976  72022  74418  74595  75664
  78655  83722  97496 105656 106181]
Annotated 3SS: [  4276   4636   5792   6855   7610  10432  14235  15403  16828  19123
  22918  25367  26077  64515  65792  71881  74317  74501  75571  78545
  83612  97392 105552 106093 109743]
SMsplice 5SS: [   144   4351   4757   7710  10540  14361  15535  16946  25461  26134
  26889  48432  64595  65976  72022  74418  74595  78655 105656]
SMsplice 3SS: [  4276   4636   7610  10432  14235  15403  16828  25367  26077  26784
  48325  64515  65792  71881  74317  74501  78545 105552 106093]
top_k =  500
Partition function (log Z): -47.842661721553775

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9876807108863587
Position 16946: 0.9771315449406602
Position 4351: 0.935707148657201
Position 7710: 0.9066986136596038
Position 26889: 0.8553779092661884
Position 25461: 0.7962379840239207
Position 26134: 0.7890007323759195
Position 4757: 0.7615255828364321
Position 10540: 0.7421896159148844
Position 15535: 0.6058475486242703
Position 6042: 0.5911934342902634
Position 14361: 0.5449970784547866
Position 22979: 0.4557873732211431
Position 18629: 0.32395470332259796
Position 6978: 0.3214508332413954
Position 6727: 0.22601447459890903
Position 10666: 0.14945776829908622
Position 15857: 0.13589952510192146
Position 10518: 0.12350610847845886
Position 9986: 0.09086981865273268
Position 15626: 0.08024525445156339
Position 8256: 0.07934513429915212
Position 7211: 0.06608554982160049
Position 4728: 0.06144529969974544
Position 5330: 0.05108408190677166
Position 7735: 0.04744856090667816
Position 6959: 0.045265643052588254
Position 15892: 0.0409589912127759
Position 14657: 0.034141124642449124
Position 501: 0.030948088981340393
Position 15875: 0.024920925216897344
Position 14686: 0.024715365324018454
Position 9584: 0.02393535924713842
Position 17318: 0.018905991421222307
Position 6067: 0.018517575678716213
Position 1120: 0.017770713970821223
Position 9503: 0.01682819128615204
Position 29962: 0.01640505195669846
Position 10534: 0.016378249519888585
Position 19165: 0.014415562994909729
Position 444: 0.014259682441004987
Position 5778: 0.011664076631493417
Position 5805: 0.011420672135792793
Position 9370: 0.01137103615200214
Position 3569: 0.01079579085535978
Position 3842: 0.010726019862799217
Position 2856: 0.01052968933419672
Position 2434: 0.009674576096448655
Position 27189: 0.009350202137941088
Position 377: 0.00923125632614975
Position 7217: 0.00849838877239145
Position 27214: 0.008028427419904584
Position 1163: 0.0075969361798375904
Position 2375: 0.006971826784653063
Position 4949: 0.006582506025502078
Position 10275: 0.006488692991138262
Position 2111: 0.006106034049960384
Position 2419: 0.00574078467785074
Position 1145: 0.005681167187899875
Position 5583: 0.0054780798304918605
Position 7115: 0.0052006429818976865
Position 3743: 0.004941623039912979
Position 17: 0.0048948715859503085
Position 407: 0.00412694113219203
Position 9278: 0.004074316721268676
Position 4544: 0.004007038074277086
Position 7972: 0.003647684937892154
Position 260: 0.003566766305363481
Position 8453: 0.003312469192028816
Position 4923: 0.0030423359810150506
Position 1294: 0.0029083762394801352
Position 10056: 0.002680465068778834
Position 3838: 0.0025070706172097917
Position 10946: 0.002473485795243143
Position 172: 0.0024527789989504905
Position 508: 0.00199968063868705
Position 14117: 0.0019635659957740643
Position 2545: 0.001858588108682391
Position 9971: 0.0018141238048368321
Position 9540: 0.0016013556653063604
