Gene = Acp5
index = 97
Annotated 5SS: [  99 5849 6181 8037]
Annotated 3SS: [5581 6052 7690 8448]
SMsplice 5SS: [  99 5849 6181 8037]
SMsplice 3SS: [5720 6052 7690 8448]
top_k =  500
Partition function (log Z): 0.6262795950577686

Sorted 5' Splice Sites (High to Low Probability):
Position 5849: 0.8710135277629933
Position 99: 0.8067293361698245
Position 6181: 0.7840246025929734
Position 3975: 0.6863218437921443
Position 5643: 0.4949252232300913
Position 8037: 0.4334129272596087
Position 3778: 0.3816396515931216
Position 5189: 0.3510058132358721
Position 1118: 0.18596105410657843
Position 41: 0.13521282626165737
Position 4211: 0.13513603776389044
Position 6103: 0.12105896101623137
Position 5274: 0.09795561513336964
Position 5884: 0.09748007756851636
Position 5310: 0.087357135507342
Position 6754: 0.05111098517965022
Position 7274: 0.04215092424988393
Position 6777: 0.03970356154870592
Position 3073: 0.03929584109565664
Position 80: 0.03332487402389218
Position 2411: 0.022406874554540178
Position 3270: 0.017039858820425403
Position 1580: 0.016714831636797486
Position 73: 0.014081929747569867
Position 4122: 0.014030216583497455
Position 5875: 0.012978091615262774
Position 3708: 0.011906670705507
Position 3724: 0.009881464379460983
Position 6245: 0.0072307354544871765
Position 308: 0.005671843395461334
Position 117: 0.004406299860424627
Position 6453: 0.0043857836937854985
Position 1114: 0.003948792533237443
Position 5842: 0.003741064082778354
Position 7335: 0.0028893179882808154
Position 2492: 0.0025046375616342336
Position 5117: 0.001948488519591376
Position 5868: 0.0019479252629789785
Position 3682: 0.0019248782113932847
Position 7452: 0.0018957795531460379
Position 8753: 0.0017614214686225184
Position 5889: 0.0016752279256723008
Position 7287: 0.0011957694232197244
Position 8533: 0.001073326067080584
Position 7392: 0.0009104948080136184
Position 7807: 0.0008964087466729753
Position 7735: 0.0008072831918978583
Position 7773: 0.0007802503169444789
Position 4383: 0.0007242980955325632
Position 5485: 0.0006929568033814336
Position 4076: 0.0005492958530542683
Position 6480: 0.0003142427991621456
Position 5947: 0.00030799914716776484
Position 7341: 0.0002563770760375069
Position 194: 0.00019090436355390742
Position 6263: 0.0001779480066012947
Position 329: 0.0001599461090793866
Position 7166: 0.0001383759230329284
Position 262: 7.598876006834125e-05
Position 441: 6.109094300370626e-05
Position 494: 3.133080226441612e-05
Position 530: 2.6692438980720767e-05
Position 201: 2.6199833112671414e-05
Position 469: 2.3935714468901644e-05
Position 2427: 2.257486171114958e-05
Position 1103: 2.0488026052846703e-05
Position 103: 2.0455753656084887e-05
Position 696: 1.738794063867612e-05
Position 1099: 1.4923598957855848e-05
Position 1519: 1.3929263959885116e-05
Position 1949: 1.2174081850693972e-05
Position 367: 1.1504544689231599e-05
Position 2466: 7.434389582208833e-06
Position 1274: 4.934839643450175e-06
Position 1122: 4.340335748819492e-06
Position 438: 3.761863735846235e-06
Position 2471: 3.747907003896645e-06
Position 2516: 3.2978827298130302e-06
Position 129: 3.237529178494155e-06
Position 1299: 2.944189669828366e-06
Position 2253: 2.8387011554852123e-06
Position 1236: 2.8318450863485977e-06
Position 1719: 2.0667599820378532e-06
