Gene = Nhlrc3
index = 747
Annotated 5SS: [ 273 1021 1701 4848 6907 9791]
Annotated 3SS: [  867  1552  4646  6814  9677 10682]
SMsplice 5SS: [ 273 1021 1701 3263 4848 6907 9791]
SMsplice 3SS: [  867  1552  2965  4646  6814  9677 12736]
top_k =  500
Partition function (log Z): -1.079177198574401

Sorted 5' Splice Sites (High to Low Probability):
Position 9791: 0.9421752858469628
Position 4848: 0.9148272783477518
Position 6907: 0.9143784058104442
Position 1701: 0.8194558214878336
Position 3263: 0.7516009242371049
Position 1021: 0.739766198816141
Position 273: 0.5803582924791829
Position 10194: 0.2874813488766058
Position 12547: 0.24370111507649386
Position 2270: 0.17877109313010167
Position 6199: 0.10469834894541606
Position 12565: 0.10151322736378726
Position 1002: 0.09680040441615244
Position 2511: 0.08659711412442107
Position 462: 0.07521260930478729
Position 6127: 0.0722837034911057
Position 12587: 0.06412330085859484
Position 1641: 0.060279656354110915
Position 6558: 0.05909028996930204
Position 6616: 0.05902343816278927
Position 2045: 0.05459637503553709
Position 10857: 0.05431330626102944
Position 119: 0.05302548029459684
Position 2843: 0.05059276571592168
Position 4865: 0.04838105417528985
Position 2296: 0.04233617703079028
Position 8801: 0.041184336970226235
Position 9595: 0.03620292559181574
Position 3101: 0.027719610509166895
Position 3872: 0.02771838021536672
Position 12655: 0.025394732495686023
Position 3878: 0.02124422591091454
Position 6290: 0.0186210001128131
Position 11591: 0.01785207666863329
Position 7051: 0.0173920593136996
Position 10813: 0.01716631506657742
Position 8285: 0.017059445205177565
Position 3882: 0.01666490956851739
Position 317: 0.015494880420427785
Position 2194: 0.015445856299078317
Position 4409: 0.014651078261990275
Position 3105: 0.014260178013066536
Position 12863: 0.012968321348249129
Position 6230: 0.012615114815832445
Position 12901: 0.012013963446024152
Position 3771: 0.009984115648533047
Position 5291: 0.009236543354991808
Position 9520: 0.009132182317565171
Position 6631: 0.008832735107326167
Position 10169: 0.008009484353103577
Position 6948: 0.007259332657261379
Position 3116: 0.007016956908171762
Position 111: 0.006809804183856732
Position 106: 0.006292735981612041
Position 503: 0.005932399843809989
Position 294: 0.005767971568020457
Position 416: 0.0054679368797431556
Position 6511: 0.005318998203588777
Position 204: 0.0052021519282672395
Position 8427: 0.005163473294925569
Position 427: 0.005157579591026193
Position 11904: 0.004758070963705471
Position 6952: 0.004730720888676778
Position 12452: 0.0036126968550165704
Position 9408: 0.0035224666321811374
Position 5364: 0.0033892656984127606
Position 2161: 0.0033521985514337036
Position 1343: 0.003299274531069638
Position 298: 0.003107021312621936
Position 7750: 0.0028502153468987243
Position 10786: 0.002506701083264853
Position 3273: 0.0023531918639932248
Position 2033: 0.0019975438935804007
Position 9786: 0.001977151699607309
Position 557: 0.0018522604949970762
Position 6902: 0.0018099112402871634
Position 6720: 0.0016196701702475631
Position 9270: 0.0015961517415121005
Position 98: 0.0015857573734855
Position 5872: 0.001578533929580372
Position 1691: 0.00148953865469187
Position 10961: 0.0014338693178189573
Position 300: 0.0013382927241252093
Position 88: 0.001284606719904774
Position 12166: 0.001130388815847273
Position 3737: 0.0010940043191929169
Position 2799: 0.0010905914399379792
Position 6898: 0.0010379248016382195
Position 2148: 0.000888783001613877
Position 331: 0.0008814508378228532
Position 387: 0.0008745646225313368
Position 402: 0.0007734461938607066
Position 243: 0.00068783792891455
Position 6944: 0.0006721376148754311
Position 607: 0.0006027303612590822
Position 965: 0.0005906517630987229
Position 304: 0.0005358845202651201
Position 1428: 0.0005275465811485874
Position 10539: 0.0004090506643486079
Position 5607: 0.0003949931041114671
Position 9929: 0.00037532575696754233
Position 1672: 0.00036367464190226493
Position 6203: 0.00035018136643443946
Position 1311: 0.00033879963686733196
Position 2119: 0.00033373463663860026
Position 32: 0.00031333723665212456
Position 6956: 0.00027721768089988363
Position 5386: 0.0002716029971870892
Position 1012: 0.00026718163653576606
Position 1574: 0.0002609022828803126
Position 1135: 0.0002436413024409602
Position 2741: 0.00024202632483940497
Position 591: 0.0001770367023581218
Position 2572: 0.00015402996819296048
Position 9740: 0.00014553164790357697
Position 127: 0.0001437701152910458
Position 238: 0.00014372999324523583
Position 262: 0.00014230954280401576
Position 4792: 0.00014181949981062687
