Gene = Map9
index = 660
Annotated 5SS: [  184  1053  1903  5543 13331 16130 19096 20936 22175 23912 25298 25590
 25906]
Annotated 3SS: [  902  1817  5218 13106 16035 18850 20864 22005 23821 25135 25443 25772
 33055]
SMsplice 5SS: [  243  1053  1907  5543 16130 19096 20936 23912 25298 25590 25906 33170
 35497]
SMsplice 3SS: [  961  1817  5218 16035 18850 20864 23821 25135 25443 25772 33055 35409
 36030]
top_k =  500
Partition function (log Z): -14.847524708097708

Sorted 5' Splice Sites (High to Low Probability):
Position 5543: 0.9995193944529044
Position 1053: 0.9625966794757201
Position 243: 0.7339869594715973
Position 1907: 0.6267732526809644
Position 8440: 0.5265596204616998
Position 13331: 0.4287054579372542
Position 1903: 0.3612164589911807
Position 9787: 0.25493637880457604
Position 3695: 0.17508472956748883
Position 16130: 0.13961293993922663
Position 6391: 0.12312424986591997
Position 184: 0.08028020192146877
Position 5874: 0.06236280791797282
Position 10556: 0.049513204121041446
Position 9134: 0.046597868516260216
Position 100: 0.04504880792924737
Position 1302: 0.04417968672330994
Position 435: 0.03820789056446067
Position 9539: 0.037718457393213015
Position 6575: 0.03410100435008688
Position 13907: 0.03330896805726553
Position 1670: 0.03183126118970226
Position 1316: 0.03082854741785584
Position 2528: 0.029394467358619048
Position 5911: 0.028181255061236074
Position 12027: 0.019071856455429373
Position 774: 0.012349315121957088
Position 11916: 0.012343280647108351
Position 202: 0.012209448930696067
Position 6711: 0.010152312533602706
Position 1427: 0.009775224824898548
Position 458: 0.008779632641799833
Position 274: 0.008071015491512843
Position 3637: 0.0070456796376017206
Position 2030: 0.006948936954261579
Position 5882: 0.006008992108292288
Position 412: 0.003899811908213867
Position 437: 0.003790269970573351
Position 391: 0.0035791063172433235
Position 2470: 0.0035696713655206155
Position 859: 0.0033119629043040434
Position 4704: 0.0025550981103987184
Position 5131: 0.0025157034683791954
Position 441: 0.0021995129089541023
Position 596: 0.002066700815760139
Position 2517: 0.002053331676566118
Position 3701: 0.0018757977016465826
Position 1684: 0.0017705932131635198
Position 1705: 0.001516905638867423
Position 2569: 0.0014672397919674018
Position 5: 0.0013576916705171536
Position 486: 0.0013153394340741594
Position 24: 0.0012346437402925607
Position 1414: 0.001099967839012223
Position 470: 0.0010482558598753358
Position 1911: 0.0010104456077300891
Position 427: 0.0009642828783845881
Position 3795: 0.0009342341378023814
Position 1695: 0.0008076780339230129
Position 1380: 0.0007160653020018703
Position 4647: 0.0006881277725104332
Position 1847: 0.0006438639946221549
Position 584: 0.0006220437663758436
Position 1666: 0.0006170688388222379
Position 3012: 0.0005899772349889756
Position 2381: 0.0005183190753665212
Position 2390: 0.000515918438535197
Position 276: 0.0005147349991979129
Position 1721: 0.0005126240477180994
Position 682: 0.00047338981333030995
Position 1891: 0.0003702336322912093
Position 617: 0.00035372727699655446
