Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  8383  9512  9797 10806 14519 25592 26736]
SMsplice 3SS: [ 8217  9242  9612 10736 14335 25400 26572 29917]
top_k =  500
Partition function (log Z): 2.1257248241163524

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 0.9988402579139155
Position 325: 0.9892922570128976
Position 26736: 0.9482394187973763
Position 25592: 0.8812021960314602
Position 8383: 0.7439343187477313
Position 2600: 0.673132659732313
Position 9512: 0.641853861005538
Position 14519: 0.634881869179904
Position 9797: 0.6038179844542019
Position 5466: 0.37517206006175796
Position 25896: 0.36810668931106394
Position 14540: 0.36380732498966395
Position 7703: 0.3448345403551028
Position 9770: 0.2812744678547332
Position 5640: 0.2487753009187992
Position 8432: 0.24716431202084507
Position 28766: 0.20801174559535404
Position 2476: 0.1772220791407413
Position 12484: 0.10726184065940436
Position 10346: 0.08742555509782073
Position 26947: 0.08633048438132256
Position 1901: 0.08065242714924165
Position 7631: 0.07865229339480348
Position 85: 0.06555394524221077
Position 10339: 0.06341975273958297
Position 5134: 0.06220918472116545
Position 9565: 0.054055034303529384
Position 10171: 0.04028830877854249
Position 4218: 0.03821862555114921
Position 2745: 0.03385365460764392
Position 2996: 0.03365011302479037
Position 6854: 0.03298715495152523
Position 13468: 0.02916723810108314
Position 2676: 0.022286350209288174
Position 2496: 0.012789234022727627
Position 10206: 0.012462929784822097
Position 8558: 0.01071870230128296
Position 9020: 0.009061058514849162
Position 3655: 0.008573559271222383
Position 5720: 0.007956500455415424
Position 9195: 0.007498433199113273
Position 3216: 0.007423699011517214
Position 2665: 0.007409755236989056
Position 10384: 0.007250874087989766
Position 9412: 0.006756003010786199
Position 8924: 0.006727900150569909
Position 104: 0.006465148198037085
Position 3637: 0.006255039090592915
Position 14019: 0.005742178332477586
Position 5733: 0.005280729673452166
Position 8476: 0.005260514730620266
Position 10501: 0.005011833550805323
Position 694: 0.004861982507613844
Position 13754: 0.004259719457985063
Position 947: 0.004085780969096398
Position 263: 0.003683860524833366
Position 3706: 0.0034242290662301897
Position 12467: 0.0032273216220050976
Position 3475: 0.003177338770079287
Position 2774: 0.0030831930620108827
Position 189: 0.0029533906642614204
Position 1793: 0.002883443602043142
Position 2589: 0.0027767173758302594
Position 2334: 0.002751038600013084
Position 17712: 0.0025392391668455703
Position 865: 0.0020046357288888163
Position 13464: 0.001932958118612385
Position 5364: 0.0016884956123750607
Position 712: 0.0015523320548311655
Position 12243: 0.0014625694065850726
Position 5573: 0.001390262493475454
Position 1852: 0.001340744694328883
Position 5698: 0.0013198621332568294
Position 12895: 0.0013008756153697466
Position 1721: 0.0012622409566395124
Position 2724: 0.0012155668216423331
Position 14506: 0.00093820497026146
Position 12033: 0.0009367056346876566
Position 173: 0.0009061921186628214
Position 17513: 0.0008597598641184291
Position 54: 0.0008591102946650571
Position 1828: 0.0008466550857219561
Position 5494: 0.0008113148044105426
Position 1928: 0.0007951523616540583
Position 1416: 0.0007791133208114002
Position 2253: 0.0007193298757763506
Position 733: 0.0006559958746590497
Position 4476: 0.0006485524654030842
Position 2030: 0.0006430606725654062
Position 18234: 0.0005294899793495648
Position 20345: 0.0005090165466100387
Position 13222: 0.0004972441517771623
Position 12923: 0.0004866980332512801
Position 1512: 0.000467851048283198
Position 17284: 0.0004541310081905203
Position 49: 0.00043703561314827765
Position 840: 0.0004302210758329419
Position 13131: 0.0004277069989096103
Position 1866: 0.00039366542701251586
Position 3326: 0.0003763866595031692
Position 1646: 0.0003662742465201608
Position 143: 0.00035979860422476765
Position 5369: 0.0003050553426026207
Position 2338: 0.00027594515379102407
Position 2440: 0.00024067034284447355
Position 2382: 0.00023186174886000936
Position 11251: 0.00022815020578143263
Position 1764: 0.00020896841646168672
Position 18012: 0.00018889164702109545
Position 18016: 0.00018344384843865244
Position 20947: 0.000150860737052882
Position 11: 0.00013445189835527776
Position 629: 0.00011276810940893427
Position 11263: 0.0001125755195362439
Position 16038: 0.00010873965000114636
Position 2281: 0.00010625221293566382
