Gene = Diablo
index = 334
Annotated 5SS: [ 106  922 4136 6222 6440]
Annotated 3SS: [  794  4003  6110  6342 11468]
SMsplice 5SS: [ 106  922 4136 6222]
SMsplice 3SS: [ 794 4003 6110 6342]
top_k =  500
Partition function (log Z): -2.194545554889895

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.9374639877419796
Position 922: 0.9177388578832435
Position 4136: 0.8344861757279916
Position 6222: 0.763608115445765
Position 6440: 0.7604811502805313
Position 11612: 0.5607953964776794
Position 6198: 0.222390358662646
Position 6884: 0.11229212305561535
Position 4761: 0.10457289830986018
Position 3195: 0.07775878322698798
Position 9853: 0.0712657600851055
Position 470: 0.06404156244029266
Position 7762: 0.06010629918919077
Position 6048: 0.027327072351919703
Position 7802: 0.02618596181217647
Position 12217: 0.02044002465658566
Position 11525: 0.0182242698272586
Position 3061: 0.01668431951063226
Position 6397: 0.016336214376312788
Position 6705: 0.013523212022561976
Position 2727: 0.01334118875783361
Position 169: 0.013297684213522409
Position 11374: 0.013172079261495748
Position 3328: 0.010425765408139184
Position 3381: 0.010386087749097822
Position 218: 0.00840285490604941
Position 1060: 0.007791139423860579
Position 2770: 0.007339037086442045
Position 3022: 0.006722356270198447
Position 11534: 0.005014311998859628
Position 795: 0.004499412443991468
Position 1988: 0.00350785289296661
Position 1326: 0.003192499054894904
Position 3161: 0.002881094502545363
Position 11718: 0.002753692447026038
Position 6234: 0.002678610765192528
Position 4784: 0.002678530617878293
Position 6189: 0.002478343322459685
Position 77: 0.0024518575808179055
Position 29: 0.0024098397773024928
Position 44: 0.002165291543192545
Position 5646: 0.0019370125505797607
Position 1756: 0.0019300959190576166
Position 955: 0.001745301306314973
Position 1289: 0.001364528150720859
Position 3418: 0.0013377741639532294
Position 4061: 0.001247691980331536
Position 3017: 0.001225943290205867
Position 4804: 0.0012015312439244065
Position 4992: 0.0011013563342192312
Position 117: 0.000960131921599651
Position 6443: 0.0009236091568132959
Position 276: 0.0008373627888342578
Position 6502: 0.0005636852607327017
Position 190: 0.0004386920393326667
Position 200: 0.0004371165007746739
Position 655: 0.00038744305935217363
Position 6216: 0.00028608257352047265
Position 527: 0.00027245945744652187
Position 248: 0.0002666530599377342
Position 595: 0.0002199367986310803
Position 635: 0.00014756453836533897
Position 702: 0.00011940368198619595
Position 317: 0.00011624457679293631
Position 40: 0.00011519485258082733
Position 478: 0.00011159551629257743
Position 663: 9.559404772798226e-05
Position 72: 9.53124818948508e-05
Position 2104: 8.907476194761855e-05
Position 6226: 8.76858246158093e-05
Position 6476: 8.619027679379078e-05
Position 516: 7.958080459949389e-05
Position 241: 7.63753014213638e-05
Position 100: 7.497219524201164e-05
Position 1615: 6.1707963373507e-05
Position 1476: 5.886894940757747e-05
Position 2488: 4.93375637592626e-05
Position 279: 4.656422595305006e-05
Position 187: 4.601476086685723e-05
Position 1261: 4.223485528901637e-05
Position 4126: 4.144670663087442e-05
Position 1118: 3.9639877993473536e-05
Position 2100: 3.797828969472724e-05
Position 12063: 3.763534258078284e-05
Position 2013: 3.7066324546169426e-05
Position 6530: 3.698262697544453e-05
Position 2291: 3.0890448426177746e-05
Position 393: 3.0152297329477498e-05
Position 509: 2.677301200229317e-05
Position 660: 2.3287452077281455e-05
Position 3314: 2.0850605308761568e-05
Position 33: 1.7720894359234037e-05
Position 4140: 1.669045704149216e-05
Position 89: 1.6270429632393164e-05
Position 719: 1.5613390206461185e-05
Position 173: 1.5321321140019292e-05
Position 387: 1.5065353823400973e-05
Position 2451: 1.1926616749526312e-05
Position 3120: 9.673269609645887e-06
Position 6122: 8.707140440440464e-06
Position 4026: 8.498906530036268e-06
Position 6372: 7.51907365150564e-06
Position 6570: 7.147129793734648e-06
Position 4734: 6.9485422718304635e-06
Position 6554: 6.213495785132623e-06
Position 1684: 3.4670874743077884e-06
Position 5088: 3.4285214927164157e-06
Position 902: 1.0672398745360858e-06
Position 6479: 8.626861639395006e-07
Position 907: 8.034367400137529e-07
Position 900: 6.527264286570497e-07
Position 6464: 4.2148410304600945e-07
Position 937: 3.2623305588419725e-07
Position 159: 2.6707191129473916e-07
Position 6579: 1.2457531390773883e-08
Position 15: 3.258222726750894e-09
Position 353: 2.109111124546818e-09
Position 371: 8.489934309995966e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6110: 0.9636081781922973
Position 6342: 0.8735296699345033
Position 794: 0.8675426395707165
Position 4003: 0.7607813658213642
Position 11468: 0.6556810653344529
Position 12164: 0.2114679380588519
Position 12318: 0.19810232420001744
Position 6634: 0.13879211450083667
Position 11900: 0.13644567539821476
Position 4690: 0.10780364559573669
Position 2951: 0.09982559670324877
Position 12042: 0.06449966102898531
Position 9762: 0.0635412732764309
Position 12111: 0.060353898317380854
Position 7723: 0.05920946011366631
Position 11208: 0.04493320600692854
Position 3984: 0.04109586916363561
Position 5958: 0.033074515929097006
Position 847: 0.03168412725747367
Position 4067: 0.027021961676673416
Position 324: 0.023001717937861217
