Gene = Stx18
index = 1040
Annotated 5SS: [  758 53839 66252 67900 68151 77456 82558 88249 89372 96561]
Annotated 3SS: [53770 66135 67821 68083 77342 82468 88189 89301 96479 97520]
SMsplice 5SS: [  758 37878 40539 47929 49489 53839 67921 68151 72699 82558 88249 89372
 89823 96561]
SMsplice 3SS: [37802 40440 47848 49392 53770 67821 68083 72553 82468 88189 89301 89684
 96479 98716]
top_k =  500
Partition function (log Z): -64.39140743432066

Sorted 5' Splice Sites (High to Low Probability):
Position 758: 0.9673119265206703
Position 970: 0.06382739339861869
Position 87: 0.03461561843013681
Position 3602: 0.02811472527489287
Position 370: 0.023755821057544507
Position 112: 0.016610632248983688
Position 5937: 0.016357791815183636
Position 4208: 0.011911526974830512
Position 1366: 0.00545354604421997
Position 4149: 0.005144053417372994
Position 8636: 0.0051323975934754115
Position 6363: 0.004025566733371924
Position 73: 0.00385258268576148
Position 6231: 0.0037642159230025125
Position 2339: 0.003601400288257028
Position 1187: 0.0026158967599822273
Position 6520: 0.0025947952625423668
Position 1024: 0.0024438056236093506
Position 3250: 0.00179587416792051
Position 353: 0.0017530028586583372
Position 5177: 0.0014241184827075387
Position 231: 0.0013947342624749713
Position 534: 0.0010660189700481023
Position 6235: 0.000870778076703905
Position 5719: 0.0006641530433145942
Position 1236: 0.0006505360215715946
Position 5510: 0.0005232676861711368
Position 193: 0.0005197435121863611
Position 143: 0.00039151484760090773
Position 106: 0.0003269414367870103
Position 550: 0.00029154981839739575
Position 1631: 0.00026931618254017137
Position 403: 0.00023371407441345366
Position 491: 0.00022149448529604063
Position 195: 0.0001352199693015549
Position 186: 0.00013116404559437714
Position 448: 0.000129460059314736
Position 522: 0.00010993600680628675
Position 292: 0.00010622042145998899
Position 331: 0.00010363862405992286
Position 668: 8.004658273643043e-05
Position 149: 4.5858016827982476e-05
Position 1778: 4.146570614132475e-05
Position 584: 3.795072173925845e-05
Position 5210: 3.571546629082761e-05
Position 475: 3.550805342247446e-05
Position 4143: 3.1248669830616215e-05
Position 1417: 2.8268387715875763e-05
Position 211: 2.5333945596061467e-05
Position 766: 2.464714303457285e-05
Position 552: 2.2077051303854444e-05
Position 755: 1.842372101378885e-05
