Gene = Syne4
index = 1053
Annotated 5SS: [ 271  585 1558 1952 2276 3227 3916]
Annotated 3SS: [ 445 1413 1756 2026 3151 3856 4007]
SMsplice 5SS: [ 271  585 1558 2276 3227 3916]
SMsplice 3SS: [ 445 1478 2026 3151 3856 4007]
top_k =  500
Partition function (log Z): 6.794912192878116

Sorted 5' Splice Sites (High to Low Probability):
Position 3227: 0.9886113700515988
Position 271: 0.9621177952544437
Position 1558: 0.9425044246088692
Position 3916: 0.9138989602700803
Position 585: 0.855427116364276
Position 2276: 0.7584010854827559
Position 1952: 0.3578171165952578
Position 3701: 0.35653627103986707
Position 2326: 0.1270917116415362
Position 1122: 0.05774479145521614
Position 47: 0.05520044547941677
Position 694: 0.05478481011907904
Position 871: 0.045402578509791736
Position 3619: 0.04354627898496282
Position 1815: 0.04313795019573808
Position 2347: 0.038301950946881345
Position 2124: 0.03278272697216182
Position 2226: 0.01609029250480372
Position 580: 0.008207666644248135
Position 2097: 0.0074552982747966645
Position 3744: 0.007225988006355618
Position 2066: 0.007171884920104716
Position 1365: 0.006414217381249977
Position 1577: 0.004120893681911875
Position 4072: 0.003978036021378954
Position 1836: 0.0038074448000581934
Position 3260: 0.0029491279032413196
Position 1165: 0.002265134621174617
Position 1868: 0.002082380600442515
Position 168: 0.0016192485550258506
Position 1933: 0.0014616010572069198
Position 188: 0.0014306509326809792
Position 133: 0.0013848561043542328
Position 1967: 0.001383001594600865
Position 3781: 0.0009234138891318762
Position 3872: 0.000910831974843741
Position 1359: 0.0009016174971880546
Position 2102: 0.0008695869698308185
Position 324: 0.0007877932839297692
Position 3554: 0.0007089074462982037
Position 1298: 0.0007016698109558279
Position 1604: 0.0006975847328023681
Position 2027: 0.0006898580118415569
Position 3607: 0.0006643431858245602
Position 3627: 0.0005609173983939139
Position 1281: 0.00039773662718953575
Position 1726: 0.00038362585522416564
Position 1314: 0.00034386320541574374
Position 294: 0.00026571150282831156
Position 3467: 0.00023017738487870218
Position 418: 0.0002200358224852502
Position 2947: 0.00021345910057219992
Position 3905: 0.00015844541927816208
Position 385: 0.00015083382240085888
Position 28: 0.0001484404035311597
Position 2152: 0.00014028805003913215
Position 291: 0.00012955384543226927
Position 374: 0.0001284312638125064
Position 3278: 0.00012731430606893827
Position 1691: 0.00012222863870905976
Position 152: 8.766190417412423e-05
Position 224: 6.851855267795846e-05
Position 1730: 6.837715080103054e-05
Position 2171: 5.261865620836865e-05
Position 51: 4.7740069293489695e-05
Position 1592: 4.7623806531549156e-05
Position 195: 4.5755877312762014e-05
Position 1612: 4.566767625525036e-05
Position 769: 4.5299204009939124e-05
Position 1715: 4.248291583262613e-05
Position 875: 3.871393236221643e-05
Position 73: 3.86453240459839e-05
Position 456: 3.310875451755068e-05
Position 1793: 2.8473795520895594e-05
Position 672: 2.3646654029729582e-05
Position 1588: 2.200565547273652e-05
Position 493: 2.0016278898319105e-05
Position 947: 1.9857337894158078e-05
Position 1699: 1.751896720576658e-05
Position 718: 1.4515245686948224e-05
Position 1705: 1.3436307272149627e-05
Position 914: 1.306422971987766e-05
Position 342: 8.302454186416252e-06
Position 328: 6.450416707801118e-06
Position 227: 4.256431870484103e-06
Position 82: 3.861141957277697e-06
Position 101: 2.7295658502634693e-06
Position 344: 1.8234944879352673e-06
Position 1633: 1.2317683094382116e-06
Position 512: 7.497493478146509e-07
Position 390: 5.645779011603442e-07
Position 3320: 7.399859721005982e-08
Position 3946: 7.706914068175078e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4007: 0.949454439499573
Position 3151: 0.9176817478201491
Position 3856: 0.9160942851303885
Position 445: 0.8294525484339561
Position 2026: 0.7373917653883055
Position 1478: 0.515727987449681
Position 3514: 0.348370391037426
Position 1435: 0.21218060558421956
Position 2192: 0.1333046338411629
Position 1756: 0.1203697542472573
Position 2144: 0.10462040551456231
Position 1665: 0.09819593299669296
Position 1497: 0.09117806681481361
Position 1867: 0.08953684436329314
Position 1765: 0.08472327406982355
Position 1413: 0.06734793917505724
Position 3045: 0.050658304175295585
Position 417: 0.04268857336022582
Position 1050: 0.04127152259264652
Position 3553: 0.04008524780981262
Position 1190: 0.03903107723763375
Position 3409: 0.02705500560801376
Position 133: 0.023195315811729685
Position 653: 0.021775340910470502
Position 3092: 0.02143637855961407
Position 3861: 0.018366882362584602
Position 767: 0.017732177118653766
Position 1026: 0.015585419122683903
Position 206: 0.012900525351257457
Position 4015: 0.01218239696201856
Position 1248: 0.009303949055920496
Position 1441: 0.00868107769190655
Position 839: 0.007861978216277153
Position 2216: 0.00635731462465695
Position 1829: 0.005337781915288187
Position 450: 0.0052392310479640975
Position 808: 0.005037220203821593
Position 1921: 0.004918813865495365
Position 2244: 0.0038313620266110095
Position 357: 0.003815558337548605
Position 182: 0.0036873508039378866
Position 611: 0.0036500954405934262
Position 4157: 0.002560106567147936
Position 2056: 0.0022490199943542262
Position 1064: 0.0022071197153683574
Position 718: 0.0021975389666142
Position 4136: 0.0021392662186090023
Position 818: 0.002115404928778179
Position 1195: 0.0020477350217502003
Position 1927: 0.001917390056155588
Position 1271: 0.001800908934361568
Position 564: 0.0016841827891967396
Position 360: 0.0016138406814359596
Position 3125: 0.0015301821756275188
Position 3590: 0.0015186546511155522
Position 3581: 0.0014446378449643241
Position 1031: 0.001236193252667127
Position 3348: 0.0011429506841373757
Position 3531: 0.001040454831379197
Position 452: 0.0010303824497195
Position 1325: 0.0010255048234537485
Position 1895: 0.0010141174845596625
Position 1819: 0.0010074760854761567
Position 523: 0.0009959424982807622
Position 3662: 0.0009638339206922276
Position 1452: 0.0009637333364981936
Position 3630: 0.0009524994916213315
Position 899: 0.0009419122403261784
Position 1217: 0.0008428294295280944
Position 1690: 0.0007714675613224693
Position 4029: 0.0007071134730066801
Position 3618: 0.0006747444364727794
Position 3780: 0.0006509427268848602
Position 3052: 0.0006230178544757357
Position 557: 0.000603072348225067
Position 1444: 0.0005585794268720566
Position 1258: 0.000541009184271567
Position 1736: 0.000528924280620122
Position 3560: 0.0005261728217588472
Position 1743: 0.000496304346955542
Position 1769: 0.00047539367685006846
Position 3535: 0.00045742785407842256
Position 1864: 0.0004483100392420034
Position 862: 0.0004411305479460177
Position 3470: 0.0004190485936139819
Position 532: 0.00041288706216511883
Position 952: 0.00036208646216285336
Position 784: 0.0003566168327673499
Position 3588: 0.00034497651803935787
Position 3415: 0.0003444081561077912
Position 1840: 0.0003353409802600202
Position 1220: 0.00032932248142344695
Position 1836: 0.00029820967387655126
Position 2146: 0.0002951880441771709
Position 2732: 0.00027028641419107207
Position 3467: 0.00026500504299662483
Position 455: 0.00026035375235025095
Position 1007: 0.00024280354525552057
Position 1629: 0.00023600484658096825
Position 776: 0.00021053027814135942
Position 184: 0.00020677924123067243
Position 1362: 0.00018870909783812905
Position 3632: 0.00018615395635149397
Position 4227: 0.00018177771096779968
Position 1734: 0.00018111231111771713
Position 482: 0.00017683995276628728
Position 1845: 0.00017161892918189805
Position 213: 0.00016052481484095138
Position 503: 0.0001594040470426285
Position 1095: 0.0001563380617717877
Position 3191: 0.00015421480811135207
Position 1789: 0.00012438600941247832
Position 3671: 0.00011977995997409222
Position 2165: 0.00011315855339452922
Position 2124: 0.00010173943699422157
Position 3583: 9.852103834109294e-05
Position 841: 9.721372692931781e-05
Position 512: 8.413355798983377e-05
Position 398: 8.367884531554874e-05
Position 3741: 8.334865177239177e-05
Position 3700: 8.250937842665712e-05
Position 4186: 8.14993609376897e-05
Position 1541: 7.651326202830399e-05
Position 1125: 7.644150843540402e-05
Position 773: 6.862474835990112e-05
Position 3331: 6.683166098720382e-05
Position 4199: 5.830900857428322e-05
Position 682: 5.182583788591656e-05
Position 3882: 5.1756486624045324e-05
Position 937: 4.524082450083281e-05
Position 2923: 4.3654154750141045e-05
Position 1066: 4.2347123313469665e-05
Position 369: 3.870064921958852e-05
Position 374: 3.3416313007005745e-05
Position 461: 2.9919719688362707e-05
Position 389: 2.972835124273376e-05
Position 910: 2.9505218638853448e-05
Position 401: 2.2215017086753e-05
Position 3207: 8.51284865292332e-06
Position 2661: 7.668635021498876e-06
Position 2953: 7.18598853807392e-06
Position 2879: 6.909386024873839e-06
Position 256: 4.635145987649869e-06
Position 686: 3.316372293587468e-06
Position 335: 2.535088482024704e-06
Position 575: 1.9620016582376845e-06
Position 92: 1.4610979245992457e-06
Position 262: 1.0425684534212606e-06
Position 698: 9.125642322700463e-07
Position 233: 8.534997510769091e-07
Position 217: 7.75234713997422e-07
Position 215: 6.958950526181274e-07
