Gene = Psmg3
index = 870
Annotated 5SS: [164 758]
Annotated 3SS: [ 520 2811]
SMsplice 5SS: [164 758]
SMsplice 3SS: [ 607 2811]
top_k =  500
Partition function (log Z): -9.168827184151484

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.8588626593174373
Position 758: 0.6682930509983322
Position 77: 0.07273916182227957
Position 669: 0.015712718588836185
Position 2956: 0.013944535402082852
Position 2493: 0.011010593329126964
Position 608: 0.010944468959513627
Position 1477: 0.008646138431894556
Position 3006: 0.008616132197124952
Position 1094: 0.008133974829939581
Position 465: 0.006465127563033855
Position 1104: 0.005070750476177737
Position 594: 0.004604390637940989
Position 314: 0.0039651340309834115
Position 72: 0.0015192889040392859
Position 1947: 0.00091738233518035
Position 115: 0.0006718545764672123
Position 560: 0.000655829700620858
Position 303: 0.0004803240456488724
Position 243: 0.0003262107422448744
Position 119: 0.00025510102073371307
Position 215: 0.00013682445989729667
Position 587: 0.0001130264037920028
Position 230: 0.00011266241672223426
Position 203: 0.00010064219231865119
Position 470: 7.837054636072515e-05
Position 103: 7.285340788514627e-05
Position 39: 6.224132951584377e-05
Position 453: 5.570835346647774e-05
Position 97: 4.9451627769589186e-05
Position 468: 4.8400472302528824e-05
Position 122: 3.6371276474493006e-05
Position 150: 2.982069095080409e-05
Position 311: 2.6272390359978403e-05
Position 140: 2.6107800837437e-05
Position 611: 2.170773010573909e-05
Position 418: 1.4536193221688149e-05
Position 647: 6.553378000728014e-06
Position 328: 6.085427033395322e-06
Position 339: 5.423142285587135e-06
Position 767: 5.294550572036912e-06
Position 858: 5.20585928679444e-06
Position 1218: 4.10456757605683e-06
Position 909: 1.6179399423071655e-06
Position 928: 1.0141496500538142e-06
Position 737: 8.555051139607511e-07
Position 87: 7.916179192607672e-07
Position 698: 7.177536065102815e-07
Position 176: 5.927743793635009e-07
Position 655: 3.825422384675829e-07
Position 441: 3.47429461159794e-07
Position 641: 3.353030787662042e-07
Position 389: 5.880647424036856e-08
Position 408: 5.448260703771276e-08
Position 382: 2.4403101734464195e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 607: 0.3886205248886252
Position 2811: 0.31314328072677994
Position 520: 0.17090603049085962
Position 1308: 0.12069706357206954
Position 2835: 0.06768531042328249
Position 1076: 0.06305391309873117
Position 1057: 0.04522841468717137
Position 630: 0.037646426080278586
Position 627: 0.03499424539339172
Position 805: 0.03176953259606051
Position 2315: 0.026317155736369224
Position 1862: 0.02537660641275295
Position 1278: 0.02386236257335712
Position 2382: 0.020395287280624584
Position 655: 0.01902176529203391
