Gene = Pan3
index = 793
Annotated 5SS: [   849  20614  23158  25028  58098  89592  91774  93073  96520  96881
  97070  99960 101147 106380 109212 109646 113048 115575]
Annotated 3SS: [ 20491  23090  24956  57949  89343  91668  93014  96357  96763  96967
  99793 101055 106239 109081 109580 112908 115444 116203]
SMsplice 5SS: [   849   2303  19530  20614  25028  36937  58098  62411  66949  81591
  83942  91774  93073  96520  97070  99960 101147 106380 109212 113048
 115575]
SMsplice 3SS: [  2198  19420  20491  24956  36774  57949  62338  66721  81534  83853
  91668  93014  96402  96967  99793 101055 106300 109081 112908 115444
 116203]
top_k =  500
Partition function (log Z): -72.3884310766485

Sorted 5' Splice Sites (High to Low Probability):
Position 849: 0.9709189791926438
Position 2303: 0.6969334297391485
Position 5836: 0.4004239857676276
Position 4759: 0.3968851551909634
Position 12121: 0.33721678944946054
Position 2900: 0.23368995745409352
Position 12095: 0.10277937989122696
Position 2360: 0.09372235932367114
Position 3014: 0.06330827538470572
Position 12138: 0.058319854857193584
Position 4847: 0.043771480093410566
Position 12057: 0.03749225833419816
Position 12406: 0.024226950571258052
Position 1600: 0.013782959784853223
Position 2976: 0.012608640423042803
Position 2838: 0.006304627069017121
Position 2707: 0.0052294277497623
Position 877: 0.004953371591658175
Position 853: 0.004064686196939807
Position 1057: 0.004001757828676891
Position 4155: 0.002519712392198674
Position 4080: 0.002285692684228641
Position 1080: 0.0020954803120116607
Position 627: 0.0018024883064024515
Position 1089: 0.0016730561700441622
Position 1340: 0.0015621613141545366
Position 872: 0.0013248213836475843
Position 1115: 0.0011754129152792181
Position 577: 0.00111421382316233
Position 1094: 0.0011136382879631402
Position 8080: 0.0011039405178054815
Position 5666: 0.0010834227274695988
Position 888: 0.0010412925900462164
Position 1579: 0.0009171231079395769
Position 884: 0.0008749120270730001
Position 2105: 0.000844992377169441
Position 2504: 0.0008163697679463952
Position 2037: 0.0007464188139251962
Position 2268: 0.0006544688800363398
Position 1172: 0.000611590454424486
Position 4424: 0.0005832349601265838
Position 1072: 0.000520539275419087
Position 1472: 0.000516343454252664
Position 1334: 0.00047792606489938436
Position 536: 0.00043389866944137744
Position 217: 0.0003939161054135978
Position 159: 0.00039276627348349075
Position 1394: 0.00037176452349229195
Position 57: 0.000369674896976719
Position 893: 0.00036960584951624826
Position 104: 0.00036482327473522487
Position 5956: 0.0003529118547805597
Position 1881: 0.0003363646841813153
Position 2310: 0.00031313107292768984
Position 1257: 0.0003066782859611641
Position 842: 0.0002335256115921837
Position 387: 0.00017464506393296327
Position 1641: 0.00015785180938201684
Position 5095: 0.00015350616397045582
Position 2108: 0.00015010812837166178
Position 1355: 0.00014730453777993648
Position 503: 0.00011751537441574376
Position 520: 0.00011482842164426903
Position 509: 0.00010377666941803216
Position 179: 0.00010293992073441647
Position 2379: 8.410808359378508e-05
Position 2322: 8.307883456674661e-05
Position 475: 8.198252207277867e-05
Position 2121: 8.131407462467665e-05
Position 176: 7.029263002657878e-05
Position 607: 6.986248277689778e-05
Position 527: 6.412667690852706e-05
Position 1618: 5.1668380684232056e-05
Position 1061: 5.036817426425368e-05
Position 1045: 4.847317870269027e-05
Position 1766: 4.681071917938544e-05
Position 1320: 4.665464570025517e-05
Position 1921: 4.008041595353486e-05
Position 1972: 3.854625456286513e-05
Position 136: 3.7963716631427433e-05
Position 1968: 3.256874099764288e-05
Position 1976: 2.7543172632892038e-05
Position 1075: 2.6809022014273285e-05
Position 1980: 2.170141171152752e-05
Position 1078: 1.933141546252544e-05
Position 1928: 1.8792840464751176e-05
Position 2714: 1.722243980976971e-05
Position 6644: 1.323187869021263e-05
Position 478: 1.0357961301644843e-06
Position 438: 8.913505860905708e-07
Position 472: 8.844034775780667e-07
Position 631: 8.332474032529538e-07
Position 27: 7.518597366168142e-07
Position 625: 7.407531821492864e-07
Position 2334: 5.870287807064885e-07
Position 426: 5.30401381664253e-07
Position 566: 5.03422316328588e-07
Position 413: 4.096595051719149e-07
Position 497: 2.629793436573222e-07
Position 869: 2.546711184247877e-07
Position 797: 2.049152908768085e-07
Position 692: 7.60187894564727e-08
Position 4404: 4.7302060790551025e-08
Position 5329: 4.543939036351872e-08
Position 3052: 3.1249478486192965e-08
Position 4765: 3.026079630778003e-08
Position 5402: 2.88559009735329e-08
Position 380: 1.2071423412807952e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2198: 0.6661142332970582
Position 11964: 0.6525950046748838
Position 12228: 0.3963624254071154
Position 5758: 0.2610199897325411
Position 2809: 0.25833080458090185
Position 12202: 0.2576330643145895
Position 4683: 0.16808184342644883
Position 4664: 0.14071473869649878
Position 2202: 0.11960701866025257
Position 4717: 0.082617279209442
Position 5798: 0.06932262814893098
Position 5622: 0.05735505753185936
Position 6542: 0.05647568230524901
Position 2767: 0.049202539206700736
Position 12631: 0.04370873097288052
Position 11429: 0.04160889433666594
Position 4692: 0.028654102573604973
Position 5523: 0.01862567631915641
Position 8196: 0.015426469963450882
Position 7940: 0.014327423919395512
Position 7514: 0.013443919344898008
Position 6455: 0.013236109783212857
Position 4464: 0.012727855477713958
Position 13285: 0.011320745035249845
Position 950: 0.008772606455968938
Position 4561: 0.007889660121162
Position 8633: 0.007811136282901001
Position 1494: 0.007109373582399824
Position 5683: 0.00570702094990755
Position 11360: 0.00541165603481701
Position 2899: 0.004970414554066093
Position 8123: 0.004837772513517188
Position 2246: 0.0038718552959902575
Position 2706: 0.0036014623601938016
Position 2079: 0.003022199740285216
Position 6556: 0.002415036414530199
Position 3950: 0.0017771935364652247
Position 2577: 0.0016050591701803907
Position 3291: 0.0015636333744840079
Position 1450: 0.0015249761793275363
Position 5296: 0.001480157911526764
Position 7864: 0.0014419944841365818
Position 10881: 0.0012881457111793705
Position 2816: 0.0012801158976679956
Position 3980: 0.0012799182501551955
Position 6502: 0.0012405268593738837
Position 4873: 0.0011363449351743458
Position 2006: 0.0009430459159201885
Position 1454: 0.0008822169478338052
Position 1872: 0.0008438468376525966
Position 2468: 0.0007218236074006572
Position 4056: 0.0006210605925369657
Position 7519: 0.000578920120051483
Position 4014: 0.0005663445218982398
Position 4802: 0.0005381092530304626
Position 2596: 0.00047898206333708756
Position 2344: 0.00047529855053645115
Position 7263: 0.0004722002207424523
Position 1684: 0.000444212013244562
Position 2660: 0.000415645367019918
Position 4344: 0.00041086920627985356
Position 2141: 0.0003860424782435515
Position 4520: 0.00037375369317773635
Position 1572: 0.0003431778334787149
Position 2634: 0.00033374014678630757
Position 8527: 0.000317068294249818
Position 1394: 0.00030814521013419895
Position 2021: 0.00030265378518620463
Position 3985: 0.00025361347161523474
Position 4468: 0.00024070418272110266
Position 2591: 0.00023607238875509985
Position 2637: 0.00023495146571432573
Position 2302: 0.00022278904841392268
Position 4047: 0.0001984941304343213
Position 2672: 0.00019839515791081555
Position 1690: 0.00019618126391326236
Position 3354: 0.00018950476539491746
Position 4320: 0.00016215625542981028
Position 5912: 0.00015722829260784492
Position 4828: 0.0001485906625996604
Position 5486: 0.00013513431124944405
Position 3517: 0.00010000794391015598
Position 1526: 9.010725680298365e-05
Position 2503: 8.944814405112249e-05
Position 1470: 8.577871277504499e-05
Position 4121: 8.569004785000158e-05
Position 3013: 7.020892423351428e-05
Position 3099: 6.507070922669799e-05
Position 707: 6.39176614952856e-05
Position 3578: 5.8785857142317654e-05
Position 2452: 5.4108674875471273e-05
Position 3287: 4.916068500031001e-05
Position 1539: 4.710973034332222e-05
Position 3888: 4.647174659072191e-05
Position 1893: 4.2146541914886255e-05
Position 1438: 4.089247559909893e-05
Position 1274: 4.0130242818841474e-05
Position 2470: 3.7877530209916746e-05
Position 2392: 3.738759446362472e-05
Position 955: 3.7242165719726346e-05
Position 4382: 3.66832666966221e-05
Position 5819: 3.4910183095194784e-05
Position 1472: 3.213496767755398e-05
Position 2364: 2.963025333759361e-05
Position 2521: 2.7424271381713424e-05
Position 2267: 2.7124011401461623e-05
Position 684: 2.50760602624335e-05
Position 1466: 2.4148710161689054e-05
Position 1710: 2.3038620806662582e-05
Position 1229: 2.2964903553290465e-05
Position 953: 2.2584904112176014e-05
Position 2285: 2.1897438164483033e-05
Position 3457: 2.0901181039264653e-05
Position 4173: 2.017054453534187e-05
