Gene = Rpl37a
index = 923
Annotated 5SS: [ 34 511 935]
Annotated 3SS: [ 381  851 2211]
SMsplice 5SS: [  34  511  935 2050]
SMsplice 3SS: [ 381  851 1891 2211]
top_k =  500
Partition function (log Z): -3.461650413599867

Sorted 5' Splice Sites (High to Low Probability):
Position 935: 0.9461983689680902
Position 34: 0.7707275350006708
Position 2050: 0.3454775025790411
Position 526: 0.2737046427990869
Position 704: 0.2339848527788148
Position 417: 0.20007701746036854
Position 454: 0.18379557896835613
Position 486: 0.14520708188772358
Position 220: 0.11608598438867263
Position 1679: 0.042747778663933166
Position 178: 0.030374792086980577
Position 119: 0.02998092872100571
Position 2070: 0.021680722032672944
Position 400: 0.020974798242874983
Position 87: 0.012875241626485711
Position 515: 0.01095534786291074
Position 993: 0.009019729825479099
Position 1797: 0.006957371461821783
Position 1687: 0.006776057413793516
Position 916: 0.006046673037602801
Position 434: 0.005632158202174195
Position 1977: 0.005571955560732762
Position 717: 0.004880058846067748
Position 625: 0.003976450509870894
Position 46: 0.003823388367331728
Position 1611: 0.0032395816509857094
Position 223: 0.0026292471711284395
Position 2317: 0.0023604957490310423
Position 96: 0.0022776878973738627
Position 2055: 0.002038340027939325
Position 1715: 0.0019221770872027495
Position 2326: 0.001562261958255775
Position 275: 0.001137516565137733
Position 610: 0.0009670536256413117
Position 539: 0.0009568773138824544
Position 954: 0.0009562950279448809
Position 307: 0.0008879685804719604
Position 61: 0.0008429622827485489
Position 564: 0.0008024904940002194
Position 708: 0.00043996116852033164
Position 74: 0.00043025129186156257
Position 1219: 0.00042556488444943813
Position 632: 0.000365502979499288
Position 256: 0.0002927036036915942
Position 122: 0.00028351744013318777
Position 1992: 0.00024156815738683303
Position 1780: 0.000224322184800775
Position 1622: 0.000221556153682402
Position 1924: 0.00020934443431432908
Position 1619: 0.00020787109863106313
Position 2009: 0.00019341999365163524
Position 126: 0.0001882725540789996
Position 675: 0.00016305360511636294
Position 737: 0.00011964553395246042
Position 648: 0.00010175403054987337
Position 1178: 9.554021134118824e-05
Position 1773: 9.096045616195566e-05
Position 137: 9.063485341797241e-05
Position 2161: 9.004102176230771e-05
Position 1426: 8.791764770606096e-05
Position 687: 8.450360043247253e-05
Position 592: 6.295536122592025e-05
Position 1667: 5.809570613306931e-05
Position 503: 5.750345136037301e-05
Position 998: 5.456484383387339e-05
Position 1735: 5.308178009051195e-05
Position 131: 3.301498687213399e-05
Position 38: 2.6827700915065262e-05
Position 20: 2.642618973090964e-05
Position 40: 2.610687772907483e-05
Position 409: 2.4288901597230635e-05
Position 311: 2.1386797368897745e-05
Position 149: 1.6495328708246715e-05
Position 142: 1.5130903896136788e-05
Position 166: 1.897689958050841e-06
Position 2040: 4.2322111033143246e-07
Position 1419: 1.9343562002768602e-07
Position 325: 1.0516992921414049e-08
Position 331: 2.6783221674558508e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 381: 0.9326328966851378
Position 851: 0.8143106370057304
Position 1891: 0.6069537543351102
Position 2211: 0.5132548331846344
Position 610: 0.12239029415388601
Position 2183: 0.09635106352960841
Position 834: 0.08399304457475561
Position 1548: 0.06897511672710022
Position 802: 0.03192637390857669
Position 2225: 0.02514361089354692
Position 2400: 0.014788081963816833
Position 1572: 0.01460733288746363
Position 781: 0.01375611820335742
Position 1644: 0.012609238325745068
Position 796: 0.012080573098947852
Position 1948: 0.00977252415981141
Position 2007: 0.009200497022649044
Position 1869: 0.008227364908323893
Position 2049: 0.006573379307279074
Position 1851: 0.006094033759813825
Position 1449: 0.005584229625068925
Position 1796: 0.005501627423218173
Position 108: 0.005039908216758276
Position 1478: 0.0038870627466594506
Position 857: 0.003412285851236054
Position 560: 0.0030114583005466586
Position 1495: 0.002972272386442475
Position 1352: 0.002817459369598179
Position 623: 0.002359903067180223
Position 1550: 0.0023357658060177114
Position 2231: 0.002309607162450218
Position 1893: 0.0018179874198386739
Position 1326: 0.0016394929450632928
Position 744: 0.0015856621939279935
Position 1161: 0.0014158151299334966
Position 318: 0.0013787345821286222
Position 510: 0.0012654904362610114
Position 1019: 0.0007558163826210969
Position 2126: 0.0007203986018676084
Position 2054: 0.0006969182873238797
Position 2464: 0.0006701752284200514
Position 1818: 0.0006109029754795395
Position 1697: 0.0006043981890311387
Position 1518: 0.0005324092494644124
Position 1425: 0.0004954064939671249
Position 614: 0.00044531500953071584
Position 1603: 0.00036570714763191505
Position 122: 0.00036182133874258185
Position 295: 0.0003600263636993657
Position 1729: 0.0003531570290120897
Position 586: 0.0003414084367217419
Position 959: 0.00033301816951677234
Position 1955: 0.0003084538867394595
Position 648: 0.00026698749734626475
Position 1115: 0.00026675430837288426
Position 2085: 0.00026662634794694367
Position 191: 0.00026577672624610135
Position 909: 0.0002539223390654136
Position 1896: 0.00021012991733323857
Position 555: 0.0002011746873601371
Position 1591: 0.00019809161825733363
Position 1501: 0.00015446329673023557
Position 1606: 0.00014687788925962672
Position 870: 0.0001423905780087862
Position 2034: 0.00014191918579201524
Position 2500: 0.00013838331963959908
Position 399: 0.00013825923210623815
Position 530: 0.00013414299280114638
Position 286: 0.00013319222946985845
Position 280: 0.00013094717583341588
Position 2414: 0.00012560691189741717
Position 1556: 0.0001244838764675956
Position 2160: 0.0001239531238838592
Position 1069: 0.00012333275332341277
Position 670: 0.00012188043563710386
Position 1103: 0.00012143215832941428
Position 515: 0.00011808135078508252
Position 173: 0.00011197253915241587
Position 1898: 9.219401387069634e-05
Position 1079: 9.083321823313133e-05
Position 2469: 8.634645876304347e-05
Position 863: 7.914187887021907e-05
Position 2134: 7.601479641748679e-05
Position 1229: 7.57970109749634e-05
Position 1177: 7.489350100574103e-05
Position 2492: 7.44827303316009e-05
Position 713: 7.318133301302917e-05
Position 2247: 6.552752745226761e-05
Position 701: 6.0111609696516595e-05
Position 1175: 5.62561083684289e-05
Position 639: 4.518086676697484e-05
Position 1219: 4.334892684486776e-05
Position 641: 3.0480953147454307e-05
Position 215: 3.014637068705143e-05
Position 302: 2.5770150211483177e-05
Position 766: 2.3741444003260165e-05
Position 537: 2.01493782656719e-05
Position 534: 1.3875848524252233e-05
Position 396: 7.678868431279743e-06
Position 1051: 8.680510649184347e-07
Position 1058: 5.987752622649784e-07
Position 417: 3.978084361243654e-07
Position 1026: 2.8083613884124595e-07
Position 223: 9.668212861627896e-08
Position 87: 7.884908997813778e-08
Position 307: 4.4381621124951556e-08
Position 241: 3.41885440997096e-08
Position 679: 3.089272711372043e-08
Position 459: 2.900331704757385e-08
Position 473: 1.91975617490344e-08
Position 486: 7.762702398310599e-09
