Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  500
Partition function (log Z): -2.0386369183092405

Sorted 5' Splice Sites (High to Low Probability):
Position 9211: 0.9680833967771232
Position 11756: 0.9447748031990161
Position 82: 0.8999881852929709
Position 12457: 0.7805036918775484
Position 1416: 0.6762739850241202
Position 12013: 0.5376770393794125
Position 10848: 0.46025254532320936
Position 736: 0.3311278901706483
Position 7291: 0.20365364888413715
Position 11138: 0.08687444835313882
Position 90: 0.08354401813433782
Position 10833: 0.02126337843193015
Position 11479: 0.02102446999485107
Position 3960: 0.018755143496021368
Position 12638: 0.018340013575158097
Position 11752: 0.015073546845972077
Position 270: 0.01474367546334139
Position 11193: 0.01275823386657405
Position 3617: 0.012624468784616458
Position 12467: 0.011467031014453708
Position 86: 0.009424763403728416
Position 1143: 0.005761955231355464
Position 11042: 0.003567321652374095
Position 11475: 0.0028854053172735375
Position 556: 0.0024393013414389306
Position 981: 0.00222189061562366
Position 12689: 0.0021155499998908923
Position 243: 0.001982559044002378
Position 12700: 0.0016828571543279673
Position 754: 0.0014297261472533442
Position 848: 0.0013693268614759393
Position 10446: 0.0013262844864123063
Position 10295: 0.0012470567569495665
Position 12974: 0.001198999682076639
Position 1151: 0.000905687509194308
Position 455: 0.0007938020837902545
Position 66: 0.0007591228520545484
Position 1080: 0.000694479240727193
Position 1040: 0.0005618550475547519
Position 3413: 0.00019582212981196384
Position 405: 0.00018965317947862613
Position 990: 0.00014514429276123606
Position 1048: 0.00013239964734701814
Position 740: 8.385832912440871e-05
Position 153: 8.287319692480959e-05
Position 933: 7.310184865046918e-05
Position 604: 6.918756693139911e-05
Position 108: 2.8744103904688945e-05
Position 94: 1.1199330953732124e-05
Position 202: 1.032046841667083e-05
Position 215: 7.701281224165459e-06
Position 101: 4.502148366405371e-06
Position 46: 3.988534829685616e-06
Position 231: 3.7726389714384206e-06
Position 191: 2.450201997504972e-06
Position 5: 9.87865385852724e-07
Position 136: 1.0392855435914651e-07
Position 38: 8.741979854438775e-08
Position 120: 8.573269841246941e-09
Position 317: 5.200967287592686e-09
Position 20: 4.517088818515987e-09
Position 274: 2.887994218712932e-09
Position 313: 1.978811022919984e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9110: 0.943836554233825
Position 12857: 0.7313571632645053
Position 12350: 0.5552966117596821
Position 11650: 0.519138425781421
Position 11697: 0.4629485073727457
Position 11863: 0.4279831824676024
Position 1229: 0.39791835465879966
Position 12346: 0.20850920923202973
Position 10623: 0.19891736617396544
Position 10664: 0.19598331329361462
Position 7172: 0.16239793734504854
Position 12587: 0.12697083552321156
Position 1319: 0.12467915576448751
Position 429: 0.12179149956665429
Position 1281: 0.08346529740970333
Position 11834: 0.08292921842095066
Position 10927: 0.07008095866333378
Position 10772: 0.05487016822366178
Position 12395: 0.054009848614167834
Position 660: 0.05264164758181784
Position 641: 0.052059757951374755
Position 604: 0.04962872188862599
Position 11844: 0.04935996203435183
Position 7110: 0.041255711539088635
Position 10956: 0.03552227207853269
Position 12964: 0.027899004447591212
Position 11336: 0.023932440087689855
Position 8792: 0.023534009587018557
Position 10636: 0.022251709710657742
Position 1354: 0.020783876211979725
Position 1173: 0.018807029976607912
Position 1233: 0.0186986464456208
Position 266: 0.017011456787530375
Position 3777: 0.015171626000053744
Position 12990: 0.014574860801938549
Position 10647: 0.009562648911230395
Position 1034: 0.008386366734006778
Position 12539: 0.008159264292634215
Position 3505: 0.0075811178421234405
Position 13047: 0.007388246623629936
Position 617: 0.006997790162901484
Position 698: 0.006562018034268238
Position 147: 0.00646455091087997
Position 590: 0.006423294522042396
Position 220: 0.006168423401323774
Position 12784: 0.005247011641515928
Position 12515: 0.0050918027925468115
Position 325: 0.004907376606169521
Position 1129: 0.004760383354027087
Position 469: 0.004393662714194348
Position 12863: 0.004386253070884313
Position 495: 0.0038473727394170917
Position 282: 0.003241824887600657
Position 12418: 0.0026991800123477155
Position 189: 0.0026031405779007406
Position 3490: 0.002380735756219253
Position 1022: 0.0023646785499955494
Position 3412: 0.0023055367392645146
Position 12739: 0.002247831456201259
Position 12907: 0.0022335053119630077
Position 1298: 0.00214391100436331
Position 10207: 0.0020475167701240193
Position 3676: 0.001813728235427455
Position 12607: 0.0017681050460514132
Position 3591: 0.001731251951445757
Position 525: 0.0014612901451373848
Position 12940: 0.0013755749586498547
Position 790: 0.001259409062394442
Position 410: 0.0012447925717335667
Position 12172: 0.0010854542524509237
Position 11961: 0.0009596012499390124
Position 12125: 0.0008550972711035251
Position 1375: 0.0008007508102799373
Position 12590: 0.0008005078083150001
Position 1251: 0.0007730141145465167
Position 11984: 0.0007383108543119591
Position 12012: 0.000722866473664737
Position 8804: 0.0007128329562796486
Position 11871: 0.0006157993841282243
Position 11915: 0.000590828734452382
Position 10333: 0.0005861549775417197
Position 12398: 0.0005632691288049587
Position 13057: 0.0004981336572352014
Position 9320: 0.0004322586508652356
Position 1246: 0.00043066444226633107
