Gene = Sbsn
index = 946
Annotated 5SS: [ 445 3410 3576]
Annotated 3SS: [3337 3530 4493]
SMsplice 5SS: [445]
SMsplice 3SS: [4493]
top_k =  500
Partition function (log Z): -8.081442603801367

Sorted 5' Splice Sites (High to Low Probability):
Position 445: 0.7504142626157432
Position 3410: 0.5085470281752028
Position 3576: 0.28265263573419175
Position 2581: 0.27950211010480985
Position 229: 0.2655272872569186
Position 4395: 0.13917144287470398
Position 1999: 0.09819191974221848
Position 2013: 0.047568531582472096
Position 3500: 0.032289489333470256
Position 2003: 0.027411953824249224
Position 4314: 0.02347850404564054
Position 2174: 0.02227887058056462
Position 481: 0.021342956770551508
Position 3361: 0.02076576134248593
Position 184: 0.014990867431592359
Position 2902: 0.010008925169426705
Position 26: 0.009806299287953351
Position 1633: 0.005897626993725065
Position 1901: 0.0055403526177795846
Position 3810: 0.0051901791015452345
Position 1579: 0.0048724913428766494
Position 4271: 0.0034475886949249493
Position 1935: 0.0030374877558236807
Position 3489: 0.0029846868459924643
Position 2784: 0.002463032186122165
Position 93: 0.001693811194215161
Position 411: 0.0013950967684787747
Position 515: 0.0011653792127796657
Position 299: 0.0011605467060575643
Position 2444: 0.0007540389849918643
Position 358: 0.0006523608824956976
Position 2522: 0.0004476557755001491
Position 100: 0.00034180951414782885
Position 2737: 0.000238124000711535
Position 2366: 0.00021514862109199963
Position 7: 0.00019404706664759525
Position 175: 0.00018432551742334708
Position 539: 0.00017693600096841986
Position 2790: 0.00014090799167701366
Position 564: 0.00012573598832059846
Position 1414: 0.00011936627031529311
Position 545: 0.0001117662654500991
Position 756: 9.732056247443791e-05
Position 195: 9.330229369982128e-05
Position 424: 9.212431117360827e-05
Position 618: 8.987806982568669e-05
Position 1621: 8.77290558459156e-05
Position 731: 7.115501739901758e-05
Position 737: 7.109099865360558e-05
Position 672: 7.03392086554621e-05
Position 130: 1.0376285311524159e-05
Position 104: 9.412501613142193e-06
Position 1031: 4.630032555353914e-06
Position 283: 4.6156645316779574e-06
Position 593: 4.051562461011337e-06
Position 599: 3.2131811448869754e-06
Position 1193: 1.9599346304899744e-06
Position 1217: 1.2784827817478505e-06
Position 1139: 1.2367590594108101e-06
Position 1085: 1.207639030996102e-06
Position 1163: 7.005048366102042e-07
Position 1313: 5.988568592605688e-07
Position 1429: 5.55810072667803e-07
Position 337: 6.000376407860174e-09
Position 864: 1.3244409422138508e-09
Position 377: 1.0497949664449028e-09
Position 810: 1.0175841777653583e-09
Position 845: 6.253542766848414e-10
Position 791: 6.076732366421853e-10
Position 785: 4.794127819235597e-10
Position 510: 2.294344113840884e-10
Position 839: 2.0638310543943264e-10
Position 522: 1.5375129181333019e-10
Position 497: 1.2166502662443326e-10
Position 569: 9.88959627882952e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4493: 0.912382039173477
Position 3337: 0.5481471825117556
Position 3530: 0.22354903868176282
Position 2353: 0.19152444862420434
Position 4151: 0.14231595279850456
Position 1869: 0.14082492911469344
Position 2558: 0.07034563244137523
Position 3481: 0.061068274234280344
Position 308: 0.049607350308273485
Position 4340: 0.02742261360081028
Position 2117: 0.027027828265235393
Position 1815: 0.022829703826072686
Position 2400: 0.01883281751734903
Position 3722: 0.016100614681069984
Position 3222: 0.015054856420671062
Position 1491: 0.013159526304832301
Position 3161: 0.011081745565486554
Position 1761: 0.011017718826419545
Position 3226: 0.009410473439142216
Position 361: 0.008371545997290836
Position 4225: 0.008213455611375604
Position 2248: 0.007501921663309394
Position 324: 0.006838439399560273
Position 3499: 0.006331587254349264
Position 3621: 0.006041252993161624
Position 4425: 0.0051086285188730665
Position 1923: 0.004412275699220165
Position 3083: 0.003359294374864093
Position 3305: 0.0024471701880141865
Position 320: 0.002058328110791793
Position 377: 0.00203700333161108
Position 3350: 0.001857216145353041
Position 2560: 0.0017094476879957684
Position 3239: 0.0014338451602768725
Position 1827: 0.0014032722536899335
Position 2772: 0.001392251675120876
Position 2736: 0.0011079948665576348
Position 2157: 0.001016594056888951
Position 2659: 0.000991962587755688
Position 3632: 0.0007738099877402252
Position 2405: 0.0007511794871955742
Position 394: 0.0007367135917970913
Position 4495: 0.0006585345100384856
Position 3060: 0.0006571902853803151
Position 4394: 0.0005416037449080584
Position 2282: 0.0005392336708122679
Position 3564: 0.0005278385614940831
Position 3740: 0.0004592044670648081
Position 1846: 0.000387431249029876
Position 4558: 0.0003844979429249792
Position 1833: 0.00036964494918544614
Position 2566: 0.0002903231448876209
Position 2725: 0.00028870202271131325
Position 1824: 0.00027254908184348996
Position 4529: 0.0002674433762755052
Position 2688: 0.000261436436988307
Position 2357: 0.0002550789299818457
Position 2119: 0.00025264720179056635
Position 160: 0.00025135301563370446
Position 1707: 0.0002439934975307382
Position 1275: 0.00019773562581905277
Position 358: 0.0001945946721295041
Position 1113: 0.00017421216480464915
Position 951: 0.00017368199475559766
Position 1433: 0.00016965816301857262
Position 3651: 0.00016521987678459282
Position 1059: 0.0001627713467210844
Position 897: 0.00014717139000353704
Position 2580: 0.0001459385435422805
Position 1530: 0.0001315637114038275
Position 651: 0.00012982352351938785
Position 543: 0.00011551927481768506
Position 1005: 0.00011424966747363395
Position 104: 8.602755629728669e-05
Position 1167: 8.03086153102233e-05
Position 1392: 7.455667940419548e-05
Position 1638: 7.361076075672375e-05
Position 597: 7.047065433949686e-05
Position 130: 6.526370689684212e-05
Position 2002: 3.91801941697823e-05
Position 735: 3.874730355845406e-05
Position 1221: 3.633582127843723e-05
Position 843: 2.8328014792263718e-05
Position 789: 2.802269510284905e-05
Position 271: 2.3429818549692978e-05
Position 444: 2.1064209956413085e-05
Position 333: 9.927239010317741e-06
Position 1437: 4.3549835745377505e-06
Position 1584: 4.1825282708328685e-06
Position 228: 2.204770651224619e-06
Position 2305: 9.068337396316749e-07
Position 1338: 1.62895504146991e-07
Position 1347: 1.5815317446733155e-07
Position 183: 4.245869101805059e-08
Position 113: 3.9856509538927125e-08
Position 399: 6.602723128991536e-09
Position 403: 5.766977091456925e-09
Position 283: 5.695883353808313e-09
Position 278: 4.642736883153259e-09
Position 406: 1.5713537857338237e-09
Position 190: 1.5423142510212359e-09
Position 247: 1.271831634031246e-09
Position 237: 2.79710287633657e-10
Position 168: 1.538564442507055e-10
Position 200: 1.3723992253218622e-10
Position 408: 7.818347233078593e-11
Position 193: 7.562874371982664e-11
Position 212: 6.629070982856981e-11
Position 180: 5.555042266122129e-11
Position 226: 5.3092922067042466e-11
Position 205: 3.7830910814902857e-11
Position 411: 1.2893453352162307e-11
Position 224: 4.522880856705217e-12
