Gene = Apoa2
index = 127
Annotated 5SS: [ 68 313 745]
Annotated 3SS: [ 232  611 1088]
SMsplice 5SS: [313 530 745]
SMsplice 3SS: [395 611 888]
top_k =  500
Partition function (log Z): -2.431430903676882

Sorted 5' Splice Sites (High to Low Probability):
Position 745: 0.964782280075143
Position 313: 0.8040096305134186
Position 530: 0.48019831806963237
Position 68: 0.3016477504345716
Position 995: 0.2849914686231005
Position 153: 0.14229781255114687
Position 1005: 0.13685205580609178
Position 350: 0.11091960723247285
Position 93: 0.0635190331693978
Position 89: 0.013311277906700836
Position 1134: 0.01008392839046416
Position 102: 0.007211640316358246
Position 490: 0.0065441097750090025
Position 1026: 0.004914300173879355
Position 147: 0.0045364709554199835
Position 546: 0.002560056114220851
Position 534: 0.0025427918861609267
Position 544: 0.00239386986684434
Position 169: 0.0021163879578877196
Position 318: 0.0012899225165975696
Position 539: 0.0006369623483986624
Position 127: 0.0005326713564290565
Position 301: 0.0005236376894803452
Position 1153: 0.00022713755388043387
Position 593: 0.0001852384844180746
Position 608: 0.00018297388582466255
Position 291: 0.00015444344674727333
Position 905: 0.00013550118731719998
Position 447: 9.008649589200804e-05
Position 931: 6.0331750027224764e-05
Position 602: 3.794069838499784e-05
Position 279: 3.4582033482055766e-05
Position 38: 2.9148973020687758e-05
Position 749: 2.6493677344568612e-05
Position 806: 2.6000513064300174e-05
Position 6: 2.578390358190251e-05
Position 576: 1.411129740701394e-05
Position 1209: 9.380291074042653e-06
Position 620: 6.064854852307149e-06
Position 26: 3.983487994545608e-06
Position 4: 2.7024555441750796e-06
Position 251: 4.4826954459331875e-07
Position 658: 2.945293196382776e-07
Position 237: 2.0540669677662933e-07
Position 359: 1.8734366212950864e-07
Position 215: 1.2814462830442612e-07
Position 922: 8.687685788141343e-08
Position 213: 4.3767603257343884e-08
Position 396: 2.0337223927887474e-08
Position 381: 1.0003516484985856e-08
Position 390: 9.668750761943682e-09
Position 401: 3.0709163201684766e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.8463692818003216
Position 395: 0.6601158110057869
Position 611: 0.5789968598883719
Position 1088: 0.553905326021068
Position 232: 0.22845183484922066
Position 676: 0.17213426947126842
Position 229: 0.1579360748588719
Position 244: 0.03906569709393271
Position 213: 0.03571981852772474
Position 1242: 0.01235426603967374
Position 631: 0.008699386886924145
Position 1133: 0.00820311205475523
Position 447: 0.00802719422806655
Position 614: 0.0062798471515917815
Position 652: 0.0037269474612523393
Position 587: 0.003691365361408376
Position 576: 0.0027531680351925818
Position 425: 0.0026185599126032784
Position 625: 0.002492356542378055
Position 978: 0.002069591383204709
Position 189: 0.0014298293469973073
Position 698: 0.001359046034601826
Position 1169: 0.0013423389020355467
Position 266: 0.0013360348336685385
Position 1026: 0.0011155634056887274
Position 627: 0.0010391391177829081
Position 482: 0.0009494626212289635
Position 893: 0.0008992121068981184
Position 198: 0.0006567301220943434
Position 1058: 0.0006008561738792946
Position 635: 0.0005917930543107897
Position 304: 0.0005380945317335612
Position 1166: 0.0005273384374504924
Position 251: 0.00044774072004815117
Position 993: 0.00042803508003273543
Position 828: 0.00032253712338766686
Position 922: 0.0002852608584615952
Position 1264: 0.00024581398754654145
Position 1141: 0.00022356598526689287
Position 1209: 0.0002192647848235005
Position 1138: 0.00019301532395241006
Position 429: 0.0001887806423304601
Position 678: 0.00015931385219547097
Position 139: 0.00013961364347567213
Position 929: 0.0001388684620078627
Position 851: 0.0001166243986385132
Position 654: 8.926983450066454e-05
Position 841: 8.24002843944963e-05
Position 401: 6.355398144159316e-05
Position 1104: 4.7822824087471085e-05
Position 898: 4.504542540352195e-05
Position 718: 3.645887855509036e-05
Position 1311: 3.2193088039551874e-05
Position 712: 3.11718339944607e-05
Position 496: 2.8331121879447642e-05
Position 837: 2.404868331034781e-05
Position 1030: 2.033547831235695e-05
Position 413: 1.5260997073883245e-05
Position 493: 1.1923107992058508e-05
Position 514: 7.423237727682942e-06
Position 132: 7.19363173193293e-06
Position 550: 5.362071435996865e-06
Position 1185: 4.31978622451002e-06
Position 142: 3.4037025788381543e-06
Position 151: 2.536620155931582e-06
Position 902: 2.1213973986978406e-06
Position 341: 1.233513326463851e-06
Position 153: 1.1532030890915267e-06
Position 134: 9.448967624007577e-07
Position 147: 5.415193978138045e-07
Position 157: 3.312598422094817e-07
Position 312: 2.8683374273867515e-07
Position 84: 6.79087686998978e-09
Position 317: 4.848098228254633e-09
Position 346: 2.5577809486345537e-09
Position 904: 1.8293412362022072e-09
Position 86: 3.716133660409608e-10
Position 109: 3.187231703607266e-10
Position 77: 7.098612097818258e-11
Position 111: 1.3428247125562594e-11
