Gene = Gpr160
index = 520
Annotated 5SS: [  108 21383]
Annotated 3SS: [21284 39759]
SMsplice 5SS: [  108 19572 20387 21383 33697 34092]
SMsplice 3SS: [19457 20252 21284 33558 33991 39759]
top_k =  500
Partition function (log Z): -29.38187157736389

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.5746859184619451
Position 296: 0.3516906119628184
Position 53: 0.1344084471920123
Position 8573: 0.09167490006469318
Position 301: 0.046440973206784766
Position 13: 0.04184951297175004
Position 11799: 0.03158111568594572
Position 8481: 0.03146433674791615
Position 2364: 0.0311921785091367
Position 11779: 0.026885843964218545
Position 4392: 0.023656500889715822
Position 189: 0.009039496304369933
Position 3094: 0.002065004812075932
Position 405: 0.0017239319688358832
Position 4914: 0.000894983717096911
Position 6357: 0.0008320864787272642
Position 7071: 0.0008141209800571555
Position 5403: 0.0006605699713422272
Position 687: 0.0006130141361087128
Position 44: 0.00041890964914353094
Position 1405: 0.0003416646845762974
Position 1248: 0.0003382748556534424
Position 57: 0.0002759575853650179
Position 409: 0.00022149584575242702
Position 584: 0.0002007153622541632
Position 1262: 0.00010781149347890287
Position 96: 6.434039329506267e-05
Position 971: 5.595415253098548e-05
Position 305: 1.7737531422494527e-05
Position 178: 1.6591833498539147e-05
Position 643: 1.1687852995320584e-05
Position 1975: 3.415347420771838e-06
Position 2274: 2.961182407233248e-06
Position 2004: 2.093970958087065e-06
Position 2212: 1.6373372348220338e-06
Position 2863: 1.464851020003711e-06
Position 2191: 1.4056477420943289e-06
Position 215: 1.0663512311744006e-06
Position 253: 1.0619636537503644e-06
Position 140: 1.0398466951068994e-06
Position 235: 9.402803711439543e-07
Position 530: 8.115795150679274e-07
Position 145: 6.567177101022499e-07
Position 834: 5.861820412185965e-07
Position 382: 5.30894040844852e-07
Position 1813: 1.6453595972706642e-07
Position 482: 1.225011909946294e-07
Position 1348: 1.0459066289827995e-07
Position 496: 9.384489219822466e-08
Position 237: 7.826194003048447e-08
Position 219: 7.576232736498062e-08
Position 123: 6.219913372622826e-09
Position 357: 3.741237595894651e-09
Position 485: 1.4272285994736213e-10
Position 309: 2.0687416220789178e-11
Position 314: 1.2602347099851915e-11
Position 307: 8.6730329044035e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12081: 0.34173136298082846
Position 14339: 0.32310427522645824
Position 169: 0.16240057270949
Position 8398: 0.08158565805165072
Position 11667: 0.07851527029077243
Position 8466: 0.06430330163117551
Position 6924: 0.05035096258096901
Position 4988: 0.030812655975089923
Position 2234: 0.026228236286434746
Position 1924: 0.023130863111896247
Position 6126: 0.02274791230972088
Position 2095: 0.020238854403664908
Position 6647: 0.017760989879505813
Position 4133: 0.014699815887150646
Position 2980: 0.01272632470235348
Position 4060: 0.01247676660082656
Position 7167: 0.01199096699766682
Position 4316: 0.008205662656679309
Position 3678: 0.008033268244507348
Position 4166: 0.008023688648863473
Position 5642: 0.007487940626926855
Position 4753: 0.006344396140326857
Position 5093: 0.005903055658738754
Position 10187: 0.005387740298938234
Position 9579: 0.004574940625742124
Position 6944: 0.0041753097948251175
Position 2547: 0.003807300891317665
Position 1244: 0.00347710050083096
Position 9230: 0.0030998288384796184
Position 8961: 0.0030235218720485874
Position 5294: 0.002789872890591271
Position 9008: 0.0026894830799824854
