Gene = Bcas2
index = 172
Annotated 5SS: [ 211  386 1691 2847 4015 5765]
Annotated 3SS: [ 292 1619 2684 3963 5683 6699]
SMsplice 5SS: [ 211  386 1691 2847 5765]
SMsplice 3SS: [ 292 1619 2684 5683 6699]
top_k =  500
Partition function (log Z): 8.027935780329045

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9844486844045616
Position 5765: 0.9705571347974026
Position 1691: 0.9589062332539787
Position 386: 0.9260574680046666
Position 2847: 0.7318441563608041
Position 4015: 0.5314489868675502
Position 6485: 0.1811734632240647
Position 5075: 0.1516478441760881
Position 2836: 0.10421093424303347
Position 6895: 0.09417406541360825
Position 403: 0.07157714050352301
Position 6937: 0.06478363139202774
Position 2916: 0.038577703927904744
Position 6510: 0.033674828325778075
Position 4886: 0.026825152512962955
Position 1712: 0.024259614002047663
Position 5179: 0.023594990531737112
Position 6713: 0.013192698804793554
Position 5498: 0.012490504669682104
Position 6840: 0.011562572032424131
Position 2268: 0.010419697871138273
Position 4295: 0.010063619226512392
Position 4995: 0.009885984621811002
Position 5505: 0.008494391050009195
Position 977: 0.007788212010569438
Position 6592: 0.007170297410015884
Position 5494: 0.006680088126555401
Position 148: 0.005482276592916275
Position 710: 0.005388063772547122
Position 4709: 0.004670381193359024
Position 2955: 0.003644265606092499
Position 6914: 0.003474181010290383
Position 6358: 0.0029047709066658
Position 5141: 0.0026960958023439143
Position 1864: 0.002677254617656158
Position 6884: 0.0026046734967721213
Position 6352: 0.0023752177031156475
Position 3609: 0.0021562564049744447
Position 1317: 0.001889548529751485
Position 6519: 0.0018671506174690353
Position 5769: 0.0018384229403612157
Position 5220: 0.0018353428715463323
Position 136: 0.00183468759129234
Position 1701: 0.00175187753077508
Position 3143: 0.0016657268858691233
Position 154: 0.0014699395325151502
Position 5080: 0.0014667642330117381
Position 5790: 0.001327468100359588
Position 4961: 0.001243688755215795
Position 1764: 0.0012315942444816876
Position 3387: 0.0012268160383705731
Position 4570: 0.0012096691967066683
Position 1236: 0.0011801251408727483
Position 4250: 0.001146765094926255
Position 1332: 0.0010971388240888704
Position 4931: 0.0010710652997565381
Position 6396: 0.0010659561667051335
Position 5327: 0.0010533188489376937
Position 5128: 0.0009045108064116848
Position 811: 0.000899099477408616
Position 628: 0.0008537914677727357
Position 2782: 0.0007439629295117988
Position 660: 0.0007346467944407068
Position 2418: 0.0007071261136662697
Position 3938: 0.0007007032441617516
Position 1241: 0.0006218586645337607
Position 6921: 0.0005812525406050162
Position 626: 0.0005758078070924857
Position 2838: 0.0005666072705719687
Position 4143: 0.0004545475260542926
Position 6344: 0.00044877902019533597
Position 2291: 0.0004159417834866219
Position 226: 0.0004041987295324076
Position 437: 0.0003943808382969795
Position 390: 0.0003458499421149916
Position 3193: 0.0003381733311767104
Position 2662: 0.00032543406294406423
Position 6887: 0.00031474842625990997
Position 2473: 0.00031262214896943767
Position 518: 0.0003020383362042689
Position 6448: 0.00026462679089620704
Position 2510: 0.00023344375429748497
Position 512: 0.00021431758922822933
Position 1733: 0.00021057553730923206
Position 7208: 0.00021034162314609528
Position 614: 0.0002027918117487983
Position 1310: 0.0001974589985886096
Position 616: 0.00019739917830631458
Position 1214: 0.00018573649606099706
Position 1771: 0.00018385946260518498
Position 634: 0.00018368686594907226
Position 632: 0.000178614180227456
Position 6150: 0.00016944391393016643
Position 1058: 0.0001621936137215446
Position 1217: 0.00016161448472222956
Position 630: 0.0001597855169290851
Position 1224: 0.0001586232745474444
Position 4511: 0.00015126919685625576
Position 636: 0.00014347543198268495
Position 2464: 0.00014077687421111144
Position 6881: 0.00013594704825822904
Position 6583: 0.00013290301189416808
Position 215: 0.00013135012542539985
Position 2241: 0.00012393746852370244
Position 1440: 0.00012171515801638335
Position 694: 0.00011553791900447415
Position 1051: 0.00011043886938726489
Position 2675: 0.00010341507046365905
Position 1144: 0.0001009768517912852
Position 592: 9.955820255477598e-05
Position 6565: 9.370631636427291e-05
Position 638: 9.212591208281809e-05
Position 1221: 8.344270750845916e-05
Position 199: 8.327369082316126e-05
Position 1170: 8.319789469923352e-05
Position 1760: 7.083161090271452e-05
Position 950: 6.123981347198725e-05
Position 2486: 5.915928804332993e-05
Position 151: 5.717343856223296e-05
Position 221: 5.517865838292003e-05
Position 990: 5.2148965179510746e-05
Position 640: 4.996823790976418e-05
Position 3944: 4.874177035289302e-05
Position 477: 4.182625135892514e-05
Position 561: 3.9435508970811065e-05
Position 3344: 3.827840915530156e-05
Position 1166: 3.693202297828956e-05
Position 2377: 3.5868839429801334e-05
Position 5773: 3.5231723380146747e-05
Position 1108: 3.4133309866627074e-05
Position 642: 3.2957894053341495e-05
Position 793: 3.217170375419544e-05
Position 813: 3.199514125775944e-05
Position 952: 3.082010914817559e-05
Position 6349: 3.057847881129124e-05
Position 1270: 3.012730624777345e-05
Position 993: 2.893057586390914e-05
Position 2326: 2.881538545947806e-05
Position 2563: 2.815942465700561e-05
Position 1010: 2.629191782027027e-05
Position 606: 2.6258540635287428e-05
Position 6300: 2.5073613273303406e-05
Position 1004: 2.4583175241662085e-05
Position 235: 2.2495860269704252e-05
Position 2289: 2.2047668985018475e-05
Position 516: 1.968003734181153e-05
Position 5783: 1.8214943322262777e-05
Position 2494: 1.676954781066378e-05
Position 746: 1.5814962866890343e-05
Position 27: 1.4840720541035119e-05
Position 6327: 1.065844949317813e-05
Position 6285: 1.0299295128569177e-05
Position 108: 1.0202921074502973e-05
Position 5792: 8.204083428003956e-06
Position 5771: 6.60853770722087e-06
Position 3744: 5.108026559379356e-06
Position 29: 3.87209607617192e-06
Position 36: 2.8111616386469255e-06
Position 31: 2.0271469248569974e-06
Position 2558: 1.7367148633669339e-06
Position 2711: 2.9356187316116613e-07
Position 7011: 2.795513931835552e-07
Position 57: 2.3486262788351328e-07
Position 392: 1.835545251214135e-07
Position 459: 8.556332685701683e-08
Position 454: 6.777015351533142e-08
Position 526: 4.356371153004304e-09
Position 498: 2.8720266936805724e-09
Position 485: 2.6637372988969812e-09
Position 786: 9.418460578450483e-10
Position 305: 2.554440554473003e-10
Position 452: 1.918842078593093e-10
Position 279: 3.063772164898492e-13
Position 285: 1.3230033481743731e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 292: 0.9900134647311588
Position 5683: 0.9743094148098064
Position 6699: 0.9459886117501851
Position 1619: 0.7928437520615055
Position 2684: 0.45440040730351905
Position 2710: 0.3398459156066448
Position 3847: 0.19500943648112762
Position 1578: 0.1846223700059111
Position 4851: 0.18441783986525917
Position 3963: 0.16030288011548555
Position 6380: 0.14166375881141244
Position 3920: 0.11404974201246229
Position 6217: 0.09424804769847056
Position 2766: 0.05941375238537642
Position 7301: 0.04294638060662836
Position 7371: 0.036060722934641756
Position 3929: 0.036033658676712134
Position 7045: 0.035318408011866365
Position 7048: 0.029010168483069792
Position 5112: 0.0287771150277989
Position 7100: 0.02437867910873909
Position 7005: 0.01949562516091633
Position 5372: 0.017819671616617322
Position 7063: 0.016939759746712333
Position 2600: 0.016871421556431627
Position 6484: 0.01683987648760853
Position 2191: 0.009538074113296205
Position 3868: 0.008437935928443694
Position 4880: 0.007558722079656914
Position 858: 0.006618391183235092
Position 6270: 0.005716855666158468
Position 4165: 0.005388422471536489
Position 1155: 0.004725986755039238
Position 515: 0.004304976423731698
Position 7084: 0.004178394848809079
Position 3905: 0.004057883156811696
Position 4764: 0.0035883945200303755
Position 5440: 0.003365401918985188
Position 2740: 0.003341956652262163
Position 3631: 0.0033347635242258534
Position 3853: 0.003268558056045053
Position 3876: 0.0030229803852909695
Position 1499: 0.002790145724911056
Position 2933: 0.002785247958013009
Position 3937: 0.002646296432437514
Position 4931: 0.0026382810407147637
Position 6751: 0.0025723622865960294
Position 316: 0.0023505592488628426
Position 3879: 0.002337075673871238
Position 3466: 0.0023104433011367446
Position 4589: 0.0020623356409121964
Position 540: 0.002033963496405484
Position 494: 0.0019173878683016482
Position 1623: 0.0018279777696449543
Position 1648: 0.0017939926503433182
Position 2349: 0.001793425132937379
Position 4262: 0.0015146184063739667
Position 693: 0.0015009896505530698
Position 4203: 0.0014307902467333646
Position 2772: 0.0013842354841004044
Position 6143: 0.0013198445934646552
Position 1767: 0.0012895533707593767
Position 5064: 0.0012646577244254569
Position 4487: 0.0011933563175055032
Position 1681: 0.0011490955616159323
Position 2632: 0.000975068591240565
Position 2778: 0.0009114977389610154
Position 1371: 0.0009027962510370359
Position 6149: 0.0008956536480532352
Position 4184: 0.0008791860697441383
Position 896: 0.0008737289638636451
Position 1170: 0.0008663394090260292
Position 2144: 0.0008247183843296176
Position 4567: 0.0007878904103110516
Position 1405: 0.0006722611495540102
Position 7236: 0.0006526466968818153
Position 2698: 0.0006279848911013427
Position 3324: 0.0006021037707442681
Position 477: 0.0005966729893722828
Position 5697: 0.0005933434398314444
Position 4464: 0.0005831593116208867
Position 4622: 0.0005735525364205127
Position 4749: 0.0005406076151827166
Position 3705: 0.0005385073626109004
Position 3286: 0.0005075366571021047
Position 7192: 0.000506200013731544
Position 6246: 0.00048069591485228036
Position 5161: 0.00046570643498822906
Position 1315: 0.00043824836290648814
Position 4051: 0.00040701136738319785
Position 5711: 0.0003867806000678723
Position 4205: 0.0003275225801108833
Position 4593: 0.0003046733562753778
Position 3239: 0.00029767282098462237
Position 3676: 0.000293379937003732
Position 1535: 0.00026888627741674
Position 6062: 0.00026878345252914586
Position 481: 0.0002602035068206887
Position 313: 0.00024602685457772704
Position 4885: 0.00022459572193271975
Position 2814: 0.00021323930577476656
Position 2216: 0.0002047759326878325
Position 3071: 0.00020085312118845448
Position 6458: 0.00020052709199653304
Position 6285: 0.00019314058304030116
Position 2890: 0.00019209320912968756
