Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  500
Partition function (log Z): -2.039837456307442

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9886481874498529
Position 94: 0.8437562999542932
Position 1605: 0.3564581587152641
Position 177: 0.1040111103357115
Position 1845: 0.06981327847379958
Position 1544: 0.06052837904353243
Position 79: 0.03224797607981007
Position 1788: 0.027134287982921765
Position 2069: 0.012661899704975988
Position 138: 0.01120105978391703
Position 1928: 0.00734639775556365
Position 1807: 0.005948754325502328
Position 144: 0.004389607949215693
Position 1951: 0.004065669382763135
Position 1833: 0.003771735813350304
Position 764: 0.0029018877293298254
Position 337: 0.0023772429241909893
Position 1917: 0.0019437667563384075
Position 44: 0.001421864852987292
Position 776: 0.0012513907468681919
Position 2408: 0.0011079322812525166
Position 155: 0.0008590241551940862
Position 699: 0.0007702731818067505
Position 113: 0.0007639244104301293
Position 1901: 0.0005081137464858417
Position 2181: 0.0004976693933663105
Position 1166: 0.0004890514182550191
Position 1350: 0.00047677282655867587
Position 24: 0.000254517879225281
Position 1435: 0.00020080835454883126
Position 1557: 0.00015003707130631358
Position 1000: 0.00010780809483763032
Position 1190: 9.167443853324893e-05
Position 98: 7.844508535992125e-05
Position 1320: 7.824388690393109e-05
Position 1287: 7.545921961635338e-05
Position 896: 7.100410542148847e-05
Position 398: 4.555551489755886e-05
Position 471: 3.588036276789676e-05
Position 192: 3.579099146682304e-05
Position 1003: 3.513860031696974e-05
Position 250: 2.828897857397571e-05
Position 51: 1.9621020223436377e-05
Position 675: 1.7478018622434186e-05
Position 1635: 1.609974302961742e-05
Position 21: 1.3148059237372037e-05
Position 1877: 1.2465856837587859e-05
Position 204: 1.1779867405493685e-05
Position 396: 1.1260927858468486e-05
Position 740: 9.785563728358028e-06
Position 1172: 9.750421461991071e-06
Position 770: 9.726243598258806e-06
Position 353: 9.19245719169988e-06
Position 1252: 6.199896404887974e-06
Position 977: 5.817236089668103e-06
Position 893: 5.747556976120609e-06
Position 808: 5.4433211381482675e-06
Position 909: 5.143482244074081e-06
Position 1659: 4.094512157352487e-06
Position 1685: 4.00672222116381e-06
Position 1505: 3.689435100178972e-06
Position 768: 3.2683548390738165e-06
Position 290: 2.63048583843923e-06
Position 313: 2.573687811154872e-06
Position 749: 2.1400510287695484e-06
Position 841: 1.887743081932818e-06
Position 1295: 1.819715996700844e-06
Position 852: 1.6866603757634217e-06
Position 33: 1.576686289089315e-06
Position 260: 1.3173535259522662e-06
Position 1710: 9.633609048677056e-07
Position 238: 4.4103935484776036e-07
Position 1481: 1.9555139154811983e-07
Position 945: 1.5576023760908482e-07
Position 607: 1.4062010591102878e-07
Position 1094: 1.3771034491439606e-07
Position 886: 1.2093681187002226e-07
Position 1222: 1.1955072671506812e-07
Position 213: 7.264796394038543e-09
Position 464: 3.338512355271141e-10
Position 526: 4.8682877974361673e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9940566824032466
Position 1464: 0.5886272675514818
Position 1696: 0.5879517629284338
Position 1963: 0.08870171622712648
Position 2935: 0.035316981125475086
Position 1925: 0.030376740483407327
Position 1635: 0.017452169404105565
Position 1501: 0.015575201198647234
Position 2025: 0.015423769881234652
Position 1767: 0.013857567514194775
