Gene = Tmppe
index = 1127
Annotated 5SS: [165]
Annotated 3SS: [3415]
SMsplice 5SS: [ 165  967 1188]
SMsplice 3SS: [ 759 1056 6002]
top_k =  500
Partition function (log Z): -7.606733767223396

Sorted 5' Splice Sites (High to Low Probability):
Position 967: 0.975839589853515
Position 1188: 0.6918092720200907
Position 165: 0.6153786979851138
Position 453: 0.23585132688199328
Position 3243: 0.14579523815725237
Position 3252: 0.0942833113387727
Position 2651: 0.07284261082435346
Position 4356: 0.06828679269192342
Position 422: 0.02694112782177236
Position 3731: 0.026205492315589777
Position 1270: 0.02016405697000872
Position 3978: 0.018569492370110685
Position 106: 0.01600474186709526
Position 3234: 0.01582396463416474
Position 600: 0.013105462525680955
Position 5480: 0.010863880736268008
Position 4112: 0.010533275650629935
Position 323: 0.005260982505852973
Position 3314: 0.004253147545211292
Position 377: 0.003770119918623407
Position 96: 0.003114912850669867
Position 6023: 0.0028057434262458805
Position 436: 0.0024057895059301734
Position 28: 0.002366298174725973
Position 5417: 0.002036495449525379
Position 176: 0.0017874757015710248
Position 3332: 0.0010781726074899475
Position 862: 0.0010665379087963771
Position 258: 0.0010340710194938854
Position 4794: 0.0010098684509862303
Position 624: 0.0009516197251677165
Position 2656: 0.0008005247399068846
Position 246: 0.0007979598213651384
Position 311: 0.000779757412749385
Position 5065: 0.0007312164021595083
Position 977: 0.000617077046095946
Position 169: 0.0004738281474105145
Position 395: 0.0002633469707516809
Position 717: 0.0002546711620139698
Position 1155: 0.0002454935607025771
Position 984: 0.00023299076931716933
Position 769: 0.00021554812960765808
Position 619: 0.00017764290111926682
Position 607: 0.00016652347731993333
Position 104: 0.00012867476189617688
Position 2388: 9.926124555403862e-05
Position 1945: 9.908826246740909e-05
Position 364: 9.481671427027377e-05
Position 1295: 8.542808361788448e-05
Position 402: 8.29119211036452e-05
Position 811: 8.129639729044753e-05
Position 463: 6.640160190318974e-05
Position 76: 6.222286154089718e-05
Position 400: 5.630489568903598e-05
Position 672: 4.9670552904126594e-05
Position 478: 4.9465170702774095e-05
Position 1302: 4.458451214331675e-05
Position 2099: 2.5113087881519453e-05
Position 308: 2.320010772281308e-05
Position 426: 2.150699320523548e-05
Position 381: 2.1088298656971148e-05
Position 1575: 2.0996927527642867e-05
Position 678: 1.9504923234903093e-05
Position 559: 1.823255853932075e-05
Position 8: 1.813654225563714e-05
Position 971: 1.6126385472327904e-05
Position 494: 1.2433116955989953e-05
Position 354: 8.576291004726852e-06
Position 782: 5.296603536127151e-06
Position 841: 5.216323843323582e-06
Position 933: 5.074127927072633e-06
Position 893: 4.5261846935365355e-06
Position 538: 3.8308307373638335e-06
Position 2697: 1.0515732458251618e-06
Position 533: 3.002687188618978e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 759: 0.8898921565623715
Position 1056: 0.6113832529483028
Position 6002: 0.3626814045802453
Position 5347: 0.19375177710533875
Position 6047: 0.10296386071038109
Position 3138: 0.0974767234683634
Position 4190: 0.09645762783435517
Position 2520: 0.09468954370218453
Position 3184: 0.08328660800580878
Position 3881: 0.05727267645402561
Position 1112: 0.04700043929602167
Position 3778: 0.04690645371527152
Position 5111: 0.03796114170873702
Position 3134: 0.03545275156257431
Position 3670: 0.03371548967010783
Position 1074: 0.032025145547595474
Position 1088: 0.026662594324526657
Position 3049: 0.01911512809375956
Position 6139: 0.018013274281433712
Position 3415: 0.01792348893317855
Position 1722: 0.01574627953256802
Position 4946: 0.013036633448353565
Position 3461: 0.012781728571580657
Position 3141: 0.011832109611319811
Position 1718: 0.009458422817185721
Position 1737: 0.00935973079606748
Position 2807: 0.00913713770507935
Position 5645: 0.008956545903514967
Position 1926: 0.007141593252612301
Position 3218: 0.006737788875199787
Position 3518: 0.006035441676934021
Position 689: 0.005824785577049904
Position 3189: 0.00535771638272055
Position 3825: 0.004763585070001491
Position 4886: 0.004329346722314951
Position 823: 0.0033797761211457724
Position 4023: 0.0033694913265399453
Position 1849: 0.0029961261138748397
Position 882: 0.002772879940724898
Position 3099: 0.002583534296799889
Position 889: 0.0024332531975343034
Position 4283: 0.002410450573569961
Position 2591: 0.0023907986938994947
Position 2162: 0.002221219299198466
Position 710: 0.002219379636583287
Position 1058: 0.002105065620610129
Position 3581: 0.001968507050305951
Position 5662: 0.0017395656167333725
Position 952: 0.001517632868647278
Position 5771: 0.0014822129747213914
Position 2549: 0.0014335685656179506
Position 4304: 0.0013185336212773117
Position 5510: 0.0013007933683931788
Position 5533: 0.0012639104585928387
Position 742: 0.001200700517175032
Position 4233: 0.0010765413702291588
Position 4694: 0.0010098684509862303
Position 3643: 0.0009937326827207367
Position 2776: 0.0008761414813984726
Position 2811: 0.0008738795311593595
Position 5216: 0.000836321230527441
Position 326: 0.000833663783955179
Position 4972: 0.0007566574372256743
Position 1766: 0.0007404521097547579
Position 4087: 0.0007347637318299333
Position 4788: 0.0007141779191274964
Position 4321: 0.0007080384210318043
Position 2903: 0.0006763385049603016
Position 2722: 0.0006604973686303831
Position 3313: 0.0006214711969861566
Position 3006: 0.000565745211718015
Position 3543: 0.0005451119555049711
Position 716: 0.000517010017648519
Position 3949: 0.0005012826919764876
Position 1146: 0.0004917215390862109
Position 861: 0.0004762527198719446
Position 1882: 0.00047257057403196086
Position 3392: 0.00046004041267093545
Position 828: 0.0004440110012854809
Position 1115: 0.00040207499028391323
Position 1263: 0.0003481930018896745
Position 1006: 0.00032906782774824505
Position 1128: 0.0003186731008897421
Position 3268: 0.00029979790395942834
Position 646: 0.0002466131457889341
Position 2952: 0.00022942684529104053
Position 1464: 0.0001977849850135785
Position 2356: 0.00017937285122178627
Position 431: 0.00014914679480777416
Position 1517: 0.00014805988643659893
Position 1418: 0.00014704875453977687
Position 2018: 0.00014332377102600416
Position 1998: 0.00013644088532621575
Position 1378: 0.00010618540801306299
Position 810: 8.447510856521767e-05
Position 280: 8.067438052192234e-05
Position 3547: 7.595010772510073e-05
Position 777: 7.23435534193446e-05
Position 3565: 7.106030303029185e-05
Position 780: 7.060007669544913e-05
Position 805: 6.411177300019369e-05
Position 929: 6.12624987587138e-05
Position 533: 5.605906553808964e-05
Position 517: 3.48959000949121e-05
Position 3628: 3.1765355252885294e-05
Position 329: 2.9546606876984797e-05
Position 797: 2.679191492528741e-05
Position 933: 2.5153553068293282e-05
Position 246: 2.3861833367601633e-05
Position 1154: 2.3474660530617188e-05
Position 1187: 2.101872136402667e-05
Position 499: 1.8611170228675874e-05
Position 836: 1.814386275855135e-05
Position 1148: 1.6986570221846788e-05
Position 630: 1.2049472226761003e-05
Position 586: 1.1971826477566482e-05
Position 285: 1.075455394914411e-05
Position 2215: 1.0556429362890408e-05
Position 2405: 1.0357523553050327e-05
Position 619: 8.925670996406445e-06
Position 2206: 8.41463916712794e-06
Position 589: 7.69701694637168e-06
Position 304: 5.3593263153715005e-06
Position 2186: 5.274017827835975e-06
Position 472: 4.568611118277492e-06
Position 1222: 3.5210077934627875e-06
Position 282: 2.0802111723880278e-06
