Gene = Bend6
index = 180
Annotated 5SS: [  251 24376 29557 43294 44075 45163]
Annotated 3SS: [24167 29378 43072 43881 45042 54448]
SMsplice 5SS: [  251  1938  5476  8028 22821 29557 40287 43294 45163 47516]
SMsplice 3SS: [ 1806  5316  7920 22732 29378 40136 43072 45042 47440 54448]
top_k =  500
Partition function (log Z): -35.45575020369059

Sorted 5' Splice Sites (High to Low Probability):
Position 5476: 0.8026588054293874
Position 1938: 0.7569346605956832
Position 251: 0.7393033687400856
Position 8028: 0.6576723757896951
Position 2782: 0.2532018504087554
Position 9527: 0.22547595957321367
Position 731: 0.17900446005053777
Position 9445: 0.1244826306487604
Position 12714: 0.12118303138843062
Position 743: 0.11446003817533934
Position 9649: 0.09618038584783477
Position 101: 0.07982226205884867
Position 471: 0.057560569582611985
Position 3966: 0.0491782876063748
Position 3826: 0.046490326759355466
Position 415: 0.04089260563957109
Position 483: 0.031757474003677066
Position 54: 0.030129689548801394
Position 3850: 0.02937805277760607
Position 1332: 0.02878989212586431
Position 594: 0.02751049773401954
Position 1473: 0.023183424192643996
Position 130: 0.019195243948109317
Position 63: 0.008200471570844452
Position 2874: 0.005017022335061842
Position 3570: 0.0035437305102999986
Position 1708: 0.003195905000967814
Position 3588: 0.00304893780615412
Position 9851: 0.0028525966194966655
Position 164: 0.001946927783294525
Position 1672: 0.0015799371984606975
Position 359: 0.001342812730341495
Position 664: 0.001235643998979037
Position 813: 0.0011637231530833285
Position 709: 0.0011487526680197919
Position 430: 0.000533660984955379
Position 519: 0.0004981187048067335
Position 1623: 0.00048580994364345236
Position 515: 0.000343620661218797
Position 2324: 0.00027990090944350366
Position 461: 0.0002487999346311392
Position 58: 0.0002199865755008842
Position 263: 0.00021874531531137747
Position 394: 0.00016938929147261537
Position 565: 0.0001263563916541312
Position 277: 0.00011581976250491144
Position 119: 9.486291869240955e-05
Position 534: 2.6825509309426916e-05
Position 329: 8.909408086897217e-06
Position 583: 6.409859977029029e-06
Position 128: 2.105329239654557e-06
Position 880: 5.548136278490987e-07
Position 280: 7.261551671655199e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5316: 0.7624238367276689
Position 1806: 0.7431954400818381
Position 7920: 0.6267380753526008
Position 9391: 0.40368634818922317
Position 9983: 0.28961930040351663
Position 629: 0.27737927588462397
Position 16695: 0.24879848127410964
Position 12367: 0.19501431185932844
Position 2669: 0.13443101139140465
Position 12562: 0.12323281765535715
Position 2690: 0.1210023753086285
Position 12265: 0.10488092013301177
Position 3691: 0.05381812953988097
Position 3726: 0.05186713157034518
Position 9445: 0.04311383599548419
Position 5364: 0.042279191140345215
Position 9514: 0.035303988415673386
Position 7772: 0.0319398480828064
Position 10044: 0.02988671718498118
Position 9644: 0.02863613964265153
Position 464: 0.02135292176822776
Position 366: 0.01954018060285546
Position 340: 0.018294047419553403
Position 5344: 0.015465929337785766
Position 1290: 0.011140956754613917
Position 9214: 0.010801263871846633
Position 3731: 0.009686187219548028
Position 4488: 0.007781428109187702
Position 1255: 0.007719667692869393
Position 1671: 0.007341344613105389
Position 4542: 0.006734963075295139
Position 3887: 0.006680220371888004
Position 672: 0.006233964467628019
Position 1503: 0.006120676323728074
Position 3555: 0.005607919257227112
Position 1351: 0.005300760152725719
Position 9366: 0.00523624737371256
Position 1399: 0.005047991698739875
Position 2548: 0.004420337601461414
Position 7219: 0.003935203584808031
Position 3467: 0.003759500661705295
Position 1136: 0.003542707869690396
Position 1698: 0.0034772344592903298
Position 537: 0.0027468482958783276
Position 345: 0.0025473987029500343
Position 3436: 0.0023562673543018344
Position 1379: 0.0022910581686965063
Position 6486: 0.0019342590309708919
Position 1327: 0.0016401633616608523
Position 5289: 0.0014733524092243897
Position 1186: 0.0013762990759029333
Position 1813: 0.0011874882971498115
Position 1296: 0.0010747037802121505
Position 8408: 0.0009353236584794417
Position 1740: 0.000866584725963368
Position 2861: 0.0007352580425841371
Position 3769: 0.0007283647413828925
Position 4725: 0.0007177224652186334
Position 1438: 0.0006083600126292035
Position 978: 0.0006079151964218921
Position 4677: 0.0004427566818773529
Position 694: 0.0004373051511155
Position 2748: 0.0003631524556753173
Position 6457: 0.00036182398464634205
Position 559: 0.00035780991862276396
Position 1081: 0.0003536476046034184
Position 2624: 0.00035175589529350316
Position 1116: 0.00034906999002642697
Position 5655: 0.0003323278768835798
Position 407: 0.0003123927499706221
Position 2024: 0.0002432006796006998
Position 1174: 0.00021495776860490102
Position 511: 0.00018618278143571674
Position 2435: 0.00017665300024236977
Position 504: 0.00015283124111924667
Position 1099: 0.00014581265418269257
Position 4776: 0.0001422881565345867
Position 546: 0.00013451197988356245
Position 4404: 0.0001227574360872923
Position 2864: 9.874424122620034e-05
Position 3206: 9.440354999893649e-05
Position 1403: 7.529276578897356e-05
Position 2201: 7.06104142950783e-05
Position 1331: 5.823774537384809e-05
Position 1406: 5.1830338953425396e-05
Position 2218: 2.7246233070941246e-05
Position 1621: 2.647500981452651e-05
Position 325: 2.2275570282936518e-05
Position 2596: 2.1837360675261902e-05
Position 1653: 2.1803684709092604e-05
Position 2284: 1.7226801340884495e-05
Position 157: 1.0845108525208868e-05
Position 412: 3.897020070148071e-06
Position 225: 2.925579770435014e-06
Position 134: 2.245480808806786e-06
Position 302: 2.2356900197812248e-06
Position 470: 2.2273611402658736e-06
Position 280: 2.0499871570390573e-06
Position 295: 1.8677903120684705e-06
Position 168: 1.5993600885300533e-06
Position 723: 1.5308196235763334e-06
Position 480: 1.4875990919176083e-06
Position 1163: 1.041370641771688e-06
Position 720: 1.0402992448183433e-06
Position 436: 9.134963388636293e-07
Position 246: 6.466981294026625e-07
Position 468: 5.911280474581137e-07
Position 214: 4.596229625218016e-07
Position 312: 3.8572547129736403e-07
Position 1018: 2.0925922389539487e-07
Position 249: 1.832874963736006e-07
Position 179: 1.7884906654414777e-07
Position 182: 1.4178831118509365e-07
Position 419: 1.2217507174058355e-07
Position 487: 3.0399974450389864e-08
Position 569: 1.0034023755647146e-08
Position 549: 8.759882529017408e-09
Position 760: 5.432775241342254e-09
Position 515: 3.601993041955874e-09
Position 239: 4.200839415042309e-11
