Gene = Maip1
index = 658
Annotated 5SS: [ 895 3656 5522 7060]
Annotated 3SS: [3583 5394 6911 9327]
SMsplice 5SS: [ 220 2227 5522]
SMsplice 3SS: [2026 5394 9327]
top_k =  500
Partition function (log Z): -7.554782976092623

Sorted 5' Splice Sites (High to Low Probability):
Position 5522: 0.8866509844387176
Position 2227: 0.5654559651242081
Position 895: 0.514454742963591
Position 7060: 0.32225682808089956
Position 220: 0.29416925932629395
Position 2653: 0.28267374025861586
Position 7119: 0.2655456095519529
Position 538: 0.2627397373499787
Position 3656: 0.2364914680578851
Position 12: 0.2276445705084478
Position 5227: 0.12573313817033835
Position 6169: 0.10619223886012963
Position 2152: 0.09217568035419087
Position 109: 0.09213190967560594
Position 224: 0.08133723109046187
Position 7004: 0.07867890373054677
Position 135: 0.04418111553664539
Position 6972: 0.042953949182268254
Position 5579: 0.03405313387334681
Position 2462: 0.032285276374276056
Position 6160: 0.03153437160438469
Position 8578: 0.026266412226228577
Position 3075: 0.021012498652780674
Position 2313: 0.01191661531317387
Position 3834: 0.011697682369142159
Position 3245: 0.010502557563730709
Position 863: 0.008378031604976719
Position 5610: 0.00805638526263268
Position 7830: 0.007678757804709051
Position 5223: 0.006193796544556599
Position 214: 0.005952010626102962
Position 1003: 0.005922599915806103
Position 1318: 0.0051363395925980255
Position 1732: 0.0048362899775439665
Position 1262: 0.004556274468306746
Position 178: 0.004328802670052064
Position 808: 0.004122856117338618
Position 527: 0.004083070127761472
Position 1272: 0.0032678063192455543
Position 258: 0.0032544662997319816
Position 1904: 0.003109559885914446
Position 429: 0.0030759815457729106
Position 1450: 0.0025046562275603977
Position 1652: 0.0022823537288694747
Position 7064: 0.002101796431347961
Position 3773: 0.001936606033775909
Position 679: 0.001830983116511214
Position 4921: 0.0018066178322796974
Position 1437: 0.0017029077283080827
Position 251: 0.001630392195888803
Position 990: 0.000875793671109839
Position 1059: 0.0007602717683409073
Position 408: 0.0004320804794941585
Position 1169: 0.00032791972772740755
Position 6296: 0.00030006084385506763
Position 436: 0.0002530467751404991
Position 166: 0.00017088963535358495
Position 505: 0.00011425926279373406
Position 2399: 9.868590980289189e-05
Position 22: 5.2913257587845225e-05
Position 578: 4.256687150644263e-05
Position 639: 4.09921485486239e-05
Position 1498: 2.849100812281393e-05
Position 386: 2.6311853055398333e-05
Position 461: 1.588346601888614e-05
Position 858: 1.0773687138133165e-05
Position 20: 2.1881166208606206e-06
Position 58: 7.056928619818909e-07
Position 873: 6.152423936491746e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5394: 0.9261830092596668
