Gene = Hcst
index = 535
Annotated 5SS: [ 151 1236 1767]
Annotated 3SS: [1211 1634 2007]
SMsplice 5SS: [151]
SMsplice 3SS: [1211]
top_k =  500
Partition function (log Z): -10.12717165046844

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.8352465824963727
Position 1236: 0.21040026043456828
Position 488: 0.09782124083706
Position 1767: 0.049090391584992635
Position 95: 0.0477001521920352
Position 218: 0.017505731991106336
Position 653: 0.01690804816700857
Position 577: 0.014203932358808135
Position 1351: 0.011370124178599547
Position 250: 0.0030932674846599058
Position 450: 0.003073693667354361
Position 222: 0.0020431043308171415
Position 318: 0.0015766254963631235
Position 12: 0.0015040075164125448
Position 385: 0.0013201205683148248
Position 1520: 0.001221104533955689
Position 1293: 0.0012192382004279306
Position 168: 0.0009259607886180805
Position 240: 0.0006183479968352711
Position 1383: 0.0006104665762978317
Position 1528: 0.00033510540546292646
Position 21: 0.0003283111605762669
Position 198: 0.0003235367670310111
Position 303: 0.0002929962754284838
Position 719: 0.00027578472261967254
Position 1264: 0.0002300414492482326
Position 1635: 0.00018941056255772438
Position 611: 0.00013669943889646786
Position 520: 0.00012057116547104409
Position 629: 0.00010750107810276014
Position 1891: 5.442736495336947e-05
Position 1718: 5.4103559340207486e-05
Position 160: 3.8726840448256286e-05
Position 373: 3.8452015642366157e-05
Position 230: 3.750944415622738e-05
Position 280: 3.520062428098786e-05
Position 722: 3.5030824744152904e-05
Position 74: 3.285236140808898e-05
Position 949: 2.8014307548624466e-05
Position 709: 2.7973788123294377e-05
Position 49: 2.2337546670741955e-05
Position 618: 1.99669546527382e-05
Position 412: 1.128778321090064e-05
Position 343: 9.327084810900931e-06
Position 522: 8.7627850196248e-06
Position 777: 8.249935863685379e-06
Position 415: 7.575504872050369e-06
Position 1012: 6.61672926027703e-06
Position 363: 6.532208621321925e-06
Position 821: 5.7937404841985e-06
Position 425: 4.939289323454925e-06
Position 1422: 4.67720394540134e-06
Position 368: 4.659248733640809e-06
Position 131: 4.565051563465112e-06
Position 501: 3.7496512181440665e-06
Position 1407: 3.587476342306324e-06
Position 309: 3.36437300529801e-06
Position 358: 3.0966905288926066e-06
Position 816: 2.1785782403819945e-06
Position 803: 1.8747815077414098e-06
Position 544: 1.7098065035594889e-06
Position 931: 1.6628056582190787e-06
Position 675: 1.3012663159967884e-06
Position 1297: 6.295021144360529e-07
Position 398: 1.923463442975069e-07
Position 1221: 1.832193962783992e-07
Position 437: 2.9642224286694898e-08
Position 1065: 1.1757154135927366e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1211: 0.548150928703798
Position 449: 0.15891311603991634
Position 1634: 0.11536668465173058
Position 2007: 0.1134370473421213
Position 1377: 0.08506998864269756
Position 1535: 0.05556187461074435
Position 517: 0.04463766659290868
Position 1101: 0.043049275590244636
Position 1413: 0.04085218679727408
Position 1338: 0.01497952185887222
Position 1679: 0.014191542316383508
Position 2010: 0.01321876732200214
Position 1721: 0.008400997912728575
Position 1305: 0.007521882915286224
Position 772: 0.007380914064081562
Position 1104: 0.004577468471458648
Position 846: 0.0039031061533558366
Position 1422: 0.003768789479667305
Position 487: 0.00350642526295598
Position 415: 0.0033964716103254797
Position 1350: 0.0033279678425955127
Position 920: 0.0031491997641215907
Position 1145: 0.0026998629805336355
Position 1431: 0.0021544813615022233
Position 2118: 0.0019505383791921164
Position 2123: 0.0019113727029930023
Position 2041: 0.0018720636269960885
Position 1841: 0.0016087653171872277
Position 343: 0.001230681363165313
Position 1755: 0.0009672711883860199
Position 534: 0.0008490229847633874
Position 1383: 0.0007352425362859421
Position 368: 0.0006923161223330351
Position 854: 0.0006292919115184511
Position 1042: 0.0006008886146801691
Position 1273: 0.0005804488003394711
Position 1977: 0.00048390804672288475
Position 987: 0.0004474676819926116
Position 1945: 0.00040567010197909087
Position 682: 0.0003749518685186513
Position 1809: 0.0003451075351074965
Position 1340: 0.00032216819585725333
Position 705: 0.000316738907547817
Position 1276: 0.00031119621546987384
Position 150: 0.0002737649151039651
Position 540: 0.00019100138171240642
Position 1856: 0.00017612351541257458
Position 1293: 0.00017232701642071083
Position 657: 0.00015257754190608894
