Gene = Strit1
index = 1038
Annotated 5SS: [  65 2594]
Annotated 3SS: [2497 2685]
SMsplice 5SS: [  65 2594]
SMsplice 3SS: [2497 2685]
top_k =  500
Partition function (log Z): -7.567918854971136

Sorted 5' Splice Sites (High to Low Probability):
Position 65: 0.9641635598756454
Position 2594: 0.4825645171855948
Position 1513: 0.2463890361270606
Position 1341: 0.18911785090970876
Position 410: 0.055671807934378446
Position 1664: 0.017153612803851984
Position 1880: 0.012482252615728927
Position 818: 0.011451305500720084
Position 2263: 0.01119147734801254
Position 234: 0.010004882598344093
Position 1528: 0.00952527465786909
Position 393: 0.004480338150924618
Position 783: 0.00366354307542188
Position 1928: 0.0020430143970305483
Position 1293: 0.0018233077151043715
Position 85: 0.001103289083176175
Position 898: 0.0010552827234110089
Position 729: 0.0009489752090042388
Position 1920: 0.0008255991811311221
Position 1494: 0.0005207129081993469
Position 77: 0.00035799952653657065
Position 1972: 0.0003037802297899468
Position 299: 0.00023319428000105169
Position 151: 0.0002298739814534678
Position 2017: 0.00021371006135440147
Position 719: 0.00019967022899555607
Position 759: 0.00019195984370401476
Position 914: 0.0001805799800280907
Position 948: 0.0001627899056378971
Position 376: 0.00013274346731197227
Position 1232: 0.00010398051384088572
Position 907: 0.00010249734219108877
Position 856: 9.375235383825783e-05
Position 2113: 7.457447689508815e-05
Position 1249: 6.968635675184972e-05
Position 666: 6.908883295788414e-05
Position 1358: 5.14428116486856e-05
Position 790: 4.901235257999292e-05
Position 230: 4.580595306309806e-05
Position 741: 3.769694576874058e-05
Position 442: 3.106013780010535e-05
Position 1463: 2.0124550874480657e-05
Position 114: 7.758002222694638e-06
Position 324: 7.321019841690756e-06
Position 1582: 7.234721853382252e-06
Position 733: 2.763388382296687e-06
Position 780: 2.6092160088319185e-06
Position 1189: 2.487487899946406e-06
Position 261: 1.4542299401169134e-06
Position 192: 1.3444008285849205e-06
Position 218: 7.263174328370103e-07
Position 306: 5.561336712800088e-07
Position 381: 3.922399166883479e-07
Position 388: 3.838810406617595e-07
Position 414: 1.6048000467417275e-07
Position 457: 9.362130659741812e-08
Position 614: 7.775596833223496e-08
Position 162: 5.584776499416658e-08
Position 604: 1.0847477307983023e-09
Position 408: 7.171181954211965e-10
Position 355: 5.67838159946242e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2685: 0.5584784132626961
Position 1422: 0.24182234790671145
Position 2497: 0.23747946211626067
Position 1325: 0.23114430489255786
Position 2342: 0.16022902729847097
Position 701: 0.08937458127664907
Position 1169: 0.08737688636725752
Position 2494: 0.07102625024957268
Position 1760: 0.05958379232944204
Position 2448: 0.0425945518041354
Position 324: 0.022630139461130835
Position 2086: 0.01990493407488499
Position 2420: 0.019666674083031854
Position 1625: 0.017963466522581264
Position 1510: 0.016538925357877994
Position 2589: 0.013943296099727883
Position 131: 0.012933394948669883
Position 1959: 0.012555703412458648
Position 1545: 0.012040244686762125
Position 1789: 0.011929038830513704
Position 2521: 0.010626974491432817
Position 1186: 0.007236746622161675
Position 2752: 0.0063365747953084105
Position 299: 0.00555755173313685
Position 2322: 0.005541819787375646
Position 951: 0.005385560045181456
Position 608: 0.0047788426439534125
Position 2715: 0.0037450205091390204
Position 2202: 0.003064188290150507
Position 706: 0.0025276850738271024
Position 1331: 0.002514863371175222
Position 2232: 0.0021519867035008538
Position 2554: 0.0018793281740996201
Position 2690: 0.001671515705124786
Position 238: 0.0016018200930107067
Position 2469: 0.0015870226865932037
Position 588: 0.0015726570273530602
Position 1220: 0.0015280622770276816
Position 2693: 0.0013134371578358535
Position 2138: 0.0012589708249730026
Position 154: 0.0012379854629368896
Position 2195: 0.0010556422820370923
Position 261: 0.0009642288307469333
Position 335: 0.0009198822128711833
Position 218: 0.0008648044637333686
Position 400: 0.0007503973584105404
Position 1340: 0.0007420006849260796
Position 2153: 0.000728576497923826
Position 2422: 0.0007167226225368104
Position 759: 0.0007164103164465591
Position 2718: 0.0006956049114628421
Position 1063: 0.0006496048658099053
Position 1570: 0.0006393132671521584
Position 1861: 0.000596191401861359
Position 364: 0.0005925828656074451
Position 1189: 0.0005493238500249824
Position 1286: 0.0005056519673274398
Position 168: 0.00045037053639890995
Position 177: 0.0003924131684778756
Position 1932: 0.0003642299922580372
Position 1288: 0.0003573749399927956
Position 642: 0.00035593129230252786
Position 204: 0.00032473280302975683
Position 920: 0.00032078772718139675
Position 1457: 0.0002792956325354478
Position 1662: 0.000275428754392418
Position 1011: 0.0002684708419048519
Position 392: 0.00020560440357398043
Position 856: 0.00017929573858741437
Position 1965: 0.0001725204936946472
Position 1354: 0.0001675348666365343
Position 1512: 0.00014134867067143597
Position 342: 0.00014090309867273744
Position 1901: 0.00013397209226350475
Position 1395: 0.00012633153009914016
Position 851: 0.00012337001698444744
Position 1293: 0.00010750492301937608
Position 1357: 0.00010241915853618258
Position 614: 9.004057713126152e-05
Position 371: 1.3639225384109695e-05
Position 367: 1.2838927965378368e-05
Position 1427: 1.2380390221053909e-05
Position 146: 1.1021378177658097e-05
Position 1351: 7.594758378821293e-06
Position 1047: 4.955253008282803e-06
Position 1345: 4.062933736309252e-06
Position 729: 1.341852217753473e-06
Position 780: 1.2336393878818174e-06
Position 376: 1.4848300852895526e-07
Position 670: 1.612630457955544e-10
Position 381: 1.3046443688307919e-10
