Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  500
Partition function (log Z): -12.900292513950799

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.9956729001890017
Position 318: 0.976245388720979
Position 23894: 0.8207603279005123
Position 27957: 0.5604961802634202
Position 23898: 0.10358451801255444
Position 2411: 0.0686702906444983
Position 626: 0.05857550247469986
Position 289: 0.022357166432849903
Position 19839: 0.010835260242720897
Position 579: 7.667361329840034e-05
Position 267: 6.841508355547905e-05
Position 6770: 3.0001732733600296e-05
Position 4258: 1.865333128046665e-05
Position 275: 1.7334310734435362e-05
Position 5519: 1.429753861453793e-05
Position 144: 1.4268301749972297e-05
Position 1663: 1.0844402841453548e-05
Position 4089: 1.0130047798819357e-05
Position 8120: 9.285439844228573e-06
Position 419: 8.71024266547385e-06
Position 8299: 7.702399049357697e-06
Position 7179: 7.0634324188435055e-06
Position 93: 5.971651591100487e-06
Position 4154: 5.960725956371063e-06
Position 3616: 5.324402749384668e-06
Position 343: 4.318357748602918e-06
Position 8290: 4.132557155483456e-06
Position 312: 3.2002655079892837e-06
Position 216: 3.177002950895829e-06
Position 4762: 2.3623376877727992e-06
Position 237: 2.0945553549029844e-06
Position 57: 1.9427416754762406e-06
Position 62: 1.8786901447519462e-06
Position 183: 1.8162986659719e-06
Position 52: 1.739067787764814e-06
Position 8125: 1.5158898751106182e-06
Position 2791: 1.4243874953867982e-06
Position 6459: 1.2673921272339336e-06
Position 119: 1.2541239366425848e-06
Position 7116: 1.091879608953203e-06
Position 147: 9.99367084028308e-07
Position 185: 8.650113780974923e-07
Position 59: 7.404334177181123e-07
Position 25: 6.988232355422692e-07
Position 1553: 6.793408527561602e-07
Position 2211: 6.567853109705665e-07
Position 3576: 6.477601404128632e-07
Position 2668: 6.015189643754603e-07
Position 3797: 5.945910286633465e-07
Position 1638: 5.633255533379545e-07
Position 249: 5.369043968365259e-07
Position 630: 5.155368669147432e-07
Position 243: 4.200304358762453e-07
Position 517: 4.189187941757166e-07
Position 129: 3.9847481942251613e-07
Position 686: 3.4216102851974017e-07
Position 261: 3.4193574751865117e-07
Position 462: 3.3726008537045566e-07
Position 213: 2.8979567883602835e-07
Position 22: 2.585682473064153e-07
Position 104: 2.528749054799101e-07
Position 1095: 2.0654328914255643e-07
Position 3751: 1.8074481836580923e-07
Position 670: 1.6716903780359554e-07
Position 3686: 1.5134751668994296e-07
Position 240: 1.4890804718651868e-07
Position 3124: 1.3668032513337218e-07
Position 350: 1.3651777920282585e-07
Position 122: 1.2162671937317322e-07
Position 382: 1.1732534573611161e-07
Position 472: 8.885269284346247e-08
Position 2032: 7.794061563315443e-08
Position 384: 6.60079780061397e-08
Position 431: 5.479085964827143e-08
Position 4407: 4.290964767521569e-08
Position 1591: 2.4922940202261623e-08
Position 3778: 2.297264818559226e-08
Position 3839: 2.0116033326598425e-08
Position 2344: 1.7162389868983816e-08
Position 2899: 1.469411423395996e-08
Position 715: 1.1088604713464062e-08
Position 3376: 7.788334808110072e-09
Position 2795: 6.952333848261972e-09
Position 1827: 3.238878106428584e-09
Position 873: 2.9625739953212366e-09
Position 522: 2.193057919459983e-09
Position 599: 1.6461188398904644e-09
Position 1048: 1.564128070382175e-09
Position 768: 1.284290214383072e-09
Position 1419: 5.259389711140748e-10
Position 642: 2.543477728444468e-10
Position 1421: 2.2164691169891115e-10
Position 661: 1.3855110240849346e-10
Position 744: 1.3845923991707993e-10
Position 902: 1.2962367101248794e-10
Position 551: 1.2767531664134397e-10
Position 987: 1.234254498974952e-10
Position 1430: 1.1322396766104053e-10
Position 706: 7.4035740808953e-11
Position 1099: 6.757403485722386e-11
Position 1026: 4.503727473948531e-12
Position 1623: 4.426574227850892e-12
Position 1575: 3.319759125722174e-12
Position 421: 2.0880176285463875e-12
Position 1479: 1.7749217782607566e-12
Position 1599: 1.0333669798598244e-12
Position 542: 1.4623226536301717e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.9993075108079146
Position 23773: 0.944962295245097
Position 27813: 0.4410624888945523
Position 27759: 0.4410607321263367
Position 28348: 0.4063180186431366
Position 28292: 0.15417816162028367
Position 521: 0.049381841483486455
Position 2285: 0.04514746410228445
Position 26222: 0.042221624892177685
Position 20035: 0.029078795263957045
Position 2165: 0.017020733145961954
Position 19744: 0.01666419683686764
Position 410: 0.006152173373139387
Position 20988: 0.004565561231240722
Position 19706: 0.003957281114830223
Position 21688: 0.003062800936224476
Position 2291: 0.002735466430325647
Position 19637: 0.002241296061827806
Position 21044: 0.001975933741678247
Position 578: 0.001182536773370797
Position 2344: 0.0010688040252878612
Position 2070: 0.0010309498642799653
Position 2254: 0.0009561844776610777
Position 2354: 0.0003644149796955567
Position 2249: 0.00034732831831640497
Position 404: 0.0003382036128884871
Position 8149: 0.0001508679548059302
Position 3977: 0.00014075985557789457
Position 448: 0.00013703888439657474
Position 382: 0.00011140906471732356
Position 8326: 0.00010573247271977535
Position 527: 9.716622063853584e-05
Position 8874: 6.603904960465739e-05
Position 12708: 4.7808634132788476e-05
Position 1526: 4.126707733508809e-05
Position 6649: 3.305479591248504e-05
Position 5261: 3.077813829846177e-05
Position 5805: 2.8200534117153586e-05
Position 12670: 2.4881679117979603e-05
Position 12421: 2.116642836067047e-05
Position 10104: 1.891223252530229e-05
Position 7971: 1.6278880881008912e-05
Position 8538: 1.3861540232558478e-05
Position 5463: 1.1517257672470258e-05
Position 11261: 7.140449601132218e-06
Position 1709: 5.97083711723862e-06
Position 6990: 5.619599350109965e-06
Position 7078: 5.277794228871052e-06
Position 3477: 4.7918605693940484e-06
Position 6357: 3.862751218844824e-06
Position 4336: 3.546790251935921e-06
Position 6101: 2.80834281581823e-06
Position 3437: 2.592550474498307e-06
Position 5744: 2.3214685591686067e-06
Position 5402: 2.197599102582622e-06
Position 8094: 1.9701253048598035e-06
Position 4367: 1.8022787701419182e-06
Position 1656: 1.6112552406660571e-06
Position 4183: 1.510402258785786e-06
Position 3723: 1.4412681665696318e-06
Position 4989: 1.4252075268669926e-06
Position 5971: 1.320891392152442e-06
Position 3270: 1.1402871086569024e-06
Position 2827: 9.800179913060043e-07
Position 3041: 9.526575284437461e-07
Position 4714: 9.480019732342516e-07
Position 4902: 9.070573770839879e-07
Position 7389: 8.04678848076379e-07
Position 4677: 8.009700017233999e-07
Position 2635: 7.723637661039717e-07
Position 4564: 7.573102391675878e-07
Position 3973: 6.52038139576601e-07
Position 4644: 6.462434225645585e-07
Position 2567: 5.551144241983071e-07
Position 2448: 5.50120184928948e-07
Position 3501: 5.445030967244733e-07
Position 1920: 4.663306274898253e-07
Position 6795: 4.6459880227944815e-07
Position 947: 4.5446684717813306e-07
Position 625: 3.5453445091287936e-07
Position 2394: 2.9758978624083187e-07
Position 2679: 2.9412352918664406e-07
Position 2866: 2.626056561604544e-07
Position 1092: 2.596282118090658e-07
Position 5494: 2.4521980719998925e-07
Position 3011: 2.2661969182534265e-07
Position 1313: 2.1793095401924479e-07
Position 2613: 2.0815192127823598e-07
Position 530: 1.9531667371461343e-07
Position 3462: 1.8860898951001432e-07
Position 4452: 1.814078178525014e-07
Position 4509: 1.8023458872717063e-07
Position 1155: 1.559043214026183e-07
Position 3504: 1.4801566252878217e-07
Position 2499: 1.334089022066817e-07
Position 863: 1.3332429974627243e-07
Position 1124: 1.330608486241676e-07
Position 1159: 1.2251269588790833e-07
Position 2741: 1.0401408645176847e-07
Position 1753: 9.302750236937683e-08
Position 1705: 9.076262361236481e-08
Position 3353: 8.964599456122963e-08
Position 3219: 8.619214429800979e-08
Position 1724: 8.532192274411439e-08
Position 2091: 7.758871250267728e-08
Position 975: 7.100031880681076e-08
Position 1185: 6.11008317597226e-08
Position 2527: 4.982550249480502e-08
Position 3485: 4.801829977818498e-08
Position 450: 4.7568754665130936e-08
Position 3596: 4.471083767858568e-08
Position 453: 4.064299707319695e-08
Position 669: 4.035397580797754e-08
Position 2115: 3.817697543034017e-08
Position 1373: 3.603459931776632e-08
Position 1488: 3.479486173433565e-08
Position 3507: 3.396805681037923e-08
Position 2371: 3.309981093350048e-08
Position 2134: 3.157180963580717e-08
Position 783: 1.934468580747408e-08
Position 629: 1.4234532134973639e-08
Position 415: 7.87129756295216e-09
Position 360: 7.239160686116652e-09
Position 390: 5.4062322636311335e-09
Position 413: 1.477593668304724e-09
Position 203: 8.533420541314085e-10
Position 980: 7.212540648442797e-10
Position 911: 6.747563238933211e-10
Position 2013: 4.4491073964012536e-10
Position 370: 4.061225873064244e-10
Position 557: 3.7484937342478844e-10
Position 1026: 2.9562025406532355e-10
Position 883: 2.9333630179137475e-10
Position 1047: 2.813173522384714e-10
Position 583: 2.733030423367336e-10
Position 136: 2.5225089228678606e-10
Position 823: 2.374703289688697e-10
Position 535: 1.621960582471124e-10
Position 2078: 1.5074374984127861e-10
Position 2022: 1.2756608740207722e-10
Position 2042: 1.2607923846522174e-10
Position 229: 1.1627354009438512e-10
Position 683: 9.045100890211503e-11
Position 720: 8.67174220828386e-11
Position 1360: 7.261513427647801e-11
Position 279: 5.021370176946719e-11
Position 261: 4.843763150622288e-11
Position 209: 3.892018249055107e-11
Position 759: 2.928199701981988e-11
Position 737: 2.584505611782656e-11
Position 171: 1.402003026939944e-11
Position 608: 5.2485100144398195e-12
Position 572: 1.4863815927749777e-12
Position 590: 1.1450783572963995e-12
Position 542: 5.962514211052089e-13
Position 539: 5.745351609380255e-13
Position 317: 4.792955586103084e-13
Position 1297: 4.4542568837545276e-14
