Gene = Defb41
index = 330
Annotated 5SS: [55]
Annotated 3SS: [4413]
SMsplice 5SS: [227]
SMsplice 3SS: [4413]
top_k =  500
Partition function (log Z): -8.477054014003897

Sorted 5' Splice Sites (High to Low Probability):
Position 227: 0.5732330283711968
Position 55: 0.4128583401255119
Position 2537: 0.15729062805785615
Position 2630: 0.08158239508702897
Position 2531: 0.05887856165004926
Position 2555: 0.04844701968555193
Position 592: 0.03036846164189226
Position 1595: 0.017653358529824515
Position 1807: 0.016003694939459755
Position 410: 0.013565819186313634
Position 249: 0.005054863532634431
Position 1208: 0.004804297324780783
Position 3604: 0.004666294244271864
Position 2216: 0.0036331264091268626
Position 414: 0.0029366651872208727
Position 1870: 0.0023490660896321658
Position 2621: 0.002279183320888336
Position 804: 0.0022466529857973054
Position 4280: 0.0017087427597246457
Position 3816: 0.0015461803484874304
Position 3700: 0.0013092361711369766
Position 2546: 0.0009464193531908284
Position 2604: 0.0008948114032291409
Position 2418: 0.0008739548540273737
Position 2567: 0.0005926482721329159
Position 3149: 0.0004973749098955916
Position 353: 0.00034244822126784554
Position 472: 0.000254613802714778
Position 815: 0.00021851418173669484
Position 1324: 0.0001937462971790071
Position 828: 0.00017630327422302737
Position 2116: 0.00012926533111929544
Position 88: 0.00011840862036707602
Position 324: 9.904458490916683e-05
Position 634: 9.279304435678173e-05
Position 2090: 7.086361171265433e-05
Position 731: 3.4362757339662805e-05
Position 1034: 3.386552930666264e-05
Position 841: 1.701134465538295e-05
Position 5: 5.461505108608972e-06
Position 79: 5.167466527912946e-06
Position 208: 2.4365893896983516e-06
Position 111: 1.5636580694508189e-06
Position 72: 9.69503615167564e-07
Position 117: 6.394492975492654e-07
Position 397: 4.7627873820450345e-07
Position 265: 4.742368862401283e-07
Position 2740: 4.601977906927614e-07
Position 357: 3.9328034791491854e-07
Position 2503: 2.603109325394518e-07
Position 337: 2.2126769808273988e-07
Position 839: 1.6769950631346136e-07
Position 121: 1.2088953124364645e-07
Position 373: 1.0383045782052104e-07
Position 96: 6.374487280572871e-08
Position 761: 5.3565367036639904e-08
Position 514: 4.9922868467205395e-08
Position 506: 4.439128652095026e-08
Position 596: 2.954915281482008e-08
Position 450: 9.656066281630799e-09
Position 543: 9.408785328170459e-09
Position 486: 1.674275044229544e-11
Position 488: 1.1006238028859715e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2431: 0.3147628114532828
Position 4413: 0.27139997138286326
Position 2417: 0.1991047289313101
Position 3039: 0.15053885877350698
Position 634: 0.07634278084811755
Position 4194: 0.047073473442289376
Position 2875: 0.03738136940532184
Position 4348: 0.03150587323937493
Position 3417: 0.029944440905032642
Position 1686: 0.023512450869018514
Position 971: 0.02307499529754377
Position 506: 0.01796460045172752
