Gene = Igsf23
index = 565
Annotated 5SS: [  312  6053  9007 11584]
Annotated 3SS: [ 5842  8736 11413 12505]
SMsplice 5SS: [312]
SMsplice 3SS: [8736]
top_k =  500
Partition function (log Z): -10.316908192675697

Sorted 5' Splice Sites (High to Low Probability):
Position 312: 0.8314205047151879
Position 9007: 0.7936021766427206
Position 11584: 0.6544581898280281
Position 12865: 0.528149180646327
Position 1725: 0.4766067102175725
Position 6053: 0.366812966798645
Position 13154: 0.15689536797686468
Position 10424: 0.12592589145695707
Position 3547: 0.12173557339358364
Position 13059: 0.1043000806166099
Position 2968: 0.08613732315852805
Position 73: 0.06811561281635063
Position 6181: 0.06689203032749838
Position 566: 0.06374050362963106
Position 9824: 0.04395296279564412
Position 5778: 0.029521615448138316
Position 77: 0.027332200334067795
Position 481: 0.02312778617417317
Position 4550: 0.020738847852678342
Position 6037: 0.018420258447811002
Position 8832: 0.011010664727301432
Position 1693: 0.007607675311832561
Position 4331: 0.006504450850319458
Position 4542: 0.006291653709248021
Position 1238: 0.004201453133838755
Position 316: 0.002317803456121822
Position 2975: 0.001439896452008347
Position 228: 0.0012321292172303184
Position 202: 0.0007376852754262615
Position 31: 0.0005579943363587442
Position 149: 0.00026345215731550005
Position 109: 8.677054163387836e-05
Position 193: 7.711825614096748e-06
Position 21: 3.565816509703393e-06
Position 183: 9.909120753545805e-07
Position 171: 4.615054192204717e-07
Position 625: 2.1108040345614766e-07
Position 1843: 1.6311546984199458e-07
Position 273: 1.6295993633330416e-07
Position 1769: 1.388692622423469e-07
Position 406: 9.360693742763008e-08
Position 1866: 9.181291300455524e-08
Position 448: 7.416124022660057e-08
Position 255: 6.708789142924309e-08
Position 1963: 6.429537537191735e-08
Position 1729: 6.14884325413624e-08
Position 471: 2.3884722121271142e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8736: 0.49228756501232784
Position 11413: 0.4800918281447659
Position 12697: 0.43347983379894206
Position 12944: 0.3226651078785615
Position 13054: 0.31751694348342574
Position 1634: 0.2566467433966564
Position 13250: 0.2545813354165614
Position 5842: 0.24626475504017453
Position 8825: 0.23181826915028178
Position 12505: 0.21827286706406285
Position 5965: 0.1695638943537542
Position 1637: 0.14002642943669316
Position 11449: 0.13373678268784703
Position 8925: 0.10972206913575336
Position 11416: 0.10209555082138434
Position 13209: 0.07908141326035797
Position 3421: 0.07891224723463226
Position 10204: 0.052716031233595945
Position 10333: 0.03871677771551387
Position 3454: 0.03333011970855431
Position 2842: 0.028780186148066118
Position 6003: 0.027509098691919993
Position 10318: 0.026505848099775402
Position 9682: 0.021932330770260224
Position 11070: 0.02182556898372167
Position 2741: 0.0217159247868284
Position 1600: 0.020171859989239205
Position 13294: 0.018186419222937403
Position 1575: 0.016795268102169955
Position 10364: 0.016151171375366303
Position 1692: 0.01591111039327627
Position 5676: 0.014639817816749506
Position 214: 0.014338949125315154
Position 5872: 0.013255222203715465
Position 9692: 0.01305198497357529
Position 4440: 0.0116625577445379
Position 2867: 0.011521649932898746
Position 1580: 0.010217778245287948
Position 4378: 0.010121281527417043
Position 5576: 0.00896928916630212
Position 9644: 0.008968647051808597
Position 11434: 0.008164801137793372
Position 2771: 0.00789552904488866
Position 2673: 0.007488586999237868
Position 1540: 0.006268671645363437
Position 5696: 0.006096824146701371
Position 4102: 0.005967960146459029
Position 11696: 0.005419177271329127
Position 3410: 0.00438117761312556
Position 183: 0.004192868478918056
Position 4381: 0.004157269160502904
Position 3450: 0.004038122303782153
Position 2830: 0.0034364491015673373
Position 1717: 0.003063857360121805
Position 1394: 0.0029367927527039683
Position 1590: 0.0025400038421972983
Position 1501: 0.002277247442634332
Position 9381: 0.001973311934784675
Position 1596: 0.0018721633130370468
Position 4239: 0.0018134492706003693
Position 2881: 0.00157007949921103
Position 1534: 0.0014257608343336402
Position 2818: 0.0013811246153354175
Position 10584: 0.0013428062996515995
Position 1558: 0.001274961540640973
Position 269: 0.0011345623056285307
Position 2611: 0.0010788566263140041
Position 145: 0.001026631641710006
Position 2855: 0.0010091422750440077
Position 2418: 0.0008703367181944809
Position 2909: 0.0008315971644239925
Position 1554: 0.0007984137284490863
Position 3258: 0.0007785442151916301
Position 2887: 0.0006963810224352139
Position 1140: 0.0006703273759053231
Position 311: 0.00044576355631626086
Position 180: 0.00041294964938590087
Position 5614: 0.0004124037148167953
Position 1639: 0.00041077537621167455
Position 201: 0.00030349753757336214
Position 533: 0.00030303303583143225
Position 9292: 0.0002976952551261606
Position 3197: 0.00028578850429291925
Position 106: 0.0002795425298482325
Position 1522: 0.00027570286012107534
Position 6544: 0.0002663731105460196
Position 6296: 0.00023766071458451368
Position 3347: 0.00022629534139435907
Position 234: 0.000223719755003895
Position 227: 0.00021668333644020936
Position 2726: 0.00019895345850408217
Position 2338: 0.00014263576658192314
Position 2575: 0.00014200472748994157
Position 742: 0.0001395810470163932
Position 1013: 0.00011311002853509716
Position 142: 9.238992252338301e-05
Position 986: 8.375103129796311e-05
Position 385: 7.927710555628852e-05
Position 3037: 7.485916454415353e-05
Position 480: 5.941412713979778e-05
Position 456: 5.493221789320156e-05
Position 2598: 5.3836488024282015e-05
Position 437: 5.101095538310495e-05
Position 502: 4.6526628272096425e-05
Position 1121: 3.961365266903929e-05
Position 772: 3.677789861446548e-05
Position 691: 3.673876782802921e-05
Position 471: 3.2243142631848684e-05
Position 648: 3.213838827426186e-05
Position 1833: 3.202253280911334e-05
Position 295: 3.066320048931262e-05
Position 397: 2.6652509713005037e-05
Position 2913: 2.4503575575503954e-05
Position 619: 2.3854348898253955e-05
Position 372: 2.2983836901745214e-05
Position 1237: 2.1073872583038895e-05
Position 925: 2.082992992193587e-05
Position 3589: 1.870331379831645e-05
Position 2441: 1.4807865693397568e-05
Position 3163: 1.4127981756220951e-05
Position 392: 1.276230110042342e-05
Position 1159: 1.2598729086945038e-05
Position 1869: 1.251055330292238e-05
Position 747: 1.23676350075551e-05
Position 420: 1.1525567640140046e-05
Position 1198: 1.0400620500391615e-05
Position 148: 9.27814062494268e-06
Position 744: 7.317484566174572e-06
Position 154: 7.024362390584778e-06
Position 964: 5.101472707913008e-06
Position 360: 5.087593081856504e-06
Position 225: 4.9957612129754e-06
Position 1282: 4.8555755628066166e-06
Position 599: 4.338498608022253e-06
Position 1357: 4.3046171287731155e-06
Position 484: 4.19538553593081e-06
Position 1167: 4.032116785957882e-06
Position 969: 3.482056201968129e-06
Position 507: 3.4674330336790315e-06
Position 1866: 3.3970232055820468e-06
Position 1085: 3.0140576405968907e-06
Position 558: 2.937508226179348e-06
Position 239: 2.3505139675583562e-06
Position 357: 2.082571091221908e-06
Position 565: 1.832318173197663e-06
Position 165: 1.657254624685764e-06
Position 158: 1.4821791782294045e-06
Position 788: 1.275025776163597e-06
Position 241: 8.361154761481012e-07
Position 1427: 3.154621376956228e-07
Position 163: 1.3029336628707388e-07
Position 1410: 4.144467167827644e-08
Position 2708: 4.1029166694636655e-08
Position 1431: 3.372858738041671e-08
Position 1723: 2.0027100029966884e-09
Position 1028: 6.748653107506499e-10
Position 848: 6.174508416313093e-10
