Gene = Ift46
index = 561
Annotated 5SS: [  264   875  5729  9324 10896 11144 11551 13506 13995 16718 17067]
Annotated 3SS: [  777  5651  9189 10820 11049 11421 13383 13927 16656 16980 17574]
SMsplice 5SS: [  264   875  5729  9324 10896 11144 11551 13506 13995 16718 17067]
SMsplice 3SS: [  777  5683  9189 10820 11049 11421 13383 13927 16656 16980 17574]
top_k =  500
Partition function (log Z): 22.25922537399184

Sorted 5' Splice Sites (High to Low Probability):
Position 13995: 0.9997158960748674
Position 9324: 0.9982814442124126
Position 10896: 0.9975541817489352
Position 11551: 0.9896716204892012
Position 875: 0.9004975218456087
Position 11144: 0.8967997552371715
Position 17067: 0.8636348929323842
Position 13506: 0.8024228112641842
Position 16718: 0.7754766266894894
Position 5729: 0.7682551265096579
Position 264: 0.5950253396253652
Position 1115: 0.5440780606891589
Position 4448: 0.356309279364591
Position 1322: 0.3429946244073988
Position 13854: 0.31440172223197976
Position 378: 0.2849120800177904
Position 16120: 0.22232565706400795
Position 5777: 0.20145997229829538
Position 9795: 0.1921123868535712
Position 2258: 0.13669613415378853
Position 16125: 0.11974692872863475
Position 13611: 0.09632293378744815
Position 18322: 0.0885610945506866
Position 17155: 0.08761888480257034
Position 7636: 0.08034687256745443
Position 1886: 0.05289723731000602
Position 18029: 0.05243423106091071
Position 19342: 0.05060554729735067
Position 343: 0.03940761771541961
Position 2858: 0.038438859068157354
Position 18337: 0.037190855088155374
Position 17909: 0.034782028882751094
Position 2149: 0.033805266646598844
Position 10539: 0.033156494834790065
Position 3528: 0.03310259011903989
Position 3552: 0.02659813996424447
Position 4189: 0.02553781638315251
Position 11335: 0.025192776856212167
Position 2272: 0.02503909556686443
Position 12255: 0.02401512191568195
Position 907: 0.02339653562012233
Position 16657: 0.022675452410228194
Position 5398: 0.022026195013380455
Position 16314: 0.021309544096794468
Position 9081: 0.020336431059534924
Position 14439: 0.018792487886766355
Position 9027: 0.016878033508138962
Position 5783: 0.014131699273721305
Position 7237: 0.01375002617980125
Position 14974: 0.011575513644508801
Position 13022: 0.010600935161411387
Position 9046: 0.009700037202847749
Position 10639: 0.008753271346015843
Position 11366: 0.008078042782639846
Position 2014: 0.008042645621317119
Position 15474: 0.007252222649527847
Position 16882: 0.006459638023883222
Position 2093: 0.006154339571975899
Position 3006: 0.005546934239524864
Position 9916: 0.005219567461862461
Position 6716: 0.0050132919150876944
Position 372: 0.004701918261701581
Position 6982: 0.004693600851042732
Position 5772: 0.004502432626541821
Position 11181: 0.0043797646321715985
Position 13249: 0.003967652965536456
Position 9582: 0.003409004984111341
Position 13664: 0.003226191979408886
Position 11802: 0.0027676237585980085
Position 4708: 0.0027286194203907594
Position 199: 0.002635486232693608
Position 12542: 0.0024694969654366927
Position 13651: 0.0023915104170400565
Position 11580: 0.002304893993044598
Position 9919: 0.002243530345784012
Position 9923: 0.002205966066477708
Position 536: 0.0019555015283955223
Position 664: 0.0019166521208893506
Position 14804: 0.001895775789228595
Position 11153: 0.0017583172070725676
Position 17952: 0.0016364372112831094
Position 5710: 0.0015366719524634058
Position 8665: 0.0014902041975751196
Position 11050: 0.0014579520868554256
Position 942: 0.0014547213820870397
Position 17305: 0.0013543457965685104
Position 17697: 0.0013423272484215738
Position 702: 0.0012929990442969426
Position 568: 0.0012565457957137355
Position 597: 0.001177846393831041
Position 13759: 0.0011170971379976255
Position 81: 0.0010912040770609747
Position 9598: 0.001033369041708855
Position 10695: 0.001030227000137119
Position 8196: 0.000995325317230773
Position 487: 0.0009390936559743456
Position 545: 0.0009153260105621806
Position 9815: 0.0009049033687737423
Position 11330: 0.000779739224822602
Position 9452: 0.0006818732219831554
Position 10230: 0.000666847748356497
Position 11818: 0.0006208803366506059
Position 58: 0.0004835877996011736
Position 581: 0.000481788352542646
Position 12216: 0.0004052789664975326
Position 11302: 0.00039327239442511395
Position 11169: 0.0003855934740980994
Position 12222: 0.00037065227851168904
Position 10532: 0.0003402117069088961
Position 11285: 0.00031201714009195083
Position 13627: 0.00030911774838862394
Position 17733: 0.0002793918744526023
Position 17605: 0.0002702014078905035
Position 12235: 0.0002479434548137516
Position 1099: 0.00024474182851290155
Position 1340: 0.00022106350074107417
Position 10884: 0.0002014459405286958
Position 9904: 0.00019940455627641922
Position 271: 0.00019622982299522592
Position 607: 0.00019241511364129088
Position 9606: 0.00018292715022751228
Position 14165: 0.0001732579982642952
Position 14740: 0.00015123385618443343
Position 13684: 0.00013669103598802092
Position 528: 0.00013144128954824269
Position 223: 0.00012766383452601703
Position 1131: 0.00012419465840278859
Position 11315: 0.00012122956474410062
Position 14479: 0.00011552821158995507
Position 13530: 0.00010348762787127618
Position 838: 9.575981335025564e-05
Position 12399: 9.40136570729207e-05
Position 12190: 8.942226835991315e-05
Position 922: 7.65607388848294e-05
Position 14015: 6.39193481552615e-05
Position 13713: 6.290368121982536e-05
Position 183: 5.937153434480638e-05
Position 113: 5.751410366499364e-05
Position 10911: 5.594546039707849e-05
Position 10957: 5.467943667163694e-05
Position 11346: 5.347358028766074e-05
Position 92: 5.280278435600431e-05
Position 1124: 5.020704884292756e-05
Position 10915: 4.885168969771405e-05
Position 1397: 4.852676280460819e-05
Position 69: 4.829077620535807e-05
Position 13492: 4.54548581056079e-05
Position 10933: 3.092516920566234e-05
Position 161: 2.9339897738890545e-05
Position 1344: 2.1623605516685942e-05
Position 14009: 2.020937075790911e-05
Position 731: 1.7379609952541794e-05
Position 210: 1.5192736599861843e-05
Position 285: 1.4925775039644214e-05
Position 396: 1.4551039091839295e-05
Position 14162: 1.2885186794387859e-05
Position 1122: 1.1085623089231229e-05
Position 754: 1.0481054584726718e-05
Position 14217: 9.953146854121675e-06
Position 1704: 7.705636440710656e-06
Position 17345: 7.698836387896548e-06
Position 1696: 7.485546901477695e-06
