Gene = Itln1
index = 596
Annotated 5SS: [  74  541 1929 3789 4261 4801 6174]
Annotated 3SS: [  476  1829  3540  4101  4679  6069 16900]
SMsplice 5SS: [ 141 1929 3789 4200 4801 6174]
SMsplice 3SS: [ 1829  3540  4101  4679  6069 16900]
top_k =  500
Partition function (log Z): 1.9331544433764645

Sorted 5' Splice Sites (High to Low Probability):
Position 6174: 0.9881665993472303
Position 4801: 0.9670173265779384
Position 1929: 0.9299938347714342
Position 4200: 0.8417304293427903
Position 3789: 0.5612315254608303
Position 541: 0.4821874507819613
Position 141: 0.4183463085636042
Position 10165: 0.30912812527627853
Position 12493: 0.19980487034609967
Position 154: 0.19142993646882608
Position 14097: 0.1838963778976175
Position 74: 0.1790864481536479
Position 15151: 0.17087208427842968
Position 3945: 0.16042517328657022
Position 4261: 0.14360074794724917
Position 557: 0.12040919266198825
Position 3610: 0.11724542093142162
Position 3830: 0.09803494936594606
Position 9268: 0.08460792682527866
Position 1484: 0.0750671499992312
Position 1415: 0.0626973623087433
Position 100: 0.043959067633563005
Position 5243: 0.03468501457893633
Position 1467: 0.03107994032966529
Position 3419: 0.029285932225669876
Position 3669: 0.028762330647257583
Position 11826: 0.02797722465298494
Position 998: 0.026982708217928926
Position 7865: 0.0263358574011103
Position 9351: 0.024062854074950173
Position 5416: 0.021128566782618086
Position 1583: 0.02036004751148758
Position 1751: 0.01679102841650562
Position 1449: 0.0131894723911582
Position 5948: 0.013087768720127773
Position 11704: 0.011769081894638695
Position 6937: 0.011278002296045279
Position 12950: 0.010894779790759201
Position 5250: 0.00931021824056892
Position 5578: 0.008865926005504636
Position 3673: 0.00824108374132348
Position 1855: 0.007744021397302149
Position 3398: 0.00753760274545957
Position 3232: 0.007382126956912436
Position 4756: 0.005837627488378748
Position 3775: 0.005710966741319069
Position 903: 0.004358402392959358
Position 1549: 0.0037177702463590226
Position 2497: 0.0036968574624425678
Position 3388: 0.0036364517646355287
Position 106: 0.0036311285878708704
Position 1038: 0.003152088774896243
Position 1557: 0.003012559822531641
Position 7744: 0.002869309985546881
Position 5283: 0.0025685021240620313
Position 269: 0.002510934707918636
Position 3755: 0.0023927012722864856
Position 4313: 0.002364608842417739
Position 1994: 0.002227877967480628
Position 3493: 0.0022261276170775206
Position 19: 0.0021591352860651854
Position 5533: 0.001976712093895664
Position 3627: 0.0019646638773602627
Position 3822: 0.0019547637059815354
Position 6439: 0.0019468522279417321
Position 7973: 0.0018562996800627473
Position 3636: 0.0017379191365901568
Position 5240: 0.0017144170354145138
Position 5006: 0.0016283422434064752
Position 2277: 0.0015942575104986659
Position 1443: 0.0015622444350410184
Position 1705: 0.0015555609293609915
Position 5562: 0.001475159064081127
Position 7142: 0.0013782454425093195
Position 4515: 0.0013286813025306272
Position 1515: 0.0013101919091092651
Position 4322: 0.0013028181330277588
Position 1395: 0.001242103590387878
Position 3949: 0.00115136384713887
Position 4843: 0.0011329075323397236
Position 3634: 0.0010851344307234636
Position 3217: 0.001063181840060205
Position 2476: 0.0010585127058722408
Position 7114: 0.0010033802370988361
Position 3683: 0.0009703278465226666
Position 1958: 0.0009686633001093414
Position 3688: 0.0009549040740088694
Position 6160: 0.0009492798216662475
Position 1933: 0.0008988980263581181
Position 993: 0.0008979319169717891
Position 6932: 0.0008046341201304846
Position 3662: 0.0006720199382087939
Position 5347: 0.0005941594932910087
Position 6144: 0.0005797214808186173
Position 1488: 0.0005518601161141429
Position 61: 0.0005404268224824848
Position 1562: 0.0005246928755173461
Position 2332: 0.0005193332325228426
Position 1274: 0.0005103800267669164
Position 6443: 0.00041426035487661134
Position 8946: 0.0004073157519331991
Position 8037: 0.0003776223210615225
Position 4447: 0.000354002197265392
