Gene = Lax1
index = 625
Annotated 5SS: [ 300 1288 6103 6571 7126]
Annotated 3SS: [1103 5998 6465 7054 9472]
SMsplice 5SS: [ 300 6103 6571 7126]
SMsplice 3SS: [5998 6465 7054 9472]
top_k =  500
Partition function (log Z): -4.65846121683593

Sorted 5' Splice Sites (High to Low Probability):
Position 6103: 0.8653687961690671
Position 6571: 0.8260807237791575
Position 7126: 0.6998772576200226
Position 300: 0.672511326555291
Position 1288: 0.3600545735772717
Position 294: 0.27738477465009587
Position 3404: 0.22404833835578114
Position 8558: 0.20176760193904375
Position 7145: 0.11140581515141355
Position 3021: 0.10681296612318489
Position 9372: 0.1020101310052706
Position 8311: 0.07169243343221765
Position 6703: 0.06792325946397465
Position 6380: 0.04467745025583042
Position 1475: 0.029008473341705643
Position 200: 0.021918131066660847
Position 9624: 0.020778264425729356
Position 500: 0.017215334852789366
Position 308: 0.013429464513602983
Position 5585: 0.012972795714539697
Position 4254: 0.012053054508962517
Position 8231: 0.010561993242579676
Position 1971: 0.00887047939182551
Position 7450: 0.008110536647436542
Position 6953: 0.007665154175775973
Position 1305: 0.007178167037633301
Position 6894: 0.0067639265330859556
Position 3062: 0.0066416473066741935
Position 8725: 0.006382300938503157
Position 6963: 0.0056842605728030906
Position 8020: 0.005438041658419187
Position 684: 0.005337955015508375
Position 6107: 0.004859493229243334
Position 6124: 0.004758050392412582
Position 6113: 0.0034805507535459208
Position 6111: 0.0031207425431050255
Position 8703: 0.002829536386173638
Position 3051: 0.002441084275812104
Position 28: 0.002092960808048127
Position 6807: 0.0019117607176613275
Position 619: 0.001454073242023801
Position 3964: 0.0012292289770842618
Position 9690: 0.001213167283904117
Position 6070: 0.0011831385040078132
Position 7761: 0.0008840729631430606
Position 623: 0.0008208619227530651
Position 8363: 0.000574378106601422
Position 4127: 0.0005703862732181261
Position 7830: 0.0005173417060813556
Position 1229: 0.0004872919974414832
Position 6117: 0.0004703886421086641
Position 475: 0.00041076032713189024
Position 55: 0.00040419490663583593
Position 2050: 0.0003702995117464434
Position 635: 0.00035557847607740184
Position 666: 0.0003234898332173058
Position 6912: 0.00030504758984151837
Position 3207: 0.0002675339961002917
Position 813: 0.00021937192343048718
Position 819: 0.00012373952831778849
Position 1146: 8.739792982094464e-05
Position 337: 8.035857964787593e-05
Position 133: 7.658420931352864e-05
Position 786: 7.432475502454975e-05
Position 1194: 6.370575775406434e-05
Position 825: 5.149619912153447e-05
Position 1204: 5.05942508597965e-05
Position 25: 4.1467160862134514e-05
Position 101: 4.0856159100191676e-05
Position 356: 3.357907498278512e-05
Position 733: 3.217191913607876e-05
Position 35: 2.8324849714371265e-05
Position 224: 2.5453623100775416e-05
Position 246: 2.3004661119397937e-05
Position 728: 1.9799853591213335e-05
Position 831: 1.846909159189588e-05
Position 8883: 1.819876998120238e-05
Position 736: 1.489812413230136e-05
Position 1199: 7.470997115443015e-06
Position 1742: 6.641001963835222e-06
Position 1050: 5.568221774487768e-06
Position 233: 4.985518705120808e-06
Position 7284: 4.559521472510604e-06
Position 837: 3.8308764111976095e-06
Position 1509: 3.362333362095953e-06
Position 547: 3.271909547076854e-06
Position 161: 7.705213562845084e-07
Position 7332: 4.986502786324236e-07
Position 314: 2.3948712958739437e-07
Position 341: 2.2604496422128448e-07
Position 331: 1.641666070471485e-07
Position 328: 6.564064619513172e-08
Position 344: 4.309460800130077e-08
Position 436: 4.308247165219817e-08
Position 347: 4.19221924978254e-08
Position 369: 3.428549990212841e-08
Position 371: 2.9759696462208445e-08
Position 373: 2.9603203599421545e-08
Position 375: 2.8128666976890645e-08
Position 377: 2.3680386859667223e-08
Position 379: 6.964089385892281e-09
Position 353: 6.912909520435633e-09
Position 385: 6.768319867844612e-09
Position 387: 6.62053239517271e-09
Position 383: 5.678839291280113e-09
Position 381: 4.986300401127306e-09
Position 391: 4.942137707787282e-09
Position 389: 4.919370272971921e-09
Position 446: 4.727221412865057e-09
Position 393: 4.104866798999728e-09
Position 395: 3.810410244698953e-09
Position 397: 3.6160189797963515e-09
Position 399: 3.4266613205669905e-09
Position 401: 3.2024786559961072e-09
Position 504: 3.1851572284391595e-09
Position 364: 2.6486164108587506e-09
Position 403: 2.197891278161672e-09
Position 405: 1.8924069734995084e-09
Position 407: 1.7317268741804104e-09
Position 411: 8.008892440498893e-10
Position 350: 2.2270249794582678e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6465: 0.8612330816168016
Position 5998: 0.8082379999376509
Position 7054: 0.7596375220806073
Position 9472: 0.5067830286186079
Position 8458: 0.252216120113575
Position 1103: 0.22661643055066702
Position 9235: 0.21644984714845455
Position 3147: 0.18383782392258574
Position 1049: 0.12840939506114246
Position 8164: 0.10612589880446334
Position 2896: 0.0953651971385395
Position 5940: 0.06360072868990659
Position 9322: 0.053948242490364916
Position 6992: 0.048454689860153735
Position 7715: 0.038020587343731344
Position 9824: 0.036800540234404114
Position 9343: 0.03476209582403284
Position 6238: 0.0329651717896453
Position 10093: 0.025839033473973205
Position 8850: 0.023505902922475022
Position 9744: 0.022958510588266465
Position 6777: 0.022316660271263822
Position 6935: 0.021283705479796647
Position 1335: 0.016659655316744754
Position 6643: 0.016375385647599043
Position 3296: 0.016032170383269196
Position 7892: 0.015623448742046235
Position 5473: 0.012972795714539688
Position 2916: 0.012729000093614362
Position 1357: 0.012044707168203059
Position 6702: 0.009105722314923074
Position 6667: 0.00898620841366296
Position 6063: 0.008122458766088154
Position 1226: 0.008043441972013851
Position 3185: 0.007331105387896457
Position 8213: 0.007298435084098907
Position 3107: 0.0065862262149963685
Position 9983: 0.00654762567326831
Position 6489: 0.006521420503936695
Position 3384: 0.006188364581387962
Position 519: 0.00615251113901727
Position 8788: 0.005904895019922454
Position 8874: 0.005429490569654333
Position 5925: 0.005416648199682311
Position 6517: 0.0052221252053430605
Position 6486: 0.005148561541617291
Position 5774: 0.005135334185986801
Position 7310: 0.004911608401093857
Position 1815: 0.0048574211924533395
Position 6376: 0.004838324108659687
Position 9048: 0.004403980386416978
Position 3018: 0.00437136531662108
Position 4036: 0.004251145314858429
Position 9499: 0.004063430892376517
Position 1809: 0.0038939936014372187
Position 420: 0.0037297892363732646
Position 9092: 0.0034419951648143945
Position 7203: 0.0029953171309952888
Position 4093: 0.002617708712788651
Position 3098: 0.002572019974659896
Position 4090: 0.002566431929462197
Position 123: 0.002253301612283829
Position 7279: 0.0021081931665697016
Position 1166: 0.0019068772208929994
Position 10301: 0.0015660506495571583
Position 2554: 0.0015418726407081288
Position 8476: 0.0013530408446248779
Position 4115: 0.0013440413867557193
Position 2733: 0.0013057252515486259
Position 7719: 0.0012320759579715042
Position 9677: 0.001175854503441378
Position 9871: 0.0011027258252825582
Position 471: 0.0011000926032007558
Position 2931: 0.0010814765476831073
Position 9295: 0.0009719593254422698
Position 4011: 0.0009708676565153794
Position 4165: 0.0008732457818002698
Position 9063: 0.0008626694686359178
Position 9044: 0.000838112336728616
Position 6962: 0.0008367900951977335
Position 7545: 0.0007966190465736325
Position 1111: 0.0007823322972414769
Position 6614: 0.0006915535049217948
Position 1075: 0.0006605124768833038
Position 8831: 0.0006336201500380645
Position 2614: 0.0005973493257999642
Position 8053: 0.0005887514843253619
Position 2963: 0.0005844060331733895
Position 3731: 0.0005798897505608722
Position 6871: 0.0005712352163830735
Position 1859: 0.0004893641096813817
Position 6557: 0.00048602545170526424
Position 7100: 0.0003880571543164768
Position 3674: 0.00038588939577632083
Position 649: 0.00037512735020009234
Position 7760: 0.0003697480100502739
Position 1191: 0.00035548264185658276
Position 1000: 0.00034052365178467204
Position 1146: 0.00032602348279231914
Position 1228: 0.00028801444575253944
Position 7503: 0.00025992084325577306
Position 3756: 0.00025927963783127847
Position 8145: 0.0002544338572182573
Position 8175: 0.0002453254826876558
Position 5798: 0.0002287138316758716
Position 439: 0.00022111355910713423
Position 568: 0.00021069451083501802
Position 1172: 0.00018978810074957655
Position 707: 0.00017350789440104538
Position 425: 0.00015438867407183357
Position 500: 0.00011768810470418068
Position 101: 9.389725248401557e-05
Position 150: 8.724517757997314e-05
Position 2498: 8.177696931502137e-05
Position 6882: 6.64411863237529e-05
Position 971: 5.1257957041532335e-05
Position 293: 3.867993293291732e-05
Position 1199: 3.829647851188341e-05
Position 713: 2.829759320375905e-05
Position 224: 2.666842043224465e-05
Position 7079: 1.7703922108609084e-05
