Gene = Marc2
index = 662
Annotated 5SS: [  336  4628 12022 13306 23393 23547 26681]
Annotated 3SS: [ 4453 11852 13164 23330 23474 26533 31997]
SMsplice 5SS: [  336  4628 12022 13306 13687 23393 23547 26164 26681]
SMsplice 3SS: [ 4453 11852 13164 13624 23330 23474 25955 26533 27714]
top_k =  500
Partition function (log Z): 2.014103931847982

Sorted 5' Splice Sites (High to Low Probability):
Position 26681: 0.9993290656740448
Position 13306: 0.971185594590945
Position 4628: 0.932909448916632
Position 23393: 0.927096641233758
Position 23547: 0.7157753643495387
Position 12022: 0.6390457650502123
Position 13687: 0.6020506490888954
Position 336: 0.5319598782570287
Position 26164: 0.4918075372990559
Position 11940: 0.3489797156283551
Position 21384: 0.3279087750763324
Position 9389: 0.3019916295678236
Position 6908: 0.3003246124401701
Position 12421: 0.27235390148929056
Position 28573: 0.2653804235929127
Position 3480: 0.2479566533200692
Position 26182: 0.2283706098738433
Position 223: 0.2276931627540521
Position 23652: 0.2177146763877605
Position 444: 0.1640459924716654
Position 2264: 0.11446503687390534
Position 7958: 0.11307839976351575
Position 7564: 0.09169285518674397
Position 4744: 0.09067244649382172
Position 15597: 0.08028046025386253
Position 6721: 0.07120115113670956
Position 4379: 0.07089400436382179
Position 25087: 0.05968053824863668
Position 241: 0.05235255227048341
Position 3744: 0.05018279323471358
Position 1024: 0.049914917756892815
Position 26190: 0.047663405134324675
Position 12219: 0.0473001348662722
Position 26171: 0.04655389305186108
Position 1916: 0.03959048636108997
Position 3129: 0.037542144493564
Position 23598: 0.035384156935672754
Position 18694: 0.03204089604457843
Position 18774: 0.03186900133925291
Position 4053: 0.031607825859269904
Position 531: 0.031030742274766474
Position 25564: 0.026480854373950362
Position 1044: 0.02477450853117127
Position 2283: 0.015287967463847878
Position 387: 0.01483699843907643
Position 26907: 0.014784647003103172
Position 3451: 0.013930294681361031
Position 31703: 0.013699234686821818
Position 1411: 0.012387949710269897
Position 1961: 0.011710308680843712
Position 6628: 0.010630610759282568
Position 23783: 0.008884720118788242
Position 12251: 0.007669332684555646
Position 3464: 0.007570354417310316
Position 12860: 0.007549630293975794
Position 26359: 0.007480476208233767
Position 1109: 0.00742837159279874
Position 280: 0.0073678696719510686
Position 4048: 0.007269842183566096
Position 3154: 0.006348286553067486
Position 27866: 0.006095556434375475
Position 27976: 0.005912599660735033
Position 3600: 0.005757640309500309
Position 5579: 0.0053758879848235
Position 23560: 0.005210058515142156
Position 3343: 0.004725179237040921
Position 325: 0.004394560116992705
Position 3621: 0.004007716556537149
Position 2833: 0.0036834462715328387
Position 27092: 0.0030063300798571077
Position 25399: 0.0022905020348788574
Position 27955: 0.0016645125746178888
Position 1903: 0.0013799036198618008
Position 1055: 0.0013761061205145168
Position 14626: 0.0013632410557778104
Position 1889: 0.0011935912243137084
Position 537: 0.001128659326008622
Position 23475: 0.0011176109551368964
Position 837: 0.0010246788609008775
Position 3561: 0.0009351949915254212
Position 4180: 0.0007772290649245595
Position 882: 0.0007693240627904217
Position 27849: 0.0007486276352344189
Position 1244: 0.0007424580795950407
Position 27250: 0.0004424749638994567
Position 1621: 0.00041012895177065534
Position 232: 0.00037083859152384896
Position 2092: 0.00033725087046017734
Position 261: 0.0003058408342724078
Position 13289: 0.00029362239384889946
Position 1894: 0.00028642652307300987
Position 4488: 0.0001114176473604195
Position 4769: 0.00010163497310797175
Position 5318: 9.06403646648267e-05
Position 1695: 8.401652498142695e-05
Position 4521: 3.7228220998067465e-05
Position 1131: 2.891901950677418e-05
Position 5361: 2.843359493845499e-05
Position 497: 2.5427238142788955e-05
Position 26940: 2.4968942884241203e-05
Position 4786: 2.4269133752171903e-05
Position 480: 2.2109953332765406e-05
Position 284: 2.0938550280051335e-05
Position 1672: 1.933351966801107e-05
Position 459: 1.7168277423053994e-05
Position 26901: 1.600076108736185e-05
