Gene = Flt3l
index = 414
Annotated 5SS: [  54  415  769 1311 2060 2551 4205 4364]
Annotated 3SS: [ 347  654 1256 1915 2405 4019 4294 5000]
SMsplice 5SS: [  54 1311 2551 4205 4364 4766]
SMsplice 3SS: [1256 2405 4019 4318 4451 4865]
top_k =  500
Partition function (log Z): -2.4052094482753628

Sorted 5' Splice Sites (High to Low Probability):
Position 1311: 0.81042163132511
Position 4205: 0.7964698507161767
Position 2551: 0.7724597966414097
Position 4364: 0.6322753727314309
Position 4766: 0.45516084082436764
Position 54: 0.3427260342493715
Position 2060: 0.30971661852756244
Position 2838: 0.26382352265042786
Position 531: 0.25876442224344026
Position 769: 0.18581457284330644
Position 4554: 0.17168666147617023
Position 4410: 0.13984298070187712
Position 1344: 0.1290960857728444
Position 3010: 0.11514806797473867
Position 415: 0.1134340770128713
Position 1148: 0.0873659004159871
Position 1065: 0.07536957122350743
Position 550: 0.0698149417705067
Position 2856: 0.06285717939126541
Position 288: 0.05848439697015527
Position 2535: 0.05362635138986187
Position 3467: 0.04998362699295307
Position 3529: 0.04722927395005407
Position 280: 0.04041615438014606
Position 129: 0.03184076023333886
Position 4596: 0.028202001573034135
Position 2173: 0.0275449932135762
Position 2335: 0.024962505269485093
Position 101: 0.014394630220689975
Position 4581: 0.013648626588276027
Position 2494: 0.011994561635311502
Position 63: 0.011844921009081414
Position 158: 0.010208844510286374
Position 3512: 0.009265584350779453
Position 311: 0.007525846710568896
Position 627: 0.0069704583162491975
Position 2743: 0.005920505222726792
Position 162: 0.004957451097071952
Position 4136: 0.00448648527906112
Position 292: 0.004263640111406214
Position 2842: 0.003998604213438365
Position 432: 0.003866021694402356
Position 1540: 0.0020206895548170556
Position 2878: 0.0018390066141728172
Position 3503: 0.0016405233325355341
Position 2616: 0.0015613885491535726
Position 4625: 0.0015340817498907095
Position 1373: 0.0014510559607169246
Position 93: 0.0014178402503641308
Position 586: 0.0013930546167478582
Position 2248: 0.0010754627149969053
Position 2260: 0.001008597178691824
Position 2581: 0.000993870951967169
Position 751: 0.0009717367828156325
Position 3697: 0.000817141450243228
Position 4243: 0.0007314706630400388
Position 2525: 0.0007194762218681761
Position 1857: 0.0006776857147800575
Position 79: 0.0005450478436493462
Position 2049: 0.0005353838308764524
Position 2557: 0.0005028143493229343
Position 765: 0.00043606204337083966
Position 419: 0.0003953942521292331
Position 844: 0.00039515635820812584
Position 839: 0.0003698392119181772
Position 168: 0.0003260364374928282
Position 756: 0.0002785932669710404
Position 2223: 0.00025956341607350246
Position 197: 0.00015405351048842936
Position 210: 0.00015109416701972468
Position 1152: 0.00013704553019229675
Position 631: 9.31941368302467e-05
Position 58: 6.545053187784036e-05
Position 651: 6.075204242189956e-05
Position 1069: 5.606688243969663e-05
Position 369: 3.0596111623175475e-05
Position 388: 2.9844945876551536e-05
Position 686: 1.979109142895339e-05
Position 1389: 3.176153494235054e-06
Position 11: 7.940164721427707e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4318: 0.9175377132562842
Position 1256: 0.725644409945462
Position 4865: 0.7185270614828261
Position 4019: 0.6951703061321087
Position 2405: 0.6570171289785249
Position 4451: 0.4314152067598239
Position 2705: 0.2612035391056984
Position 1915: 0.2174111376947643
Position 4650: 0.15419572077789523
Position 2776: 0.15119120105512004
Position 971: 0.14397773978206957
Position 1232: 0.1348749165586892
Position 2435: 0.09974151637341452
Position 654: 0.08540797528450356
Position 1952: 0.0839797520585972
Position 4710: 0.07459747929037638
Position 1188: 0.07004850997813404
Position 3960: 0.06822750129395634
Position 3371: 0.062332740032744395
Position 2459: 0.04012597824686935
Position 2930: 0.03954938850859577
Position 3432: 0.03842144500914147
Position 4691: 0.037832263251078684
Position 2415: 0.03016554040499577
Position 347: 0.029994816950913446
Position 359: 0.02794817689151879
Position 2059: 0.024220730497367046
Position 3924: 0.02364674534467126
Position 4294: 0.02264100594530544
Position 3902: 0.0225340058653392
Position 4044: 0.018521275744246602
Position 379: 0.015008896397656258
Position 2334: 0.014524794970988651
Position 5000: 0.012976622686236608
Position 1050: 0.011073265334865835
Position 2160: 0.010204200310025993
Position 4725: 0.008538203251706187
Position 4517: 0.007853896706341342
Position 1758: 0.007624843231423107
Position 3391: 0.007236880889334221
Position 4488: 0.006832725904182204
Position 919: 0.006814779813467181
Position 722: 0.005887423819013504
Position 2238: 0.005720505449078757
Position 4765: 0.0044111302019546415
Position 2139: 0.003685209557364788
Position 4510: 0.0034332047096027156
Position 1957: 0.003234691454571392
Position 4494: 0.0032212750080232093
Position 5107: 0.0030944489740971867
Position 2945: 0.002907729182419736
Position 175: 0.002811809029446029
Position 541: 0.0026267755293365815
Position 1307: 0.0024352052292018677
Position 1792: 0.002398007999157399
Position 1921: 0.002261954906112574
Position 2926: 0.0021758584056186104
Position 1918: 0.00209951239789788
Position 1275: 0.002019973063814132
Position 381: 0.001976062904681289
Position 530: 0.001719085925342494
Position 3294: 0.0015470277398927537
Position 4870: 0.0014668334033905914
Position 4941: 0.001205642684980455
Position 3607: 0.001055432621400789
Position 309: 0.0009816439900417896
Position 1412: 0.0009227296394997502
Position 1861: 0.0009196914309845493
Position 2489: 0.0007306245963903768
Position 197: 0.0007248351453475921
Position 118: 0.0007162152702539093
Position 2259: 0.0006600821916847321
Position 1889: 0.0006531937969531263
Position 178: 0.0006497280972049183
Position 751: 0.0005185338389601062
Position 728: 0.00041653863229962617
Position 400: 0.00037890370832285457
Position 1653: 0.0003748183984494226
Position 124: 0.000364194894717306
Position 388: 0.0003511751587517607
Position 2316: 0.0002877577781436845
Position 366: 0.000274563502708713
Position 686: 0.00021035599425278632
Position 1459: 0.00020713665521018205
Position 215: 0.0001778184222488325
Position 1988: 0.00017578337537357803
Position 120: 0.00017288045136866945
Position 602: 0.00014816514917750337
Position 429: 0.00013221676449073493
Position 627: 0.0001196612281524201
Position 843: 0.00011373987998815127
Position 2474: 0.00011220633938008963
Position 1152: 0.00010533864138521503
Position 5231: 8.618032312389502e-05
Position 555: 8.404416471000186e-05
Position 2339: 8.168805834105473e-05
Position 127: 7.139836186839356e-05
Position 2855: 6.131659057278064e-05
Position 323: 5.9833199587766386e-05
Position 631: 5.922378254014045e-05
Position 2534: 5.427908305042809e-05
Position 544: 4.8673930346833074e-05
Position 180: 4.349020846784683e-05
Position 549: 3.555795585425321e-05
Position 2778: 3.2435554086305995e-05
Position 2986: 1.2894511060143859e-05
Position 609: 9.864180929693224e-06
Position 407: 8.763256274276986e-06
Position 1426: 7.764617955547217e-06
Position 183: 5.552526216556493e-06
Position 1869: 4.98707905889726e-06
Position 453: 4.150932828599314e-06
Position 235: 3.965343504344147e-06
Position 257: 3.2565672392871227e-06
Position 219: 2.318444096597122e-06
Position 465: 2.2841565456153105e-06
Position 285: 1.9101830608817116e-06
Position 2103: 1.7552272694041117e-06
Position 756: 1.7447676443044515e-06
Position 508: 1.1548157134425202e-06
Position 232: 1.0116468976884654e-06
Position 265: 7.238435443111002e-07
Position 488: 7.110014826241964e-07
Position 205: 6.230571415270597e-07
Position 499: 5.758236049327497e-07
Position 440: 3.652680426325784e-07
Position 474: 3.469748316351731e-07
Position 494: 2.871827023496144e-07
Position 481: 2.213810709839028e-07
Position 450: 1.8664859777465992e-07
Position 317: 1.1040084984895323e-07
Position 135: 9.640113518679401e-08
Position 586: 4.955571082114953e-08
Position 1284: 2.2423384027034286e-08
Position 145: 8.336454428496675e-09
Position 300: 5.784939743912077e-09
Position 100: 7.187764059949401e-10
Position 229: 3.4726417879082423e-10
Position 79: 6.703699183145123e-11
Position 87: 1.0484198922770967e-11
