Gene = Gdpgp1
index = 430
Annotated 5SS: [341]
Annotated 3SS: [5348]
SMsplice 5SS: [341]
SMsplice 3SS: [5348]
top_k =  500
Partition function (log Z): -9.119816892675198

Sorted 5' Splice Sites (High to Low Probability):
Position 5588: 0.6161454613509345
Position 341: 0.4914818128595718
Position 134: 0.30434518728486193
Position 6469: 0.2749351908757992
Position 4990: 0.25087612495219547
Position 5093: 0.17593437642527507
Position 191: 0.1426141979390441
Position 404: 0.07103352121573518
Position 6474: 0.05785445224339998
Position 546: 0.04951237997929077
Position 5209: 0.035379575123347405
Position 291: 0.03502283487704793
Position 394: 0.016996737364066674
Position 680: 0.014177492440504995
Position 5095: 0.011560699932322132
Position 859: 0.011546730522661097
Position 1070: 0.009811321490054752
Position 2546: 0.007962611264304548
Position 3396: 0.005615960072402171
Position 2247: 0.005351202616993491
Position 2353: 0.003424221988740278
Position 1313: 0.0028776039739968327
Position 2341: 0.0027445537206654876
Position 2458: 0.0027271454977780365
Position 2614: 0.002375427703199111
Position 3460: 0.0020440765240728907
Position 3357: 0.0019674880874550917
Position 2754: 0.0016678330358348425
Position 3325: 0.0011766087219125868
Position 636: 0.001070283022204606
Position 172: 0.0010632959959500183
Position 3287: 0.0008671169436908092
Position 3473: 0.0008533356615969645
Position 5636: 0.000791241627250115
Position 1114: 0.0007722870370246246
Position 102: 0.0005833037535901558
Position 1583: 0.000505537525738368
Position 364: 0.00043345397901452346
Position 3389: 0.00036480858299974234
Position 332: 0.00027418522257875705
Position 627: 0.0002492782962156974
Position 124: 0.00022019368280714723
Position 2899: 0.00021977454454476518
Position 1080: 0.00021087483209831744
Position 606: 0.00021006101518589675
Position 615: 0.0001791939650702197
Position 57: 0.0001035868630068
Position 45: 9.262927834028392e-05
Position 278: 5.117776866920723e-05
Position 421: 2.9326783262150028e-05
Position 61: 2.2441096063324244e-05
Position 792: 2.201913761389578e-05
Position 36: 2.003344635965408e-05
Position 380: 1.2802246844716514e-05
Position 26: 1.040122834914923e-05
Position 20: 7.54198733564457e-06
Position 495: 7.3042682753152385e-06
Position 195: 7.139630843988748e-06
Position 375: 5.89041488448104e-06
Position 239: 5.6416745194276755e-06
Position 293: 4.420403652139722e-06
Position 205: 3.9467597697918455e-06
Position 453: 3.805695277100706e-06
Position 305: 3.7581269165447005e-06
Position 624: 3.5501912786582766e-06
Position 2210: 3.134968452627395e-06
Position 575: 2.575267889993051e-06
Position 1060: 1.5456707937454901e-06
Position 2306: 1.3138831433293656e-06
Position 382: 1.1416659715170555e-06
Position 1531: 7.70673123237976e-07
Position 1147: 7.495576861027633e-07
Position 1341: 7.36643787788648e-07
Position 310: 7.311834978127304e-07
Position 408: 8.053220979949763e-09
Position 413: 2.679075435726089e-09
Position 324: 2.2657978373132206e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5348: 0.7000757270614562
Position 4951: 0.3333899580434198
Position 6395: 0.20417250845702956
Position 4857: 0.1506289923461314
Position 6988: 0.1317914219311075
Position 5381: 0.11480974517085628
Position 6273: 0.10790651853602608
Position 5406: 0.10688452823295898
Position 8594: 0.052487736691669035
Position 7751: 0.05170335310790339
Position 8342: 0.05118702985151994
Position 447: 0.05098695225798587
Position 7541: 0.050654780167047955
Position 3190: 0.04966506626756544
Position 7492: 0.047821988344158156
Position 254: 0.04642470305604456
Position 7874: 0.03778068241689675
Position 8832: 0.027079781330758675
Position 7677: 0.026276739869845547
Position 8485: 0.023056995491133495
Position 8630: 0.02150768058739263
Position 6139: 0.014682840482851995
Position 2299: 0.014430308319093022
Position 8126: 0.013624012338113223
Position 257: 0.010914548699793972
Position 7721: 0.010825187386149241
Position 6104: 0.01067920435203335
Position 363: 0.010221640640851369
Position 913: 0.00995014372476945
Position 6362: 0.009795094212804164
Position 7359: 0.008113472452955846
Position 539: 0.007853070050777776
Position 7137: 0.006666602012804503
Position 2073: 0.006562752533241922
Position 7512: 0.006549675669489944
Position 7811: 0.006429122204512532
Position 6634: 0.0063932396607700144
Position 6243: 0.006000074615210085
Position 420: 0.005953085958166928
Position 4987: 0.004520602357543216
Position 6568: 0.0037218510908632783
Position 7032: 0.0036844091408406634
Position 6440: 0.002935162202310865
Position 8321: 0.002899557630094759
Position 3825: 0.002773607134503264
Position 739: 0.002614621973052716
Position 981: 0.002442601178664401
Position 7473: 0.002190530777998071
Position 1182: 0.002185020167214136
Position 5726: 0.0021262156531314112
Position 2490: 0.002048402077779935
Position 219: 0.0018077687483627827
Position 5776: 0.001668383004833797
Position 290: 0.0015362059452300291
Position 5958: 0.001515025745149241
Position 1028: 0.0014154543476280494
Position 5687: 0.0011603193630360087
Position 310: 0.0011431379224721096
Position 4767: 0.001096716685554334
Position 2613: 0.0010852557977318901
Position 2242: 0.0010727650607291717
Position 278: 0.0010681337090018973
Position 227: 0.00106310588673182
Position 6464: 0.0010587568050953846
Position 2210: 0.0010510433763203375
Position 2664: 0.0010433866706203523
Position 805: 0.0010339403835500874
Position 5352: 0.0008748896418597789
Position 2080: 0.0008679185768757658
Position 1210: 0.0008633866049654152
Position 2790: 0.000798476259052141
Position 221: 0.0007903773363189354
Position 2527: 0.0007562558125374767
Position 7133: 0.0006999572195093315
Position 7003: 0.0006705099683231627
Position 6700: 0.0006472572864206433
Position 4541: 0.0006219666728152042
Position 4295: 0.0006168285789502008
Position 3312: 0.0005993086988299684
Position 6749: 0.0005432510976546256
Position 260: 0.0004621707524682587
Position 3054: 0.0004618111636544837
Position 766: 0.00045341312428521326
Position 5980: 0.0003361759136352567
Position 189: 0.00026361333743396884
Position 1438: 0.00023575647303939183
Position 1413: 0.00023341744433193554
Position 3008: 0.0002261359002223933
Position 600: 0.00015888053021775338
Position 3793: 0.00010118119115585432
Position 1069: 6.738563804199427e-05
Position 1039: 6.491732405591852e-05
Position 996: 4.605081684884852e-05
Position 1841: 3.081574273092174e-05
Position 2340: 2.0411548897501454e-05
Position 1546: 1.3895515992453912e-05
Position 332: 1.2687960731427456e-05
Position 575: 9.511992902411232e-06
Position 265: 3.74720573042405e-06
Position 580: 2.3844348515921373e-06
Position 201: 1.846075478959479e-06
Position 375: 1.131023196466516e-06
Position 1355: 1.1006075550581766e-06
Position 401: 9.260328669062217e-07
Position 163: 5.346949022870429e-07
Position 498: 3.1769357746239416e-07
Position 403: 2.146989326452615e-07
Position 492: 1.8441304487409184e-07
Position 1341: 1.6905577136067054e-07
Position 1161: 1.6797564282475237e-07
Position 1233: 1.6244979819241424e-07
Position 1198: 1.446027559108387e-07
Position 831: 1.2613658886058728e-07
Position 920: 9.76120726158351e-08
Position 195: 6.91644340705795e-08
Position 408: 6.436257526750932e-08
Position 546: 6.317835741701997e-08
Position 166: 5.269782473182353e-08
Position 129: 3.797508497386221e-08
Position 336: 3.32354308544915e-08
Position 810: 2.5143845734553732e-08
Position 102: 1.5766617279222716e-08
Position 107: 4.923128099147766e-09
Position 344: 3.670407898928544e-10
