Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  500
Partition function (log Z): -8.077608675109214

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.8434969221673193
Position 500: 0.5647798145941124
Position 1714: 0.5132762859696601
Position 1260: 0.24504463286451722
Position 2572: 0.05286529582312883
Position 2487: 0.041203882958204784
Position 504: 0.037355596868123495
Position 1868: 0.030264473449094356
Position 1891: 0.02502195530376732
Position 316: 0.014033993893857196
Position 243: 0.007754510360029053
Position 1872: 0.005390909281315706
Position 2050: 0.005003376978789614
Position 84: 0.004973021731924796
Position 1693: 0.0048934171332708516
Position 1372: 0.00450641678693431
Position 2876: 0.003995804051627918
Position 285: 0.003095492249837495
Position 2437: 0.003000154582692877
Position 2320: 0.002230405746867092
Position 2351: 0.0019698602594859856
Position 739: 0.0018630173638562778
Position 1017: 0.0018492396569340151
Position 3282: 0.0008989622762197178
Position 1850: 0.0008589492549190558
Position 158: 0.0005473038262013639
Position 342: 0.0003552008237816611
Position 108: 0.0003517411414846015
Position 354: 0.00021184730546578839
Position 147: 0.00018146792623857568
Position 369: 0.00016343703145054519
Position 190: 0.00016234861535350644
Position 777: 0.00012335765284091302
Position 263: 0.00012230263445154837
Position 1094: 0.0001043308146400807
Position 248: 0.00010353004461463999
Position 866: 8.630303982509716e-05
Position 179: 5.7839988166947005e-05
Position 841: 5.399324936756954e-05
Position 820: 4.716001034486338e-05
Position 834: 4.644936534827049e-05
Position 227: 4.382812207548737e-05
Position 278: 3.178860574609414e-05
Position 1116: 2.7306403920494527e-05
Position 1881: 2.7089066071274968e-05
Position 92: 2.3424980278930947e-05
Position 289: 1.7661091369281897e-05
Position 318: 1.3973340584942352e-05
Position 265: 9.656990851188328e-06
Position 24: 3.3584988777476935e-06
Position 474: 7.721241603044849e-07
Position 462: 3.013756113219637e-07
Position 547: 1.633042409435322e-07
Position 383: 9.603359248722438e-08
Position 441: 3.459865560894834e-08
Position 522: 1.5727866462046997e-08
Position 826: 2.1436318287115777e-09
Position 1029: 1.7285007126022856e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.37746129998850453
Position 2264: 0.35376928438002425
Position 1593: 0.16274918729381868
Position 1093: 0.13816287816861123
Position 1806: 0.1363957116473219
Position 2714: 0.11670424480048926
Position 1659: 0.10000466327277176
Position 3176: 0.09749006082095932
Position 1622: 0.09627794226784207
Position 434: 0.0881876079465162
Position 1638: 0.0881438049727439
Position 1062: 0.07534928251418137
Position 2115: 0.0742688941101018
Position 1756: 0.05674409470449464
Position 1563: 0.05308747586022521
Position 1929: 0.049072061589927815
Position 2382: 0.04574571478475478
Position 1212: 0.03506622372807131
Position 1641: 0.029618645932699996
Position 3100: 0.022682797674973373
Position 1460: 0.022470878396549758
Position 2891: 0.022109904111348506
Position 3095: 0.019889110414847113
Position 2049: 0.015340724856530487
Position 3650: 0.014004874709711583
Position 1149: 0.012067218423437425
Position 2159: 0.009959624941066128
Position 2436: 0.008589262125556787
Position 3319: 0.008124020029536216
Position 373: 0.007380286471127557
Position 994: 0.006180273531910018
Position 2094: 0.0057051784731413984
Position 566: 0.005569296001361212
Position 2875: 0.005442846909848598
Position 1180: 0.0052535695060259594
Position 333: 0.005101281087529836
Position 2407: 0.005095632986137924
Position 536: 0.005088334898195891
Position 353: 0.00469846426321706
Position 1219: 0.004546339227773784
Position 631: 0.0036066361666043985
Position 1468: 0.0035673200299339678
Position 2317: 0.0031281950378631742
Position 2198: 0.0022448748060625748
Position 413: 0.0017479593007971046
Position 1812: 0.0015796620784084053
Position 1425: 0.0015146794135041564
Position 474: 0.00140679089897784
Position 379: 0.0013786975163579066
Position 1998: 0.0013609949241604928
Position 363: 0.0013006925106292964
Position 732: 0.0010540758115382364
Position 3345: 0.0010240170729462368
Position 1664: 0.0010082461468095799
Position 2427: 0.0008785750999657524
Position 645: 0.0008624716002245391
Position 2784: 0.0007537784274025992
Position 572: 0.0007083926249805687
Position 956: 0.0006654709028905279
Position 3547: 0.0006614731353753878
Position 1379: 0.0004883881802825121
Position 313: 0.00035145646472200046
Position 1128: 0.0003251288807330063
Position 383: 0.00021098888505362263
Position 1034: 0.00015569354977854427
Position 1427: 0.00013724015177386592
Position 1173: 0.00011761833255609792
Position 1111: 0.00010230599295980538
Position 257: 7.889940582764248e-05
Position 381: 6.899672605636596e-05
Position 1107: 6.54153654448556e-05
Position 668: 5.2954668257674126e-05
Position 315: 4.574200075017116e-05
Position 1194: 4.424059907112801e-05
Position 306: 3.668289004977036e-05
Position 278: 3.385381125422841e-05
Position 1155: 3.353263247701734e-05
Position 650: 2.9248720847712073e-05
Position 678: 2.596649845489472e-05
Position 1235: 2.0108437475254127e-05
Position 1184: 1.7877225544485857e-05
Position 1347: 1.4390787513352738e-05
Position 538: 1.0004113525128259e-05
Position 1680: 9.574705139417866e-06
Position 739: 9.19348739804507e-06
Position 591: 2.4170621789443815e-06
Position 826: 2.1998589511204775e-06
Position 295: 1.159760002641581e-06
Position 285: 1.1485789702669205e-06
Position 179: 1.4857971813870767e-08
Position 647: 1.343138472515149e-08
Position 202: 1.1330328000165194e-08
Position 217: 4.0245102103206314e-09
Position 210: 3.199887091887072e-09
Position 204: 1.1913862502246498e-09
Position 243: 1.044273902673225e-09
Position 188: 3.8249939157179567e-10
Position 147: 2.8939263004089074e-10
Position 152: 1.8070797546039634e-10
Position 239: 1.7739298112860878e-10
